sex,age,priors_count,race,c_charge_degree,twoyearrecid
Female,28.0,2.0,African-American,F,0
Female,27.0,2.0,African-American,M,0
Female,28.0,3.0,African-American,M,0
Female,28.0,1.0,African-American,M,0
Female,18.0,2.0,African-American,M,0
Male,39.0,3.0,Caucasian,F,0
Male,39.0,3.0,Caucasian,M,0
Male,39.0,2.0,Caucasian,F,0
Male,39.0,0.0,Caucasian,F,0
Male,18.0,3.0,Caucasian,F,0
Male,46.0,2.0,Caucasian,F,0
Male,46.0,2.0,Caucasian,M,0
Male,46.0,1.0,Caucasian,F,0
Male,46.0,0.0,Caucasian,F,0
Male,18.0,9.0,Caucasian,F,0
Male,33.9,9.0,Caucasian,M,0
Male,33.0,9.0,Caucasian,M,0
Male,32.0,9.0,Caucasian,M,0
Male,36.0,9.0,Caucasian,M,0
Male,58.0,5.0,Caucasian,M,0
Male,56.0,7.0,Caucasian,M,0
Male,56.0,3.0,Caucasian,M,0
Male,56.0,9.0,Caucasian,M,0
Male,56.0,1.0,Caucasian,M,0
Male,38.0,0.0,Caucasian,M,0
Male,20.9,0.0,Caucasian,F,0
Female,38.0,0.0,Caucasian,M,0
Female,38.0,0.0,African-American,F,0
Male,39.0,0.0,Caucasian,M,0
Male,34.0,0.0,Caucasian,M,0
Female,34.0,0.0,Caucasian,M,0
Male,35.0,0.0,Caucasian,M,0
Male,33.0,0.0,Caucasian,M,0
Male,18.0,0.0,Caucasian,M,0
Male,48.0,3.0,Caucasian,M,0
Male,50.0,3.0,Caucasian,M,0
Male,51.0,3.0,Caucasian,M,0
Male,49.0,4.0,Caucasian,M,0
Male,49.0,2.0,Caucasian,M,0
Female,65.0,1.0,Caucasian,M,0
Male,69.0,0.0,Caucasian,M,0
Female,62.0,1.0,Caucasian,M,0
Female,64.0,0.0,Caucasian,M,0
Female,62.0,0.0,Caucasian,M,0
Male,21.0,0.0,Caucasian,F,0
Male,21.0,0.0,Caucasian,M,0
Male,20.0,0.0,Caucasian,F,0
Male,18.0,0.0,Caucasian,F,0
Male,29.0,1.0,Caucasian,F,0
Male,29.0,1.0,Caucasian,M,0
Male,29.0,0.0,Caucasian,F,0
Male,18.0,1.0,Caucasian,F,0
Male,32.0,5.0,Caucasian,M,0
Male,18.0,5.0,Caucasian,F,0
Female,32.0,5.0,African-American,F,0
Male,33.0,5.0,Caucasian,M,0
Male,31.0,5.0,Caucasian,M,0
Male,39.0,0.0,Caucasian,F,0
Male,39.0,0.0,Caucasian,M,0
Male,39.0,1.0,Caucasian,F,0
Male,18.0,0.0,Caucasian,F,0
Female,25.0,0.0,Caucasian,M,0
Male,25.0,0.0,Caucasian,M,0
Female,25.0,0.0,African-American,M,0
Female,26.0,0.0,Caucasian,M,0
Female,25.0,1.0,Caucasian,M,0
Male,30.0,2.0,Caucasian,F,0
Male,30.0,2.0,Caucasian,M,0
Male,30.0,1.0,Caucasian,F,0
Male,30.0,0.0,Caucasian,F,0
Male,18.0,2.0,Caucasian,F,0
Male,25.0,2.0,Caucasian,F,0
Male,25.0,2.0,Caucasian,M,0
Male,25.0,1.0,Caucasian,F,0
Male,18.0,2.0,Caucasian,F,0
Male,25.0,0.0,Caucasian,F,0
Male,27.0,0.0,Caucasian,M,0
Female,27.0,0.0,Caucasian,M,0
Male,27.0,0.0,Caucasian,F,0
Male,24.6,0.0,Caucasian,M,0
Male,18.0,0.0,Caucasian,M,0
Male,24.0,1.0,Caucasian,F,0
Male,24.0,1.0,Caucasian,M,0
Male,24.0,0.0,Caucasian,F,0
Male,18.0,1.0,Caucasian,F,0
Male,33.0,0.0,Caucasian,M,0
Female,33.0,0.0,Caucasian,M,0
Male,34.0,0.0,Caucasian,M,0
Male,34.1,0.0,Caucasian,M,0
Male,33.0,1.0,Caucasian,M,0
Male,44.0,0.0,Caucasian,M,0
Female,44.0,0.0,Caucasian,M,0
Male,45.0,0.0,Caucasian,M,0
Male,43.0,0.0,Caucasian,M,0
Male,44.0,1.0,Caucasian,M,0
Male,39.0,0.0,Caucasian,M,0
Female,39.0,0.0,Caucasian,M,0
Male,38.7,0.0,Caucasian,M,0
Male,40.0,0.0,Caucasian,M,0
Male,38.0,0.0,Caucasian,M,0
Male,58.0,5.0,Caucasian,M,0
Male,56.0,7.0,Caucasian,M,0
Male,56.0,1.0,Caucasian,M,0
Male,56.0,9.0,Caucasian,M,0
Male,56.0,0.0,Caucasian,M,0
Male,24.0,0.0,Caucasian,F,0
Male,24.0,0.0,Caucasian,M,0
Male,23.0,0.0,Caucasian,F,0
Male,18.0,0.0,Caucasian,F,0
Female,61.0,0.0,Caucasian,M,0
Male,60.0,0.0,Caucasian,M,0
Male,63.0,0.0,Caucasian,M,0
Male,59.0,0.0,Caucasian,M,0
Male,34.2,0.0,Caucasian,M,0
Male,44.0,1.0,Caucasian,M,0
Female,44.0,1.0,Caucasian,M,0
Male,45.0,1.0,Caucasian,M,0
Male,43.0,1.0,Caucasian,M,0
Male,44.0,2.0,Caucasian,M,0
Male,32.0,1.0,Caucasian,F,0
Male,32.0,1.0,Caucasian,M,0
Male,33.0,1.0,Caucasian,F,0
Male,32.0,0.0,Caucasian,F,0
Male,18.0,1.0,Caucasian,F,0
Female,24.0,0.0,African-American,M,0
Female,23.0,0.0,Caucasian,M,0
Female,21.0,0.0,Caucasian,M,0
Female,24.0,1.0,Caucasian,M,0
Female,18.0,0.0,Caucasian,M,0
Female,32.0,5.0,African-American,F,0
Female,31.0,5.0,African-American,F,0
Female,34.0,5.0,African-American,F,0
Female,32.0,3.0,African-American,F,0
Female,18.0,5.0,African-American,F,0
Female,56.0,0.0,Caucasian,M,0
Female,55.0,0.0,Caucasian,M,0
Female,38.0,0.0,Caucasian,M,0
Female,30.7,0.0,Caucasian,M,0
Female,20.5,0.0,Caucasian,M,0
Male,26.0,1.0,Caucasian,M,0
Male,25.0,1.0,Caucasian,F,0
Male,23.4,1.0,Caucasian,F,0
Male,26.0,0.0,Caucasian,F,0
Male,18.0,1.0,Caucasian,F,0
Female,22.0,2.0,African-American,F,0
Female,20.0,2.0,African-American,F,0
Female,18.5,2.0,African-American,F,0
Female,18.0,2.0,African-American,F,0
Female,21.0,3.0,African-American,F,0
Male,26.0,0.0,Caucasian,M,0
Male,25.0,0.0,Caucasian,M,0
Male,27.0,0.0,Caucasian,M,0
Male,18.0,0.0,Caucasian,M,0
Male,34.5,7.0,Caucasian,F,0
Male,18.0,7.0,Caucasian,F,0
Female,51.0,7.0,African-American,F,0
Male,51.0,8.0,Caucasian,M,0
Male,51.0,6.0,Caucasian,M,0
Female,22.0,3.0,African-American,F,0
Female,22.0,2.0,African-American,F,0
Female,22.0,0.0,African-American,F,0
Female,21.0,3.0,African-American,F,0
Female,18.0,3.0,African-American,F,0
Female,55.0,1.0,African-American,F,0
Female,55.0,1.0,African-American,M,0
Female,56.0,1.0,African-American,F,0
Female,54.0,1.0,African-American,F,0
Female,55.0,0.0,African-American,F,0
Male,52.0,0.0,Caucasian,M,0
Female,52.0,0.0,Caucasian,M,0
Male,52.0,0.0,Caucasian,F,0
Male,52.0,4.0,Caucasian,M,0
Male,18.0,0.0,Caucasian,M,0
Male,22.0,3.0,Caucasian,M,0
Female,22.0,3.0,African-American,F,0
Male,23.0,3.0,Caucasian,M,0
Male,21.0,3.0,Caucasian,M,0
Male,22.0,2.0,Caucasian,M,0
Male,39.0,0.0,Caucasian,F,0
Male,39.0,0.0,Caucasian,M,0
Male,39.0,2.0,Caucasian,F,0
Male,18.0,0.0,Caucasian,F,0
Male,67.0,0.0,Caucasian,M,0
Male,66.0,1.0,Caucasian,M,0
Male,65.0,1.0,Caucasian,M,0
Male,61.0,1.0,Caucasian,M,0
Male,69.0,0.0,Caucasian,M,0
Female,25.0,0.0,Caucasian,M,0
Male,25.0,0.0,Caucasian,M,0
Female,25.0,0.0,African-American,M,0
Female,24.0,0.0,Caucasian,M,0
Female,19.2,0.0,Caucasian,M,0
Female,26.0,1.0,Caucasian,M,0
Male,26.0,1.0,Caucasian,M,0
Female,26.0,1.0,African-American,M,0
Female,26.0,0.0,Caucasian,M,0
Female,18.0,1.0,Caucasian,M,0
Male,52.0,0.0,Caucasian,F,0
Male,47.8,0.0,Caucasian,F,0
Male,18.0,0.0,Caucasian,F,0
Female,53.0,0.0,African-American,F,0
Male,53.0,1.0,Caucasian,M,0
Male,50.0,0.0,Caucasian,M,0
Female,50.0,0.0,Caucasian,M,0
Male,49.0,0.0,Caucasian,M,0
Male,50.0,1.0,Caucasian,M,0
Male,30.1,0.0,Caucasian,M,0
Male,59.0,0.0,Caucasian,M,0
Male,60.0,0.0,Caucasian,M,0
Male,56.0,0.0,Caucasian,M,0
Male,58.0,1.0,Caucasian,M,0
Male,58.0,2.0,Caucasian,M,0
Male,21.0,0.0,Caucasian,F,0
Male,21.0,0.0,Caucasian,M,0
Male,20.0,0.0,Caucasian,F,0
Male,18.0,0.0,Caucasian,F,0
Male,21.0,1.0,Caucasian,F,0
Male,26.0,7.0,Caucasian,M,0
Male,26.0,6.0,Caucasian,F,0
Male,27.0,7.0,Caucasian,M,0
Male,25.0,7.0,Caucasian,M,0
Male,26.0,8.0,Caucasian,M,0
Male,25.0,4.0,Caucasian,M,0
Male,26.0,4.0,Caucasian,M,0
Male,25.0,5.0,Caucasian,M,0
Male,25.0,3.0,Caucasian,M,0
Male,18.0,4.0,Caucasian,M,0
Male,31.0,5.0,Caucasian,M,0
Male,31.0,6.0,Caucasian,F,0
Male,31.0,3.0,Caucasian,F,0
Male,18.0,5.0,Caucasian,F,0
Male,32.0,5.0,Caucasian,M,0
Female,29.0,8.0,African-American,F,0
Female,27.0,8.0,African-American,F,0
Female,18.0,8.0,African-American,F,0
Female,30.0,11.0,African-American,F,0
Female,47.0,3.0,Caucasian,M,0
Male,48.0,3.0,Caucasian,M,0
Male,45.0,3.0,Caucasian,M,0
Male,47.0,2.0,Caucasian,M,0
Male,47.0,1.0,Caucasian,M,0
Female,27.0,4.0,Caucasian,M,0
Male,27.0,4.0,Caucasian,M,0
Female,27.0,4.0,African-American,M,0
Female,18.0,4.0,Caucasian,M,0
Female,27.0,0.0,Caucasian,M,0
Male,35.0,2.0,Caucasian,M,0
Male,35.0,0.0,Caucasian,F,0
Female,35.0,2.0,African-American,F,0
Male,34.0,2.0,Caucasian,M,0
Male,35.0,3.0,Caucasian,M,0
Male,39.0,0.0,Caucasian,M,0
Female,39.0,0.0,Caucasian,M,0
Male,40.0,0.0,Caucasian,M,0
Male,38.0,0.0,Caucasian,M,0
Male,18.0,0.0,Caucasian,M,0
Male,50.0,2.0,Caucasian,M,0
Female,50.0,2.0,Caucasian,M,0
Male,49.0,2.0,Caucasian,M,0
Male,51.0,2.0,Caucasian,M,0
Male,52.0,2.0,Caucasian,M,0
Male,32.0,0.0,Caucasian,F,0
Male,32.0,0.0,Caucasian,M,0
Male,32.0,1.0,Caucasian,F,0
Male,19.5,0.0,Caucasian,F,0
Male,18.0,0.0,Caucasian,F,0
Male,23.0,6.0,Caucasian,M,0
Female,23.0,6.0,African-American,F,0
Male,22.0,6.0,Caucasian,M,0
Male,25.0,6.0,Caucasian,M,0
Male,18.0,6.0,Caucasian,M,0
Female,25.0,1.0,African-American,F,0
Female,26.0,1.0,African-American,F,0
Female,24.0,1.0,African-American,F,0
Female,25.0,2.0,African-American,F,0
Female,25.0,0.0,African-American,F,0
Male,24.0,0.0,Caucasian,F,0
Male,24.0,0.0,Caucasian,M,0
Male,23.0,0.0,Caucasian,F,0
Male,24.0,1.0,Caucasian,F,0
Male,18.0,0.0,Caucasian,F,0
Male,41.0,0.0,Caucasian,M,0
Female,41.0,0.0,Caucasian,M,0
Male,40.0,0.0,Caucasian,M,0
Male,41.0,1.0,Caucasian,M,0
Male,18.0,0.0,Caucasian,M,0
Male,27.0,0.0,Caucasian,M,0
Male,26.0,0.0,Caucasian,F,0
Male,28.0,0.0,Caucasian,F,0
Male,18.0,0.0,Caucasian,F,0
Male,48.3,0.0,Caucasian,F,0
Female,22.0,0.0,Caucasian,M,0
Female,22.0,0.0,African-American,M,0
Female,21.0,0.0,Caucasian,M,0
Female,18.0,0.0,Caucasian,M,0
Female,22.0,1.0,Caucasian,M,0
Male,23.0,2.0,Caucasian,M,0
Male,22.0,2.0,Caucasian,F,0
Male,18.0,2.0,Caucasian,F,0
Male,23.0,1.0,Caucasian,F,0
Male,23.0,0.0,Caucasian,F,0
Male,38.0,3.0,Caucasian,M,0
Male,35.0,3.0,Caucasian,M,0
Male,37.0,4.0,Caucasian,M,0
Male,37.0,1.0,Caucasian,M,0
Male,36.0,0.0,Caucasian,F,0
Male,34.0,1.0,Caucasian,M,0
Female,34.0,1.0,African-American,F,0
Male,35.0,1.0,Caucasian,M,0
Male,33.0,1.0,Caucasian,M,0
Male,34.0,0.0,Caucasian,M,0
Male,38.0,5.0,African-American,F,1
Male,39.0,5.0,African-American,F,1
Male,37.0,5.0,African-American,F,1
Male,36.0,5.0,African-American,F,1
Male,38.0,4.0,African-American,F,1
Male,27.0,11.0,African-American,F,1
Male,29.0,11.0,African-American,F,1
Male,30.0,11.0,African-American,F,1
Male,28.0,12.0,African-American,F,1
Male,28.0,9.0,African-American,F,1
Male,29.0,0.0,African-American,M,1
Male,29.0,0.0,African-American,F,1
Male,28.0,0.0,African-American,M,1
Male,31.6,0.0,African-American,M,1
Male,23.0,0.0,African-American,M,1
Male,37.0,3.0,African-American,F,1
Male,39.0,3.0,African-American,F,1
Male,40.0,3.0,African-American,F,1
Male,38.0,4.0,African-American,F,1
Male,38.0,2.0,African-American,F,1
Male,44.0,0.0,African-American,F,1
Male,32.5,0.0,African-American,M,1
Male,26.6,0.0,African-American,M,1
Male,21.5,0.0,African-American,M,1
Male,19.8,0.0,African-American,M,1
Male,51.0,1.0,African-American,F,1
Male,50.0,1.0,African-American,F,1
Male,52.0,1.0,African-American,F,1
Male,49.0,1.0,African-American,F,1
Male,53.0,1.0,African-American,F,1
Male,48.0,10.0,African-American,F,1
Male,45.0,10.0,African-American,F,1
Male,54.0,10.0,African-American,F,1
Male,49.0,13.0,African-American,F,1
Male,72.3,10.0,African-American,F,1
Male,31.0,6.0,African-American,F,1
Male,30.0,5.0,African-American,F,1
Male,30.0,7.0,African-American,F,1
Male,30.0,4.0,African-American,F,1
Male,30.0,0.0,African-American,F,1
Male,25.0,8.0,African-American,F,1
Male,27.0,8.0,African-American,F,1
Male,25.0,9.0,African-American,F,1
Male,25.0,7.0,African-American,F,1
Male,27.3,9.0,African-American,M,1
Male,18.0,19.0,African-American,M,1
Male,41.0,19.0,African-American,F,1
Male,40.0,19.0,African-American,F,1
Male,51.0,19.0,African-American,F,1
Male,39.0,20.0,African-American,M,1
Male,26.0,2.0,African-American,F,1
Male,27.0,2.0,African-American,F,1
Male,25.0,2.0,African-American,F,1
Male,26.0,1.0,African-American,F,1
Male,26.0,3.0,African-American,F,1
Male,46.0,10.0,African-American,F,1
Male,54.0,10.0,African-American,F,1
Male,49.0,13.0,African-American,F,1
Male,45.0,10.0,African-American,M,1
Male,46.0,9.0,African-American,F,1
Male,37.0,0.0,African-American,F,1
Male,37.0,0.0,African-American,M,1
Male,38.0,0.0,African-American,F,1
Male,36.0,0.0,African-American,F,1
Male,35.7,0.0,African-American,F,1
Male,27.0,2.0,African-American,F,1
Male,26.1,2.0,African-American,M,1
Male,28.0,2.0,African-American,F,1
Male,26.0,2.0,African-American,F,1
Male,23.6,2.0,African-American,F,1
Male,21.0,1.0,African-American,F,1
Male,22.0,1.0,African-American,F,1
Male,21.0,0.0,African-American,F,1
Male,18.7,1.0,African-American,M,1
Male,19.4,0.0,African-American,F,1
Male,35.0,1.0,African-American,F,1
Male,36.0,1.0,African-American,F,1
Male,34.0,1.0,African-American,F,1
Male,35.0,0.0,African-American,F,1
Male,35.0,2.0,African-American,F,1
Male,30.0,2.0,African-American,F,1
Male,30.0,2.0,African-American,M,1
Male,29.2,2.0,African-American,F,1
Male,31.0,2.0,African-American,F,1
Male,29.0,2.0,African-American,F,1
Female,27.7,0.0,Caucasian,F,1
Female,19.5,0.0,Caucasian,F,1
Female,18.0,0.0,Caucasian,F,1
Female,39.6,0.0,Caucasian,F,1
Female,44.6,0.0,Caucasian,F,1
Male,37.0,0.0,African-American,F,1
Male,36.0,0.0,African-American,F,1
Male,38.0,0.0,African-American,F,1
Male,39.0,0.0,African-American,F,1
Male,35.0,0.0,African-American,F,1
Male,37.0,12.0,African-American,F,1
Male,35.0,12.0,African-American,F,1
Male,37.0,11.0,African-American,F,1
Male,26.9,12.0,African-American,F,1
Male,37.0,14.0,African-American,F,1
Female,25.8,2.0,Caucasian,F,1
Female,18.0,2.0,Caucasian,F,1
Female,30.1,2.0,Caucasian,F,1
Female,22.0,0.0,Caucasian,F,1
Female,36.6,2.0,Caucasian,F,1
Male,23.0,2.0,African-American,F,1
Male,22.0,2.0,African-American,F,1
Male,23.0,1.0,African-American,F,1
Male,23.0,3.0,African-American,F,1
Male,27.3,1.0,African-American,F,1
Male,30.0,7.0,African-American,F,1
Male,29.0,7.0,African-American,F,1
Male,31.0,7.0,African-American,F,1
Male,32.0,7.0,African-American,F,1
Male,28.0,7.0,African-American,F,1
Male,35.0,2.0,African-American,F,1
Male,36.0,2.0,African-American,F,1
Male,34.0,2.0,African-American,F,1
Male,35.0,1.0,African-American,F,1
Male,35.0,3.0,African-American,F,1
Male,40.0,13.0,African-American,F,1
Male,41.0,9.0,African-American,F,1
Male,41.0,8.0,African-American,F,1
Male,37.0,13.0,African-American,M,1
Male,38.0,14.0,African-American,F,1
Male,36.0,6.0,African-American,F,1
Male,37.0,5.0,African-American,F,1
Male,37.0,7.0,African-American,F,1
Male,37.0,8.0,African-American,F,1
Male,37.0,4.0,African-American,F,1
Male,32.0,3.0,African-American,F,1
Male,33.0,3.0,African-American,F,1
Male,31.0,3.0,African-American,F,1
Male,32.0,2.0,African-American,F,1
Male,32.0,4.0,African-American,F,1
Male,30.0,1.0,African-American,F,1
Male,31.0,1.0,African-American,F,1
Male,29.0,1.0,African-American,F,1
Male,30.0,0.0,African-American,F,1
Male,30.0,2.0,African-American,F,1
Male,27.0,11.0,African-American,F,1
Male,26.0,11.0,African-American,F,1
Male,29.0,11.0,African-American,F,1
Male,27.0,10.0,African-American,F,1
Male,18.0,11.0,African-American,F,1
Male,31.8,6.0,African-American,M,1
Male,39.0,4.0,African-American,M,1
Male,41.0,6.0,African-American,F,1
Male,36.0,6.0,African-American,F,1
Male,39.0,5.0,African-American,F,1
Male,22.0,0.0,African-American,F,1
Male,18.0,0.0,African-American,M,1
Male,41.1,0.0,African-American,M,1
Male,21.0,0.0,African-American,F,1
Male,18.0,0.0,African-American,F,1
Male,44.0,0.0,African-American,F,1
Male,43.0,0.0,African-American,F,1
Male,45.0,0.0,African-American,F,1
Male,46.0,0.0,African-American,F,1
Male,42.0,0.0,African-American,F,1
Male,22.0,2.0,African-American,F,1
Male,21.0,2.0,African-American,F,1
Male,18.0,2.0,African-American,F,1
Male,22.0,3.0,African-American,F,1
Male,22.0,1.0,African-American,F,1
Female,56.0,3.0,Caucasian,F,1
Female,59.0,0.0,Caucasian,F,1
Female,54.0,0.0,Caucasian,F,1
Female,18.2,3.0,Caucasian,F,1
Female,18.0,3.0,Caucasian,F,1
Male,27.0,3.0,African-American,F,1
Male,56.5,3.0,African-American,M,1
Male,26.0,3.0,African-American,F,1
Male,28.0,3.0,African-American,F,1
Male,22.4,3.0,African-American,F,1
Male,31.0,16.0,African-American,M,1
Male,31.0,16.0,African-American,F,1
Male,18.0,15.0,African-American,M,1
Male,18.0,17.0,African-American,M,1
Male,18.0,14.0,African-American,M,1
Male,26.0,1.0,African-American,F,1
Male,27.0,1.0,African-American,F,1
Male,25.0,1.0,African-American,F,1
Male,26.0,0.0,African-American,F,1
Male,26.0,2.0,African-American,F,1
Male,27.0,0.0,African-American,F,1
Male,27.0,0.0,African-American,M,1
Male,28.0,0.0,African-American,F,1
Male,26.0,0.0,African-American,F,1
Male,23.1,0.0,African-American,F,1
Male,42.0,7.0,African-American,F,1
Male,43.0,7.0,African-American,F,1
Male,41.0,7.0,African-American,F,1
Male,44.0,7.0,African-American,F,1
Male,45.0,7.0,African-American,F,1
Male,27.0,8.0,African-American,F,1
Male,25.0,9.0,African-American,F,1
Male,25.0,7.0,African-American,F,1
Male,25.0,10.0,African-American,F,1
Male,25.0,6.0,African-American,F,1
Male,52.0,0.0,African-American,F,1
Male,51.0,0.0,African-American,F,1
Male,50.0,0.0,African-American,F,1
Male,54.0,0.0,African-American,F,1
Male,49.0,0.0,African-American,F,1
Male,25.0,0.0,African-American,M,1
Male,25.0,0.0,African-American,F,1
Male,26.0,0.0,African-American,M,1
Male,24.0,0.0,African-American,M,1
Male,18.0,0.0,African-American,M,1
Male,26.0,1.0,African-American,F,1
Male,27.0,1.0,African-American,F,1
