employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state,loan_status
3,8,4080.0,E,10.3,debt,MORTGAGE,OR,0
4,11,80000.0,B,13.8,educational,MORTGAGE,FL,0
1,6,90000.0,G,3.0,debt,OTHER,FL,0
3,15,80000.0,E,10.3,debt,MORTGAGE,OR,0
3,8,80000.0,E,11.0,debt,MORTGAGE,AZ,0
4,11,80000.0,B,13.8,educational,MORTGAGE,FL,0
2,15,84000.0,D,5.3,debt,MORTGAGE,RI,0
3,6,82000.0,G,10.7,purchase,RENT,MA,0
3,9,76000.0,E,4.0,purchase,MORTGAGE,MO,0
4,2,77705.4,E,8.5,purchase,MORTGAGE,MO,0
10,10,74143.7,D,7.8,purchase,MORTGAGE,KS,0
5,20,75600.0,C,25.9,purchase,MORTGAGE,AR,0
3,10,70000.0,A,11.8,small_business,MORTGAGE,WA,0
3,4,110000.0,G,11.1,debt,RENT,DC,0
2,16,133000.0,D,14.5,purchase,MORTGAGE,WI,0
2,6,110000.0,F,3.0,small_business,RENT,NC,0
2,13,110000.0,F,14.4,small_business,OWN,UT,0
4,13,125000.0,G,19.4,small_business,OWN,PA,0
1,4,85000.0,F,10.4,small_business,OTHER,CA,0
1,5,96000.0,C,10.1,small_business,MORTGAGE,NC,0
1,4,86500.0,C,15.5,educational,OWN,MD,0
1,10,98000.0,C,13.5,small_business,MORTGAGE,NC,0
1,4,95000.0,C,17.4,small_business,MORTGAGE,NC,0
10,9,75000.0,A,23.6,debt,RENT,OK,0
10,15,71000.0,E,21.7,small_business,RENT,NV,0
10,6,75000.0,E,10.3,debt,RENT,NV,0
8,13,72000.0,F,8.9,debt,RENT,OH,0
10,12,70000.0,G,15.1,debt,MORTGAGE,OR,0
2,4,22000.0,E,3.6,small_business,RENT,FL,0
1,8,25000.0,B,10.5,small_business,MORTGAGE,SD,0
4,9,20000.0,C,9.1,small_business,RENT,PA,0
7,3,23000.0,G,4.1,debt,RENT,PA,0
3,5,24000.0,A,14.8,small_business,RENT,OR,0
10,8,34000.0,E,7.8,purchase,RENT,CO,0
10,12,33600.0,E,12.8,purchase,RENT,CO,0
10,5,36000.0,F,7.6,small_business,RENT,PA,0
10,6,33600.0,C,14.3,debt,MORTGAGE,OK,0
10,13,36000.0,D,7.5,small_business,RENT,PA,0
10,9,75000.0,A,23.6,debt,RENT,OK,0
10,15,71000.0,E,21.7,small_business,RENT,NV,0
10,6,75000.0,E,10.3,debt,RENT,NV,0
8,13,72000.0,F,8.9,debt,RENT,OH,0
10,12,70000.0,G,15.1,debt,MORTGAGE,OR,0
10,3,45948.0,C,21.1,small_business,MORTGAGE,MO,0
10,6,45000.0,C,17.0,debt,MORTGAGE,OK,0
10,6,48000.0,D,17.6,debt,OWN,WA,0
10,12,47900.0,E,15.2,debt,MORTGAGE,OR,0
10,11,45000.0,C,21.1,debt,MORTGAGE,OK,0
3,8,80000.0,E,11.0,debt,MORTGAGE,AZ,0
1,6,79000.0,E,3.0,small_business,MORTGAGE,IL,0
6,9,80000.0,E,18.1,debt,MORTGAGE,AZ,0
1,4,85000.0,F,10.4,small_business,OTHER,CA,0
1,6,82000.0,E,11.0,small_business,RENT,UT,0
7,7,52000.0,C,17.4,purchase,MORTGAGE,AR,0
10,7,52425.0,E,17.8,debt,MORTGAGE,AZ,0
10,13,50087.4,C,15.3,small_business,MORTGAGE,MO,0
10,8,52000.0,E,12.1,debt,RENT,AR,0
10,5,54000.0,E,16.6,purchase,OWN,NC,0
2,13,110000.0,F,14.4,small_business,OWN,UT,0
1,20,120000.0,G,10.0,debt,MORTGAGE,OH,0
2,13,110000.0,F,3.0,small_business,OWN,CA,0
1,6,110000.0,F,14.4,debt,OTHER,FL,0
4,9,120000.0,F,12.6,debt,MORTGAGE,UT,0
6,5,54000.0,E,4.3,purchase,RENT,CO,0
6,4,54144.0,E,4.1,purchase,RENT,CO,0
6,9,54000.0,A,14.7,small_business,RENT,MA,0
3,8,52044.0,E,12.5,purchase,RENT,NV,0
10,8,52000.0,E,12.1,debt,RENT,AR,0
1,6,125004.0,D,17.0,purchase,MORTGAGE,WI,0
0,2,4080.0,D,3.0,debt,OWN,AL,0
2,2,4080.0,D,14.1,purchase,MORTGAGE,WI,0
2,2,4080.0,E,3.0,educational,MORTGAGE,MT,0
4,7,120000.0,E,5.6,purchase,RENT,NV,0
1,3,21000.0,E,5.6,debt,RENT,MO,0
1,2,4080.0,E,5.6,debt,RENT,MO,0
1,6,19200.0,A,4.7,small_business,RENT,MA,0
0,5,12000.0,E,5.6,debt,RENT,MO,0
0,3,12000.0,E,5.6,debt,RENT,MO,0
7,7,52000.0,C,17.4,purchase,MORTGAGE,AR,0
7,6,50000.0,F,6.3,small_business,OWN,VA,0
1,6,55800.0,G,10.7,debt,MORTGAGE,OH,0
1,10,55536.0,C,12.2,debt,MORTGAGE,VT,0
10,5,53000.0,E,14.7,debt,RENT,SC,0
2,8,38000.0,E,10.5,debt,RENT,NV,0
2,3,34560.0,E,10.1,purchase,RENT,NV,0
5,20,36000.0,B,15.2,small_business,RENT,MO,0
4,6,38004.0,B,7.4,educational,RENT,HI,0
4,6,39000.0,E,10.6,debt,RENT,AK,0
2,16,4080.0,G,21.8,small_business,MORTGAGE,PA,0
3,4,110000.0,G,11.1,debt,RENT,DC,0
2,16,133000.0,D,14.5,purchase,MORTGAGE,WI,0
2,13,110000.0,F,14.4,small_business,OWN,UT,0
4,13,125000.0,G,19.4,small_business,OWN,PA,0
10,6,64000.0,D,11.6,debt,RENT,NH,0
10,7,60000.0,F,11.6,small_business,RENT,NC,0
10,11,66516.0,B,15.2,debt,OTHER,NY,0
1,7,4080.0,D,9.5,purchase,RENT,MO,0
10,16,65642.0,F,23.7,debt,RENT,AL,0
1,11,60225.0,E,3.0,small_business,RENT,WA,0
3,5,63000.0,E,6.3,small_business,MORTGAGE,IL,0
3,14,60000.0,E,37.1,debt,MORTGAGE,AZ,0
1,10,60225.0,E,3.0,small_business,RENT,WA,0
1,14,60000.0,E,7.1,small_business,RENT,PA,0
3,4,110000.0,G,11.1,debt,RENT,DC,0
2,16,133000.0,D,14.5,purchase,MORTGAGE,WI,0
2,2,109000.0,F,19.4,small_business,RENT,UT,0
2,13,110000.0,F,14.4,small_business,OWN,UT,0
4,13,125000.0,G,19.4,small_business,OWN,PA,0
3,8,140000.0,E,15.5,debt,MORTGAGE,AZ,0
2,16,125000.0,D,14.5,purchase,MORTGAGE,WI,0
2,16,133000.0,D,14.5,purchase,MORTGAGE,WI,0
0,17,125000.0,G,3.0,debt,MORTGAGE,OR,0
0,17,4080.0,G,3.0,debt,MORTGAGE,OR,0
10,15,117000.0,E,16.1,debt,MORTGAGE,OR,0
10,21,105900.0,F,17.3,educational,MORTGAGE,FL,0
10,10,113000.0,F,12.6,debt,MORTGAGE,UT,0
10,7,120000.0,D,14.6,debt,MORTGAGE,RI,0
10,17,120000.0,B,17.7,small_business,MORTGAGE,KS,0
10,15,117000.0,E,16.1,debt,MORTGAGE,OR,0
10,10,113000.0,F,12.6,debt,MORTGAGE,UT,0
10,13,139000.0,C,21.7,debt,MORTGAGE,VT,0
10,7,120000.0,D,14.6,debt,MORTGAGE,RI,0
10,9,137000.0,E,22.1,debt,OWN,AK,0
1,7,40000.0,F,3.8,debt,RENT,OH,0
1,9,40000.0,F,3.8,debt,RENT,OH,0
2,8,38000.0,E,10.5,debt,RENT,NV,0
0,2,4080.0,F,12.8,small_business,RENT,PA,0
0,2,40000.0,G,12.8,educational,RENT,PA,0
1,4,85000.0,F,3.0,small_business,OTHER,CA,0
1,4,85000.0,F,10.4,small_business,OTHER,CA,0
1,5,96000.0,C,10.1,small_business,MORTGAGE,NC,0
1,5,96000.0,C,10.1,small_business,RENT,NC,0
1,10,4080.0,G,3.0,small_business,OTHER,NJ,0
0,2,4080.0,F,13.3,small_business,OWN,MI,0
0,2,35000.0,F,13.3,debt,OWN,FL,0
3,3,31200.0,E,5.6,small_business,RENT,FL,0
0,3,4080.0,F,3.0,small_business,OTHER,MI,0
0,2,33280.0,G,3.0,small_business,OWN,MI,0
3,8,80000.0,E,11.0,debt,MORTGAGE,AZ,0
1,2,80000.0,F,11.0,small_business,MORTGAGE,AZ,0
1,9,82000.0,E,14.8,small_business,MORTGAGE,OH,0
6,9,80000.0,E,18.1,debt,MORTGAGE,AZ,0
0,4,4080.0,F,3.0,small_business,MORTGAGE,AZ,0
1,7,70000.0,F,7.3,small_business,MORTGAGE,AZ,0
1,2,4080.0,E,12.4,small_business,MORTGAGE,WV,0
1,2,4080.0,D,12.4,purchase,MORTGAGE,KS,0
1,2,4080.0,D,3.0,purchase,MORTGAGE,KS,0
1,12,75000.0,E,10.4,small_business,RENT,PA,0
6,5,54000.0,E,4.3,purchase,RENT,CO,0
6,4,54144.0,E,4.1,purchase,RENT,CO,0
6,9,54000.0,A,14.7,small_business,RENT,MA,0
4,7,4080.0,D,13.6,small_business,RENT,DE,0
10,8,52000.0,E,12.1,debt,RENT,AR,0
3,8,140000.0,E,15.5,debt,MORTGAGE,AZ,0
5,13,150000.0,D,19.3,small_business,OWN,PA,0
4,6,150000.0,F,11.7,small_business,MORTGAGE,GA,0
0,2,126132.0,D,5.6,small_business,RENT,PA,0
0,2,126132.0,D,3.0,small_business,RENT,PA,0
1,8,50000.0,C,11.7,small_business,RENT,PA,0
0,2,50000.0,C,11.7,small_business,RENT,PA,0
1,2,50000.0,C,3.0,small_business,RENT,PA,0
1,8,50000.0,D,11.7,small_business,RENT,PA,0
1,11,4080.0,D,11.7,small_business,RENT,PA,0
10,5,54000.0,E,16.6,purchase,OWN,NC,0
10,5,53000.0,E,14.7,debt,RENT,SC,0
10,7,52425.0,E,17.8,debt,MORTGAGE,AZ,0
10,8,52000.0,E,12.1,debt,RENT,AR,0
10,12,56000.0,C,12.2,debt,MORTGAGE,OK,0
1,10,48360.0,E,11.7,small_business,RENT,FL,0
1,10,54000.0,E,9.9,small_business,RENT,IL,0
1,8,50000.0,E,8.0,small_business,RENT,WA,0
1,8,4080.0,E,3.0,small_business,RENT,WA,0
1,8,50000.0,F,11.7,small_business,RENT,PA,0
10,5,36000.0,F,7.6,small_business,RENT,PA,0
6,5,39168.0,F,5.2,small_business,RENT,UT,0
1,4,37000.0,B,11.9,small_business,RENT,DC,0
4,6,33804.0,D,4.3,purchase,RENT,MO,0
4,6,38004.0,B,7.4,educational,RENT,HI,0
10,10,156000.0,C,18.5,debt,MORTGAGE,AK,0
10,13,139000.0,C,21.7,debt,MORTGAGE,VT,0
10,11,192000.0,B,14.1,debt,OTHER,MA,0
10,9,137000.0,E,22.1,debt,OWN,AK,0
9,11,213000.0,F,17.1,small_business,MORTGAGE,GA,0
5,4,60000.0,D,5.0,purchase,RENT,MS,0
1,4,57500.0,D,4.1,purchase,RENT,MO,0
6,4,54144.0,E,4.1,purchase,RENT,CO,0
5,10,60000.0,D,5.0,debt,OTHER,MO,0
6,9,54000.0,A,14.7,small_business,RENT,MA,0
5,12,4080.0,G,21.1,debt,RENT,DC,0
1,7,70000.0,F,7.3,small_business,MORTGAGE,AZ,0
8,13,72000.0,F,8.9,debt,RENT,OH,0
4,8,70000.0,C,15.8,debt,MORTGAGE,OK,0
3,5,66000.0,F,10.8,small_business,RENT,OR,0
10,6,33600.0,C,14.3,debt,MORTGAGE,OK,0
10,2,32160.0,C,16.3,small_business,MORTGAGE,NC,0
10,2,26400.0,F,9.9,debt,RENT,LA,0
10,3,30000.0,G,13.7,debt,OWN,CO,0
10,8,34000.0,E,7.8,purchase,RENT,CO,0
1,8,28800.0,E,11.1,small_business,RENT,PA,0
1,8,25000.0,A,4.7,small_business,RENT,MO,0
2,8,26952.0,E,3.6,small_business,RENT,PA,0
1,8,25000.0,B,10.5,small_business,MORTGAGE,SD,0
1,8,30000.0,F,3.6,debt,RENT,LA,0
7,7,52000.0,C,17.4,purchase,MORTGAGE,AR,0
7,6,50000.0,F,6.3,small_business,OWN,VA,0
1,6,55800.0,G,10.7,debt,MORTGAGE,OH,0
1,10,55536.0,C,12.2,debt,MORTGAGE,VT,0
10,5,53000.0,E,14.7,debt,RENT,SC,0
3,15,36396.0,C,3.0,small_business,RENT,OR,0
3,15,39100.0,C,7.4,small_business,RENT,OR,0
3,3,36000.0,G,4.1,purchase,RENT,MA,0
0,9,35000.0,C,3.0,small_business,RENT,WA,0
2,8,38000.0,C,10.5,small_business,RENT,OR,0
8,11,125000.0,E,23.9,debt,RENT,NV,0
10,7,120000.0,D,14.6,debt,MORTGAGE,RI,0
10,9,137000.0,E,22.1,debt,OWN,AK,0
5,13,150000.0,D,19.3,small_business,OWN,PA,0
7,12,120000.0,D,14.1,purchase,MORTGAGE,WI,0
2,8,80000.0,E,9.1,debt,RENT,NV,0
1,4,82000.0,E,3.0,small_business,RENT,FL,0
5,4,82000.0,E,15.6,small_business,RENT,FL,0
2,8,82000.0,E,14.8,small_business,MORTGAGE,OH,0
1,4,85000.0,F,10.4,small_business,OTHER,CA,0
10,11,27000.0,B,9.9,small_business,RENT,MO,0
2,8,24840.0,A,9.5,purchase,RENT,AR,0
10,3,30000.0,G,13.7,debt,OWN,CO,0
5,13,27600.0,E,8.4,purchase,RENT,OH,0
3,5,30000.0,E,3.2,purchase,OWN,NV,0
10,9,70000.0,A,11.2,purchase,OTHER,FL,0
10,10,74143.7,D,7.8,purchase,MORTGAGE,KS,0
10,4,70000.0,E,12.2,small_business,MORTGAGE,WY,0
10,15,71000.0,E,21.7,small_business,RENT,NV,0
10,9,73700.0,D,9.4,debt,MORTGAGE,RI,0
10,6,48000.0,D,17.6,debt,OWN,WA,0
10,6,48000.0,E,12.6,debt,OWN,WI,0
10,6,48000.0,E,13.2,debt,RENT,MO,0
8,8,46000.0,E,10.0,debt,MORTGAGE,AZ,0
7,6,50000.0,F,6.3,small_business,OWN,VA,0
1,3,21000.0,E,5.6,debt,RENT,MO,0
1,6,19200.0,A,4.7,small_business,RENT,MA,0
1,12,19200.0,D,10.3,debt,RENT,NH,0
1,2,21000.0,E,4.7,educational,RENT,MO,0
1,3,4080.0,E,3.0,educational,RENT,MO,0
10,5,54000.0,E,16.6,purchase,OWN,NC,0
10,5,53000.0,E,14.7,debt,RENT,SC,0
10,7,52425.0,E,17.8,debt,MORTGAGE,AZ,0
10,8,52000.0,E,12.1,debt,RENT,AR,0
10,12,56000.0,C,12.2,debt,MORTGAGE,OK,0
5,2,50000.0,A,15.5,small_business,RENT,OR,0
4,5,51000.0,B,13.7,small_business,MORTGAGE,KS,0
5,6,50004.0,D,7.5,educational,RENT,NY,0
2,2,4080.0,E,18.3,small_business,MORTGAGE,IL,0
0,4,50000.0,E,3.0,small_business,MORTGAGE,VA,0
7,7,52000.0,C,17.4,purchase,MORTGAGE,AR,0
10,7,52425.0,E,17.8,debt,MORTGAGE,AZ,0
10,13,50087.4,C,15.3,small_business,MORTGAGE,MO,0
10,8,52000.0,E,12.1,debt,RENT,AR,0
10,5,54000.0,E,16.6,purchase,OWN,NC,0
10,6,65000.0,E,25.0,small_business,MORTGAGE,OH,0
4,7,64800.0,E,8.2,purchase,MORTGAGE,MO,0
10,6,67000.0,C,12.4,debt,MORTGAGE,AK,0
10,12,64800.0,F,18.0,debt,MORTGAGE,UT,0
8,6,60000.0,E,10.7,small_business,MORTGAGE,OH,0
1,11,75000.0,G,12.4,purchase,RENT,NC,0
1,9,75000.0,G,13.6,purchase,RENT,NC,0
2,12,73500.0,F,8.0,small_business,RENT,CA,0
1,9,75000.0,E,15.4,purchase,RENT,NV,0
0,12,4080.0,E,15.4,purchase,RENT,NV,0
8,6,60000.0,E,10.7,small_business,MORTGAGE,OH,0
10,7,60000.0,F,11.6,small_business,RENT,NC,0
3,3,60000.0,E,5.6,small_business,RENT,IL,0
5,15,60000.0,E,13.3,small_business,MORTGAGE,UT,0
5,11,60000.0,E,24.4,small_business,MORTGAGE,WV,0
1,3,21000.0,E,5.6,debt,RENT,MO,0
1,6,19200.0,A,4.7,small_business,RENT,MA,0
0,3,21000.0,E,3.0,debt,RENT,MO,0
1,2,19200.0,E,27.2,debt,OWN,WV,0
1,5,19200.0,A,10.3,purchase,RENT,AR,0
3,2,30000.0,E,6.8,small_business,RENT,FL,0
0,2,35000.0,F,13.3,debt,OWN,FL,0
0,2,4080.0,G,3.0,debt,RENT,PA,0
3,3,31200.0,E,5.6,small_business,RENT,FL,0
0,2,35000.0,F,18.4,debt,OTHER,FL,0
1,10,17000.0,E,4.4,purchase,RENT,OH,0
2,2,13920.0,E,21.9,educational,OWN,TX,0
1,3,20000.0,E,12.3,purchase,RENT,UT,0
2,4,22000.0,E,3.6,small_business,RENT,FL,0
2,8,24840.0,A,9.5,purchase,RENT,AR,0
1,3,42000.0,E,10.5,educational,RENT,AZ,0
1,2,42000.0,E,3.8,purchase,RENT,OH,0
1,6,41004.0,E,3.0,purchase,RENT,UT,0
1,6,41004.0,E,12.3,purchase,RENT,UT,0
1,3,42000.0,E,25.9,educational,RENT,TX,0
3,10,72000.0,E,11.0,debt,OWN,OK,0
3,8,80000.0,E,11.0,debt,MORTGAGE,AZ,0
3,15,80000.0,E,10.3,debt,MORTGAGE,OR,0
3,9,76000.0,D,4.0,purchase,RENT,MO,0
4,2,80000.0,E,10.3,debt,MORTGAGE,OR,0
9,9,97500.0,D,12.3,purchase,MORTGAGE,NH,0
10,14,95000.0,E,13.4,purchase,MORTGAGE,MO,0
10,6,86945.0,E,17.4,small_business,MORTGAGE,IL,0
10,10,83000.0,A,20.8,small_business,MORTGAGE,WA,0
10,5,84000.0,E,16.3,debt,MORTGAGE,AZ,0
3,5,63000.0,E,6.3,small_business,MORTGAGE,IL,0
3,14,60000.0,E,37.1,debt,MORTGAGE,AZ,0
1,14,60000.0,E,7.1,small_business,RENT,PA,0
1,16,60000.0,E,29.1,debt,RENT,NV,0
1,7,60000.0,E,7.1,small_business,RENT,TN,0
2,14,90000.0,F,15.0,small_business,MORTGAGE,NM,0
10,14,95000.0,E,13.4,purchase,MORTGAGE,MO,0
4,7,85000.0,E,3.0,debt,OWN,MD,0
10,8,90000.0,E,17.3,debt,RENT,NV,0
10,25,90000.0,E,15.0,small_business,MORTGAGE,NY,0
4,9,48000.0,E,18.3,small_business,RENT,IL,0
1,8,50000.0,E,8.0,small_business,RENT,WA,0
1,10,4080.0,E,11.7,small_business,RENT,FL,0
1,8,50000.0,C,11.7,small_business,RENT,PA,0
1,10,48360.0,E,11.7,small_business,RENT,FL,0
7,7,52000.0,C,17.4,purchase,MORTGAGE,AR,0
10,7,52425.0,E,17.8,debt,MORTGAGE,AZ,0
10,13,50087.4,C,15.3,small_business,MORTGAGE,MO,0
10,8,52000.0,E,12.1,debt,RENT,AR,0
10,5,54000.0,E,16.6,purchase,OWN,NC,0
10,5,54000.0,E,16.6,purchase,OWN,NC,0
10,5,53000.0,E,14.7,debt,RENT,SC,0
10,7,52425.0,E,17.8,debt,MORTGAGE,AZ,0
10,8,52000.0,E,12.1,debt,RENT,AR,0
10,12,56000.0,C,12.2,debt,MORTGAGE,OK,0
10,6,65000.0,E,25.0,small_business,MORTGAGE,OH,0
4,7,64800.0,E,8.2,purchase,MORTGAGE,MO,0
10,6,67000.0,C,12.4,debt,MORTGAGE,AK,0
10,12,64800.0,F,18.0,debt,MORTGAGE,UT,0
8,6,60000.0,E,10.7,small_business,MORTGAGE,OH,0
4,2,77705.4,E,8.5,purchase,MORTGAGE,MO,0
10,10,74143.7,D,7.8,purchase,MORTGAGE,KS,0
5,20,75600.0,C,25.9,purchase,MORTGAGE,AR,0
3,10,70000.0,A,11.8,small_business,MORTGAGE,WA,0
4,2,74000.0,E,3.9,purchase,RENT,CO,0
7,7,52000.0,C,17.4,purchase,MORTGAGE,AR,0
10,7,52425.0,E,17.8,debt,MORTGAGE,AZ,0
10,13,50087.4,C,15.3,small_business,MORTGAGE,MO,0
10,8,52000.0,E,12.1,debt,RENT,AR,0
10,5,54000.0,E,16.6,purchase,OWN,NC,0
1,2,35000.0,E,20.9,small_business,RENT,MI,0
1,2,30000.0,E,3.2,small_business,RENT,MI,0
0,2,4080.0,E,3.2,purchase,RENT,NV,0
0,2,4080.0,E,3.0,purchase,RENT,NV,0
0,2,4080.0,E,3.0,purchase,RENT,AK,0
5,9,200000.0,C,14.2,debt,MORTGAGE,OK,0
5,8,133000.0,D,14.5,purchase,MORTGAGE,WI,0
6,4,184000.0,C,19.8,debt,MORTGAGE,AK,0
5,13,4080.0,D,19.3,small_business,OWN,PA,0
5,13,150000.0,D,19.3,small_business,OWN,PA,0
1,8,50000.0,C,11.7,small_business,RENT,PA,0
3,8,54000.0,C,3.0,small_business,RENT,WA,0
6,9,54000.0,A,14.7,small_business,RENT,MA,0
0,2,4080.0,F,3.0,small_business,RENT,PA,0
1,10,54000.0,E,9.9,small_business,RENT,IL,0
10,7,120000.0,D,14.6,debt,MORTGAGE,RI,0
10,5,140000.0,C,16.7,small_business,MORTGAGE,KY,0
7,12,120000.0,D,14.1,purchase,MORTGAGE,WI,0
10,16,120000.0,D,15.6,purchase,MORTGAGE,WI,0
10,17,120000.0,B,17.7,small_business,MORTGAGE,KS,0
2,4,22000.0,E,3.6,small_business,RENT,FL,0
1,8,25000.0,B,10.5,small_business,MORTGAGE,SD,0
4,9,20000.0,C,9.1,small_business,RENT,PA,0
7,3,23000.0,G,4.1,debt,RENT,PA,0
0,5,4080.0,B,3.0,small_business,RENT,MO,0
10,6,64000.0,D,11.6,debt,RENT,NH,0
10,7,60000.0,F,11.6,small_business,RENT,NC,0
10,11,66516.0,B,15.2,debt,OTHER,NY,0
10,16,65642.0,F,23.7,debt,RENT,AL,0
10,6,67000.0,C,12.4,debt,MORTGAGE,AK,0
5,13,27600.0,E,8.4,purchase,RENT,OH,0
7,3,23000.0,G,4.1,debt,RENT,PA,0
4,5,27000.0,F,12.6,purchase,RENT,DE,0
3,5,24000.0,A,14.8,small_business,RENT,OR,0
1,6,30000.0,B,28.9,small_business,RENT,NH,0
2,10,65000.0,E,17.7,debt,MORTGAGE,OR,0
2,2,65000.0,F,3.0,debt,RENT,OH,0
2,6,68000.0,C,18.6,debt,MORTGAGE,VT,0
2,9,70000.0,E,3.0,small_business,MORTGAGE,CT,0
0,2,4080.0,E,3.0,small_business,RENT,NV,0
3,6,82000.0,G,10.7,purchase,RENT,MA,0
2,8,80000.0,E,9.1,debt,RENT,NV,0
1,4,85000.0,F,10.4,small_business,OTHER,CA,0
1,7,80000.0,F,14.4,debt,OTHER,OH,0
1,10,4080.0,F,3.0,small_business,RENT,CA,0
2,11,40000.0,C,19.8,small_business,RENT,MA,0
2,8,38000.0,E,10.5,debt,RENT,NV,0
3,13,40000.0,G,6.2,debt,RENT,NJ,0
3,15,39100.0,C,7.4,small_business,RENT,OR,0
3,13,4080.0,G,3.0,debt,RENT,NJ,0
8,11,125000.0,E,23.9,debt,RENT,NV,0
10,7,120000.0,D,14.6,debt,MORTGAGE,RI,0
10,9,137000.0,E,22.1,debt,OWN,AK,0
5,13,150000.0,D,19.3,small_business,OWN,PA,0
7,12,120000.0,D,14.1,purchase,MORTGAGE,WI,0
3,8,80000.0,E,11.0,debt,MORTGAGE,AZ,0
3,15,80000.0,E,10.3,debt,MORTGAGE,OR,0
0,2,4080.0,G,3.0,debt,MORTGAGE,OH,0
3,9,76000.0,E,15.4,purchase,OWN,NV,0
3,9,76000.0,D,4.0,purchase,RENT,MO,0
4,10,50000.0,E,11.4,small_business,RENT,FL,0
4,9,48000.0,E,18.3,small_business,RENT,IL,0
1,8,50000.0,E,8.0,small_business,RENT,WA,0
1,10,50000.0,E,3.0,small_business,RENT,FL,0
1,8,50000.0,C,11.7,small_business,RENT,PA,0
7,11,95004.0,C,9.0,debt,MORTGAGE,VT,0
7,11,103000.0,C,9.0,debt,MORTGAGE,VT,0
