age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
90,Self-Employed,School,Married,Blue-Collar,White,Male,37,0.09
34,Self-Employed,Prof-school,Married,Professional,White,Male,24,0.141
17,Self-Employed,Prof-school,Married,Professional,White,Male,47,0.158
34,Self-Employed,Doctorate,Married,Professional,White,Male,40,0.031
72,Self-Employed,Prof-school,Married,Professional,White,Male,38,0.158
90,Self-Employed,Prof-school,Married,Professional,White,Male,58,0.164
57,Self-Employed,Some-college,Married,White-Collar,White,Female,44,0.194
22,Self-Employed,Some-college,Married,Other/Unknown,White,Female,61,0.138
57,Government,Masters,Single,White-Collar,White,Female,59,0.16
62,Self-Employed,Doctorate,Married,White-Collar,Other,Female,60,0.035
90,Self-Employed,Some-college,Married,White-Collar,White,Female,69,0.228
60,Private,School,Married,Service,White,Female,12,0.202
36,Self-Employed,School,Married,White-Collar,White,Female,28,0.014
59,Private,Doctorate,Divorced,Professional,White,Female,27,0.069
90,Private,School,Married,Service,White,Female,28,0.27
59,Private,School,Married,Service,White,Female,45,0.281
22,Private,School,Single,Sales,White,Female,25,0.383
22,Government,School,Single,Other/Unknown,Other,Female,41,0.134
18,Private,Doctorate,Married,Sales,White,Female,40,0.126
90,Self-Employed,School,Single,Sales,White,Female,40,0.045
22,Self-Employed,School,Single,Sales,White,Female,56,0.025
20,Private,HS-grad,Married,Professional,White,Female,21,0.297
90,Private,HS-grad,Married,Professional,White,Female,36,0.48
17,Government,HS-grad,Married,Sales,White,Female,38,0.054
20,Private,Doctorate,Single,Service,White,Female,36,0.125
20,Private,HS-grad,Married,Professional,White,Female,53,0.353
34,Other/Unknown,School,Married,Blue-Collar,White,Male,27,0.133
34,Private,Doctorate,Divorced,Service,White,Male,39,0.215
21,Private,School,Married,Blue-Collar,White,Female,47,0.401
34,Government,School,Single,Blue-Collar,Other,Male,41,0.177
90,Self-Employed,School,Married,Blue-Collar,White,Male,40,0.092
43,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,59,0.177
41,Other/Unknown,HS-grad,Married,Blue-Collar,Other,Male,79,0.271
21,Private,School,Married,Service,White,Male,72,0.395
41,Government,HS-grad,Divorced,Blue-Collar,White,Female,72,0.187
90,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,73,0.2
20,Private,School,Divorced,Service,White,Male,20,0.242
90,Private,School,Single,Service,White,Male,33,0.438
17,Government,School,Single,Blue-Collar,White,Male,33,0.143
19,Private,Doctorate,Married,White-Collar,White,Female,33,0.124
21,Self-Employed,School,Single,Service,White,Male,48,0.073
56,Self-Employed,School,Married,Service,White,Female,21,0.013
17,Self-Employed,School,Married,Service,White,Female,39,0.009
57,Self-Employed,School,Married,Service,White,Female,40,0.016
90,Self-Employed,School,Married,Service,White,Female,41,0.02
56,Self-Employed,School,Married,Service,White,Female,60,0.02
56,Government,Bachelors,Divorced,White-Collar,White,Female,23,0.31
31,Government,School,Divorced,White-Collar,Other,Female,40,0.06
56,Government,Prof-school,Divorced,Professional,White,Male,41,0.143
57,Self-Employed,Bachelors,Married,White-Collar,White,Female,40,0.195
90,Government,Bachelors,Divorced,White-Collar,White,Female,47,0.402
18,Self-Employed,HS-grad,Married,Blue-Collar,White,Female,36,0.049
17,Other/Unknown,HS-grad,Married,Blue-Collar,Other,Male,50,0.25
90,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,51,0.181
22,Government,HS-grad,Divorced,Other/Unknown,White,Male,50,0.128
26,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,66,0.151
39,Self-Employed,Masters,Married,White-Collar,White,Male,24,0.063
22,Private,Masters,Married,Professional,White,Female,41,0.335
39,Other/Unknown,Masters,Married,White-Collar,Other,Male,39,0.182
41,Private,Doctorate,Divorced,White-Collar,White,Male,40,0.242
90,Private,Masters,Married,White-Collar,White,Male,42,0.447
57,Private,Masters,Married,White-Collar,White,Male,24,0.457
57,Private,Masters,Married,Professional,White,Female,40,0.381
43,Other/Unknown,Masters,Married,White-Collar,Other,Male,40,0.183
62,Private,Doctorate,Divorced,White-Collar,White,Male,40,0.226
90,Self-Employed,Masters,Married,White-Collar,White,Male,48,0.081
67,Other/Unknown,Masters,Widowed,Other/Unknown,White,Female,26,0.331
37,Government,Masters,Widowed,Other/Unknown,White,Female,40,0.159
90,Other/Unknown,Masters,Married,Service,White,Female,40,0.115
67,Other/Unknown,Doctorate,Widowed,Other/Unknown,Other,Male,40,0.256
68,Self-Employed,Masters,Widowed,Other/Unknown,White,Female,55,0.087
33,Private,Doctorate,Married,Professional,White,Male,27,0.273
17,Private,HS-grad,Married,Professional,White,Female,41,0.318
33,Other/Unknown,School,Married,Professional,Other,Male,40,0.162
33,Government,HS-grad,Divorced,Service,White,Male,44,0.09
90,Self-Employed,HS-grad,Married,Professional,White,Male,40,0.102
17,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,32,0.109
43,Other/Unknown,HS-grad,Married,Blue-Collar,Other,Male,41,0.257
43,Private,Doctorate,Married,Service,White,Female,40,0.115
54,Government,HS-grad,Divorced,Blue-Collar,White,Male,40,0.14
90,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,44,0.175
19,Private,School,Divorced,Sales,White,Female,5,0.195
19,Self-Employed,Doctorate,Married,Sales,White,Female,18,0.004
17,Government,School,Divorced,Service,White,Female,20,0.014
19,Private,School,Divorced,Sales,White,Female,39,0.285
90,Private,School,Divorced,Sales,White,Female,21,0.331
22,Self-Employed,HS-grad,Single,White-Collar,White,Male,30,0.09
90,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,40,0.211
17,Government,School,Single,Blue-Collar,White,Female,40,0.128
26,Self-Employed,HS-grad,Divorced,Blue-Collar,White,Male,40,0.087
23,Other/Unknown,HS-grad,Single,Blue-Collar,White,Male,55,0.255
49,Self-Employed,Some-college,Married,White-Collar,White,Male,33,0.214
17,Self-Employed,Some-college,Married,White-Collar,White,Male,50,0.208
50,Government,School,Divorced,White-Collar,White,Male,49,0.055
61,Self-Employed,Doctorate,Married,Other/Unknown,White,Male,51,0.062
90,Self-Employed,Some-college,Married,White-Collar,White,Male,58,0.232
21,Self-Employed,Some-college,Single,Other/Unknown,White,Female,12,0.148
22,Other/Unknown,Masters,Single,Sales,White,Male,24,0.21
17,Government,School,Single,Other/Unknown,Other,Female,24,0.1
21,Other/Unknown,Some-college,Divorced,Service,White,Female,31,0.296
90,Other/Unknown,Doctorate,Single,Other/Unknown,White,Female,25,0.094
67,Self-Employed,Bachelors,Widowed,Service,White,Female,18,0.162
37,Self-Employed,Bachelors,Widowed,Professional,White,Female,35,0.176
67,Government,Masters,Divorced,Service,White,Female,35,0.044
90,Self-Employed,Doctorate,Widowed,Service,White,Female,37,0.017
68,Self-Employed,Bachelors,Widowed,Service,White,Female,53,0.242
17,Self-Employed,School,Married,Blue-Collar,Other,Female,1,0.018
71,Self-Employed,School,Married,Blue-Collar,White,Male,1,0.067
72,Government,School,Divorced,Blue-Collar,White,Male,10,0.063
90,Self-Employed,School,Married,Blue-Collar,White,Male,15,0.075
71,Self-Employed,School,Married,Blue-Collar,White,Male,35,0.088
33,Other/Unknown,Doctorate,Divorced,Other/Unknown,White,Female,26,0.032
17,Other/Unknown,HS-grad,Married,Other/Unknown,White,Female,40,0.149
33,Self-Employed,Some-college,Divorced,Other/Unknown,Other,Male,41,0.279
37,Other/Unknown,School,Divorced,Professional,White,Female,44,0.055
90,Other/Unknown,Some-college,Divorced,Other/Unknown,White,Female,40,0.371
47,Government,HS-grad,Married,Service,White,Male,23,0.135
17,Government,HS-grad,Married,Blue-Collar,White,Male,41,0.166
48,Self-Employed,HS-grad,Divorced,Service,White,Male,40,0.056
67,Government,Some-college,Married,Service,White,Male,40,0.261
90,Government,HS-grad,Married,Service,White,Male,52,0.162
47,Government,Bachelors,Married,Professional,White,Male,24,0.322
47,Government,HS-grad,Divorced,Professional,Other,Male,40,0.145
17,Government,Bachelors,Married,Professional,White,Male,41,0.318
47,Self-Employed,Bachelors,Married,Service,White,Female,40,0.099
90,Government,Bachelors,Married,Professional,White,Male,45,0.32
26,Self-Employed,Some-college,Married,Blue-Collar,White,Male,63,0.286
17,Government,HS-grad,Married,Blue-Collar,White,Male,77,0.196
26,Self-Employed,Some-college,Married,Professional,Other,Female,80,0.241
26,Self-Employed,Some-college,Divorced,Blue-Collar,White,Male,92,0.239
90,Self-Employed,Some-college,Married,Blue-Collar,White,Male,79,0.313
17,Other/Unknown,Assoc,Married,White-Collar,White,Female,5,0.299
54,Other/Unknown,Assoc,Married,Other/Unknown,White,Female,1,0.401
59,Government,Doctorate,Widowed,Other/Unknown,White,Female,6,0.031
73,Other/Unknown,Assoc,Married,Service,White,Male,6,0.301
90,Other/Unknown,Doctorate,Married,Other/Unknown,White,Female,14,0.06
30,Private,School,Single,Blue-Collar,White,Male,34,0.427
17,Government,School,Separated,Blue-Collar,White,Male,48,0.148
29,Other/Unknown,School,Single,Blue-Collar,White,Female,58,0.22
29,Private,Masters,Divorced,Service,White,Male,48,0.305
90,Government,School,Single,Blue-Collar,White,Male,48,0.193
43,Self-Employed,HS-grad,Married,Sales,White,Male,52,0.108
17,Self-Employed,Prof-school,Married,Sales,White,Male,68,0.159
43,Government,HS-grad,Divorced,Sales,White,Female,68,0.119
49,Self-Employed,HS-grad,Widowed,Blue-Collar,White,Male,68,0.236
90,Self-Employed,HS-grad,Married,Sales,White,Male,74,0.155
48,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,33,0.151
17,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,51,0.124
48,Government,School,Single,Blue-Collar,White,Male,50,0.189
60,Self-Employed,HS-grad,Separated,Sales,White,Male,50,0.151
90,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,58,0.187
24,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,25,0.111
90,Other/Unknown,HS-grad,Married,Blue-Collar,White,Male,40,0.249
18,Private,School,Married,Service,White,Female,40,0.183
24,Government,HS-grad,Divorced,Blue-Collar,White,Male,40,0.137
25,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,58,0.143
17,Self-Employed,Some-college,Single,Blue-Collar,White,Male,13,0.324
90,Self-Employed,Some-college,Single,Blue-Collar,White,Male,29,0.351
19,Other/Unknown,HS-grad,Single,White-Collar,Other,Male,30,0.288
26,Self-Employed,Some-college,Divorced,Blue-Collar,White,Male,30,0.209
19,Self-Employed,Some-college,Single,Blue-Collar,White,Male,46,0.311
25,Government,Bachelors,Single,Professional,White,Female,33,0.274
17,Government,Doctorate,Single,Blue-Collar,White,Female,52,0.106
29,Government,Masters,Single,Professional,White,Female,65,0.11
26,Self-Employed,Bachelors,Divorced,Service,White,Female,50,0.079
90,Government,Bachelors,Single,Professional,White,Female,50,0.422
23,Self-Employed,HS-grad,Married,Service,White,Male,23,0.065
17,Private,Masters,Married,White-Collar,White,Male,40,0.421
24,Other/Unknown,HS-grad,Married,Service,Other,Male,37,0.226
27,Private,Doctorate,Married,Service,White,Female,46,0.108
90,Self-Employed,HS-grad,Married,Service,White,Male,39,0.1
49,Private,Doctorate,Married,Professional,White,Male,29,0.268
23,Self-Employed,HS-grad,Married,Professional,White,Female,40,0.022
50,Other/Unknown,HS-grad,Married,Professional,Other,Male,42,0.3
54,Government,HS-grad,Divorced,Service,White,Male,39,0.087
90,Private,HS-grad,Married,Professional,White,Male,46,0.464
76,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,23,0.259
75,Self-Employed,Masters,Married,Other/Unknown,Other,Male,41,0.13
74,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Female,40,0.192
90,Other/Unknown,HS-grad,Married,Service,White,Male,40,0.202
76,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,58,0.293
40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,33,0.142
17,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,52,0.125
40,Government,School,Married,Blue-Collar,White,Male,50,0.139
50,Self-Employed,HS-grad,Widowed,Sales,White,Male,50,0.17
90,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,57,0.186
59,Self-Employed,Bachelors,Married,Professional,White,Male,27,0.227
17,Self-Employed,Bachelors,Married,Professional,White,Male,44,0.237
60,Government,Masters,Married,Service,White,Male,43,0.1
90,Self-Employed,Bachelors,Divorced,Professional,White,Male,42,0.168
60,Self-Employed,Bachelors,Married,Professional,White,Male,60,0.274
55,Self-Employed,HS-grad,Separated,Blue-Collar,White,Female,38,0.132
17,Self-Employed,HS-grad,Separated,Blue-Collar,White,Female,55,0.083
55,Government,Masters,Separated,Blue-Collar,White,Male,56,0.193
59,Self-Employed,HS-grad,Single,Other/Unknown,White,Female,55,0.124
90,Self-Employed,HS-grad,Separated,Blue-Collar,White,Female,64,0.184
47,Private,School,Divorced,Blue-Collar,Other,Male,27,0.395
47,Private,School,Divorced,Service,Other,Female,43,0.34
17,Self-Employed,School,Divorced,Blue-Collar,Other,Male,43,0.054
46,Other/Unknown,Doctorate,Married,Blue-Collar,White,Male,43,0.206
90,Private,School,Divorced,Blue-Collar,Other,Male,46,0.401
27,Government,Assoc,Single,White-Collar,White,Female,25,0.306
17,Government,Prof-school,Single,White-Collar,Other,Female,40,0.304
27,Government,Assoc,Divorced,Professional,White,Male,39,0.21
27,Self-Employed,Assoc,Single,White-Collar,White,Female,52,0.208
90,Government,Assoc,Single,White-Collar,White,Female,41,0.419
61,Self-Employed,School,Married,Blue-Collar,White,Male,25,0.082
52,Private,Doctorate,Married,Service,White,Male,41,0.337
74,Government,School,Married,Sales,White,Male,40,0.091
61,Self-Employed,School,Divorced,Blue-Collar,White,Female,40,0.032
90,Self-Employed,School,Married,Blue-Collar,White,Male,52,0.101
42,Government,School,Divorced,Service,White,Male,22,0.04
17,Government,School,Divorced,Service,White,Male,42,0.048
43,Self-Employed,School,Divorced,Professional,White,Male,39,0.029
90,Government,School,Divorced,Service,White,Male,40,0.046
42,Government,School,Divorced,Service,White,Male,61,0.055
30,Government,Bachelors,Married,Service,White,Male,25,0.277
25,Government,HS-grad,Married,Other/Unknown,Other,Male,41,0.231
30,Government,Bachelors,Married,Service,White,Male,56,0.345
30,Self-Employed,Bachelors,Divorced,Service,White,Female,40,0.074
90,Government,Bachelors,Married,Service,White,Male,40,0.319
58,Private,School,Divorced,Blue-Collar,Other,Male,24,0.389
58,Private,School,Divorced,Service,Other,Female,39,0.343
57,Other/Unknown,Masters,Widowed,Blue-Collar,Other,Male,40,0.346
90,Private,School,Divorced,Blue-Collar,White,Male,40,0.366
58,Government,School,Divorced,Blue-Collar,Other,Male,56,0.103
28,Private,School,Divorced,Professional,Other,Female,26,0.319
17,Government,School,Divorced,Professional,Other,Female,41,0.04
28,Private,School,Divorced,Professional,White,Female,52,0.23
28,Private,Doctorate,Married,Service,Other,Female,40,0.158
90,Private,School,Divorced,Professional,Other,Female,40,0.354
17,Self-Employed,Some-college,Married,Professional,Other,Male,1,0.278
64,Self-Employed,Some-college,Married,Professional,White,Female,2,0.079
63,Government,Doctorate,Divorced,Service,White,Female,10,0.01
90,Self-Employed,Some-college,Married,Professional,White,Female,14,0.101
63,Self-Employed,Some-college,Married,Professional,White,Female,32,0.111
17,Other/Unknown,Doctorate,Separated,Other/Unknown,White,Male,1,0.133
29,Other/Unknown,School,Separated,Other/Unknown,White,Female,8,0.105
29,Government,School,Single,Blue-Collar,White,Female,13,0.123
52,Other/Unknown,School,Separated,Professional,Other,Female,13,0.157
90,Other/Unknown,School,Separated,Other/Unknown,White,Female,18,0.151
50,Self-Employed,HS-grad,Divorced,White-Collar,White,Female,18,0.027
17,Self-Employed,HS-grad,Divorced,White-Collar,White,Female,35,0.02
49,Self-Employed,Doctorate,Married,Professional,White,Female,36,0.008
63,Government,Doctorate,Divorced,White-Collar,White,Female,35,0.022
90,Self-Employed,HS-grad,Divorced,White-Collar,White,Female,43,0.045
47,Government,Masters,Married,White-Collar,White,Male,29,0.103
17,Private,Masters,Married,Professional,White,Male,46,0.39
46,Government,Masters,Married,White-Collar,Other,Female,46,0.159
46,Private,Doctorate,Divorced,White-Collar,White,Male,45,0.243
90,Self-Employed,Masters,Married,White-Collar,White,Male,49,0.082
50,Self-Employed,Masters,Married,Sales,White,Male,23,0.063
17,Self-Employed,Masters,Married,Sales,White,Male,42,0.058
51,Government,Masters,Divorced,Service,White,Male,40,0.056
72,Self-Employed,Assoc,Married,Sales,White,Male,39,0.272
90,Self-Employed,Masters,Married,Sales,White,Male,54,0.085
25,Self-Employed,School,Single,Blue-Collar,White,Male,24,0.108
17,Government,School,Single,Blue-Collar,White,Male,51,0.158
27,Other/Unknown,School,Single,Other/Unknown,White,Male,40,0.2
26,Private,Doctorate,Divorced,Blue-Collar,White,Female,40,0.225
90,Government,School,Single,Blue-Collar,White,Male,39,0.186
17,Private,HS-grad,Separated,Service,White,Female,18,0.317
43,Self-Employed,HS-grad,Separated,Service,White,Female,30,0.044
43,Private,Doctorate,Divorced,Professional,White,Female,26,0.062
71,Government,HS-grad,Separated,Service,White,Female,26,0.117
90,Private,Doctorate,Separated,Service,White,Female,34,0.19
54,Self-Employed,Masters,Divorced,Sales,White,Male,43,0.043
26,Other/Unknown,Masters,Divorced,Sales,White,Male,60,0.121
54,Self-Employed,Doctorate,Divorced,Service,White,Male,61,0.025
89,Self-Employed,Masters,Divorced,Sales,White,Male,59,0.049
90,Self-Employed,Masters,Divorced,Sales,White,Male,82,0.06
48,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,11,0.126
45,Self-Employed,HS-grad,Married,Blue-Collar,Other,Female,31,0.09
48,Self-Employed,School,Divorced,Service,White,Male,31,0.024
84,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,27,0.155
90,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,49,0.179
51,Private,Doctorate,Single,Professional,White,Male,24,0.273
51,Other/Unknown,HS-grad,Single,White-Collar,White,Male,40,0.258
18,Private,Doctorate,Single,Professional,White,Female,40,0.113
51,Private,Doctorate,Divorced,Professional,Other,Male,40,0.232
90,Private,Doctorate,Single,Professional,White,Male,46,0.261
29,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,33,0.126
34,Other/Unknown,HS-grad,Married,Blue-Collar,White,Female,46,0.245
17,Private,School,Married,Service,White,Male,47,0.337
31,Government,HS-grad,Divorced,Blue-Collar,White,Male,56,0.151
90,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,49,0.179
40,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Male,10,0.14
17,Other/Unknown,Prof-school,Divorced,Other/Unknown,White,Male,26,0.265
40,Self-Employed,HS-grad,Married,Other/Unknown,White,Male,25,0.114
64,Other/Unknown,HS-grad,Divorced,Sales,White,Male,24,0.149
90,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Male,35,0.17
40,Self-Employed,HS-grad,Married,White-Collar,White,Male,33,0.091
17,Self-Employed,HS-grad,Married,Other/Unknown,White,Male,53,0.109
40,Government,HS-grad,Divorced,Service,White,Male,50,0.094
58,Self-Employed,Prof-school,Married,White-Collar,White,Male,50,0.198
90,Self-Employed,HS-grad,Married,White-Collar,White,Male,61,0.142
