age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
47,Private,Assoc,Married,Service,White,Male,40,0
47,Government,Assoc,Married,Blue-Collar,White,Male,40,0
66,Other/Unknown,School,Married,Other/Unknown,Other,Male,40,0
66,Private,Some-college,Widowed,Other/Unknown,White,Female,40,0
66,Private,Assoc,Married,Blue-Collar,White,Male,40,0
66,Other/Unknown,Some-college,Widowed,Other/Unknown,Other,Female,40,0
66,Private,HS-grad,Married,Sales,White,Male,40,0
42,Private,Assoc,Married,Sales,White,Male,40,0
42,Private,Prof-school,Widowed,Blue-Collar,White,Male,40,0
42,Private,School,Divorced,White-Collar,White,Male,40,0
42,Private,Assoc,Married,Service,White,Male,40,0
42,Private,Assoc,Divorced,White-Collar,White,Male,40,0
23,Government,Some-college,Single,Professional,White,Male,10,0
23,Government,Some-college,Single,Professional,White,Male,1,0
17,Government,Doctorate,Single,Professional,White,Male,1,0
27,Private,Prof-school,Single,Professional,Other,Male,10,0
26,Government,Some-college,Single,Professional,White,Female,8,0
52,Private,Some-college,Divorced,White-Collar,White,Male,60,0
52,Government,Masters,Divorced,White-Collar,White,Female,60,0
51,Private,Some-college,Divorced,Sales,White,Female,60,0
52,Private,Assoc,Separated,White-Collar,Other,Female,60,0
52,Private,HS-grad,Married,White-Collar,White,Male,60,0
43,Private,Bachelors,Divorced,Service,White,Male,40,0
43,Private,Bachelors,Divorced,Blue-Collar,White,Male,40,0
43,Private,Bachelors,Divorced,Service,White,Female,40,0
43,Private,Assoc,Divorced,Other/Unknown,White,Male,40,0
43,Private,Assoc,Divorced,Blue-Collar,White,Male,40,0
53,Private,Bachelors,Single,White-Collar,White,Female,40,0
53,Private,Some-college,Divorced,Professional,White,Female,40,0
53,Private,Bachelors,Divorced,Service,White,Female,40,0
52,Private,Bachelors,Divorced,Professional,White,Female,40,0
53,Private,Assoc,Divorced,Service,White,Female,40,0
21,Private,Some-college,Single,Blue-Collar,White,Male,40,0
17,Other/Unknown,Doctorate,Widowed,Other/Unknown,White,Male,40,0
17,Other/Unknown,Assoc,Divorced,Other/Unknown,White,Male,40,0
21,Private,Assoc,Divorced,White-Collar,White,Male,40,0
51,Self-Employed,Bachelors,Married,Sales,Other,Male,40,0
51,Private,Assoc,Married,Sales,White,Male,40,0
51,Private,Assoc,Married,Service,White,Male,40,0
51,Private,Assoc,Married,Blue-Collar,White,Male,40,0
51,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
62,Self-Employed,HS-grad,Widowed,White-Collar,White,Female,30,0
61,Self-Employed,HS-grad,Single,White-Collar,White,Female,32,0
60,Private,HS-grad,Separated,Sales,White,Female,32,0
62,Private,Some-college,Widowed,Sales,White,Female,30,0
62,Private,Some-college,Divorced,White-Collar,White,Female,30,0
33,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
33,Private,Assoc,Married,Blue-Collar,White,Male,40,0
33,Government,Assoc,Married,Blue-Collar,White,Male,40,0
33,Private,Assoc,Married,Service,White,Male,40,0
33,Government,Assoc,Married,Professional,White,Male,40,0
59,Private,Assoc,Married,Blue-Collar,White,Male,20,0
59,Self-Employed,Some-college,Divorced,Blue-Collar,White,Female,20,0
58,Private,Some-college,Single,Blue-Collar,White,Male,20,0
61,Self-Employed,HS-grad,Married,White-Collar,White,Male,20,0
56,Private,Some-college,Married,Blue-Collar,Other,Male,20,0
52,Private,Assoc,Married,Blue-Collar,White,Male,40,0
52,Private,Assoc,Married,Service,White,Male,40,0
53,Private,Assoc,Married,Blue-Collar,White,Male,40,0
51,Private,Assoc,Married,Blue-Collar,White,Male,40,0
51,Private,Assoc,Married,Service,White,Male,40,0
21,Private,Bachelors,Single,White-Collar,White,Female,40,0
20,Government,Some-college,Single,Service,White,Female,40,0
21,Other/Unknown,Assoc,Married,White-Collar,White,Male,40,0
21,Private,Prof-school,Single,Blue-Collar,White,Male,40,0
22,Private,Bachelors,Single,White-Collar,White,Female,40,0
29,Government,Assoc,Single,Professional,Other,Male,40,0
17,Government,Masters,Single,Blue-Collar,White,Male,40,0
29,Government,Assoc,Divorced,White-Collar,White,Male,40,0
29,Government,Assoc,Married,Blue-Collar,White,Male,40,0
17,Government,Assoc,Married,Professional,White,Male,40,0
41,Private,HS-grad,Married,Sales,White,Male,50,0
41,Self-Employed,HS-grad,Married,White-Collar,White,Male,50,0
41,Private,HS-grad,Divorced,Blue-Collar,White,Female,50,0
41,Private,Assoc,Married,Blue-Collar,Other,Male,50,0
41,Private,Some-college,Married,Blue-Collar,Other,Male,50,0
34,Private,Assoc,Divorced,White-Collar,White,Female,40,0
34,Private,Bachelors,Single,White-Collar,White,Female,40,0
34,Private,Bachelors,Divorced,Professional,White,Female,40,0
34,Private,Assoc,Divorced,Blue-Collar,White,Female,40,0
34,Private,Bachelors,Divorced,Sales,White,Female,40,0
35,Private,Assoc,Divorced,Blue-Collar,White,Female,40,0
35,Private,Bachelors,Divorced,Service,White,Female,40,0
35,Private,Bachelors,Divorced,Blue-Collar,White,Male,40,0
35,Private,Assoc,Divorced,White-Collar,White,Female,40,0
35,Private,Bachelors,Divorced,Sales,White,Female,40,0
33,Private,Assoc,Married,Blue-Collar,White,Male,40,0
33,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
33,Private,Assoc,Married,Service,White,Male,40,0
33,Government,Assoc,Married,Blue-Collar,White,Male,40,0
33,Self-Employed,Assoc,Married,Other/Unknown,White,Male,40,0
51,Self-Employed,HS-grad,Married,Sales,White,Male,60,0
51,Private,HS-grad,Married,Sales,White,Male,60,0
51,Government,Assoc,Married,Professional,White,Male,60,0
49,Private,Some-college,Married,Blue-Collar,Other,Male,60,0
51,Self-Employed,Bachelors,Married,Blue-Collar,White,Female,60,0
39,Private,Bachelors,Married,Blue-Collar,White,Male,50,0
38,Private,Assoc,Married,Blue-Collar,White,Male,50,0
39,Private,Assoc,Married,Blue-Collar,White,Male,49,0
39,Private,Some-college,Single,Blue-Collar,White,Male,50,0
39,Private,Some-college,Divorced,Blue-Collar,White,Male,50,0
20,Private,HS-grad,Married,Blue-Collar,White,Female,35,0
20,Private,School,Separated,Sales,White,Female,36,0
20,Private,Some-college,Single,Service,White,Male,36,0
20,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,36,0
20,Private,Some-college,Single,Sales,White,Male,36,0
46,Private,Assoc,Married,Service,White,Male,40,0
46,Private,Assoc,Married,Blue-Collar,White,Male,40,0
46,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
46,Private,Bachelors,Separated,Service,White,Female,40,0
46,Other/Unknown,Assoc,Divorced,Service,White,Male,40,0
34,Self-Employed,Some-college,Single,Sales,White,Male,75,0
32,Private,School,Married,Blue-Collar,White,Male,80,0
33,Private,Some-college,Single,Blue-Collar,White,Male,80,0
29,Self-Employed,School,Divorced,Blue-Collar,White,Male,80,0
28,Other/Unknown,Prof-school,Single,Professional,White,Male,80,0
37,Private,Bachelors,Single,White-Collar,White,Female,40,0
37,Private,School,Single,Blue-Collar,White,Female,40,0
37,Private,Bachelors,Single,White-Collar,Other,Female,40,0
37,Private,Assoc,Married,Blue-Collar,White,Male,40,0
37,Private,Masters,Married,Service,Other,Male,40,0
24,Private,HS-grad,Separated,Sales,White,Female,48,0
24,Private,Some-college,Divorced,Blue-Collar,White,Male,48,0
25,Private,HS-grad,Married,Sales,White,Male,48,0
26,Private,Bachelors,Single,Sales,White,Female,48,0
24,Private,HS-grad,Married,Sales,White,Male,49,0
65,Self-Employed,HS-grad,Married,Sales,White,Male,55,0
65,Private,HS-grad,Divorced,White-Collar,White,Female,59,0
63,Government,HS-grad,Married,White-Collar,White,Male,55,0
61,Self-Employed,HS-grad,Married,Sales,White,Male,55,0
65,Private,Assoc,Married,Blue-Collar,White,Male,60,0
43,Government,Bachelors,Divorced,Professional,White,Female,40,0
43,Other/Unknown,School,Divorced,Professional,White,Female,40,0
43,Government,Assoc,Married,Professional,White,Male,40,0
43,Government,Assoc,Married,Professional,Other,Female,40,0
43,Government,Assoc,Divorced,White-Collar,White,Female,40,0
31,Private,Assoc,Married,Blue-Collar,White,Male,40,0
31,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
31,Private,Assoc,Married,Blue-Collar,Other,Male,40,0
31,Government,Assoc,Married,Blue-Collar,White,Male,40,0
31,Private,Assoc,Married,Sales,White,Male,40,0
23,Private,Bachelors,Single,White-Collar,Other,Female,40,0
23,Private,Bachelors,Single,White-Collar,White,Female,40,0
23,Private,Bachelors,Single,Sales,White,Female,40,0
23,Private,Bachelors,Single,Blue-Collar,White,Female,40,0
17,Private,Doctorate,Single,Service,Other,Male,40,0
58,Private,School,Married,Blue-Collar,White,Male,40,0
58,Private,Assoc,Married,Blue-Collar,White,Male,40,0
58,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
58,Private,Assoc,Married,Blue-Collar,Other,Male,40,0
58,Government,HS-grad,Married,White-Collar,White,Male,40,0
25,Private,Masters,Single,Sales,White,Male,20,0
25,Private,Bachelors,Single,Sales,White,Female,20,0
25,Private,Bachelors,Single,White-Collar,White,Female,20,0
24,Private,Doctorate,Single,Professional,White,Male,20,0
24,Private,Some-college,Single,Professional,White,Male,20,0
59,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
59,Government,HS-grad,Married,Blue-Collar,White,Male,40,0
59,Private,School,Married,Blue-Collar,White,Male,40,0
59,Private,School,Married,Service,White,Male,40,0
59,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,0
31,Government,Bachelors,Single,Blue-Collar,White,Female,40,0
31,Government,Bachelors,Single,Sales,White,Female,40,0
17,Government,Prof-school,Single,Blue-Collar,White,Female,40,0
17,Government,HS-grad,Married,Blue-Collar,White,Female,40,0
17,Government,Bachelors,Single,Blue-Collar,White,Female,40,0
35,Private,Assoc,Married,Blue-Collar,White,Male,40,0
35,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
35,Private,Assoc,Married,Sales,White,Male,40,0
35,Private,Assoc,Married,Service,White,Male,40,0
35,Other/Unknown,Assoc,Married,White-Collar,White,Male,40,0
48,Government,School,Divorced,White-Collar,White,Male,40,0
48,Government,Assoc,Married,Blue-Collar,White,Male,40,0
19,Government,Bachelors,Divorced,Blue-Collar,White,Male,40,0
17,Government,Bachelors,Divorced,Blue-Collar,White,Male,40,0
17,Government,Assoc,Divorced,Blue-Collar,White,Male,40,0
21,Private,Some-college,Single,Blue-Collar,White,Male,40,0
21,Private,Assoc,Divorced,Blue-Collar,White,Female,40,0
22,Private,Assoc,Married,Blue-Collar,White,Male,40,0
17,Private,Masters,Single,Sales,White,Male,40,0
17,Private,Assoc,Divorced,Blue-Collar,White,Male,40,0
58,Private,School,Married,Blue-Collar,White,Male,40,0
58,Private,Assoc,Married,Blue-Collar,White,Male,40,0
58,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
58,Private,Bachelors,Divorced,Blue-Collar,White,Male,40,0
58,Private,Assoc,Married,Blue-Collar,Other,Male,40,0
52,Government,HS-grad,Married,Blue-Collar,White,Male,40,0
52,Private,Bachelors,Married,Service,Other,Female,40,0
52,Private,Assoc,Married,Service,White,Male,40,0
52,Private,Assoc,Married,Blue-Collar,White,Male,40,0
34,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
34,Private,Assoc,Married,Blue-Collar,White,Male,40,0
34,Government,Bachelors,Single,Blue-Collar,White,Female,40,0
34,Government,Assoc,Divorced,Professional,White,Male,40,0
60,Private,Assoc,Married,Service,White,Male,40,0
60,Government,HS-grad,Married,Service,Other,Male,40,0
60,Government,Doctorate,Divorced,Blue-Collar,White,Male,40,0
60,Private,School,Married,White-Collar,White,Male,40,0
60,Government,Some-college,Widowed,White-Collar,White,Female,40,0
31,Private,Assoc,Single,Service,Other,Female,40,0
31,Private,Bachelors,Married,Service,Other,Male,40,0
31,Private,Bachelors,Single,White-Collar,Other,Female,40,0
31,Private,Assoc,Married,Blue-Collar,Other,Male,40,0
31,Private,Assoc,Divorced,Service,White,Male,40,0
25,Government,Some-college,Single,Professional,White,Female,40,0
17,Government,Some-college,Single,Professional,White,Male,40,0
25,Private,Bachelors,Single,White-Collar,White,Female,40,0
25,Private,Assoc,Married,Blue-Collar,White,Male,40,0
25,Private,Assoc,Married,Sales,White,Male,40,0
26,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
26,Private,Assoc,Married,Blue-Collar,White,Male,40,0
17,Private,HS-grad,Married,Sales,White,Male,40,0
26,Private,Assoc,Divorced,Service,Other,Male,40,0
26,Private,Assoc,Divorced,Blue-Collar,White,Male,40,0
39,Self-Employed,HS-grad,Married,White-Collar,White,Male,60,0
39,Private,School,Married,Blue-Collar,White,Male,60,0
39,Private,Assoc,Married,Blue-Collar,White,Male,60,0
39,Government,Bachelors,Divorced,Blue-Collar,White,Male,60,0
39,Self-Employed,Bachelors,Divorced,Blue-Collar,Other,Male,60,0
25,Private,Some-college,Single,White-Collar,White,Male,40,0
25,Private,Assoc,Married,Blue-Collar,White,Male,40,0
25,Private,Assoc,Married,Sales,White,Male,40,0
25,Private,Bachelors,Single,White-Collar,White,Female,40,0
25,Private,Bachelors,Single,Sales,White,Female,40,0
35,Private,Bachelors,Single,White-Collar,White,Female,45,0
35,Private,Some-college,Single,Blue-Collar,White,Male,45,0
35,Private,Bachelors,Single,Sales,White,Female,45,0
35,Private,Assoc,Divorced,White-Collar,White,Male,45,0
35,Private,HS-grad,Married,White-Collar,White,Male,45,0
20,Private,HS-grad,Single,White-Collar,Other,Female,40,0
20,Private,Bachelors,Single,White-Collar,White,Female,40,0
20,Private,Some-college,Widowed,Other/Unknown,White,Female,40,0
20,Private,Some-college,Single,Service,White,Female,40,0
20,Private,Some-college,Single,White-Collar,White,Male,40,0
37,Private,HS-grad,Divorced,Service,White,Female,30,0
37,Private,Bachelors,Married,Service,Other,Female,30,0
36,Private,HS-grad,Divorced,Other/Unknown,Other,Female,30,0
36,Government,HS-grad,Divorced,Service,Other,Female,30,0
37,Private,Some-college,Divorced,Professional,White,Female,30,0
61,Private,HS-grad,Married,White-Collar,White,Male,50,0
59,Self-Employed,HS-grad,Married,White-Collar,White,Male,50,0
62,Private,Bachelors,Married,Blue-Collar,White,Male,50,0
60,Self-Employed,HS-grad,Married,Sales,White,Male,50,0
59,Private,Assoc,Married,Sales,White,Male,50,0
47,Private,Assoc,Married,Blue-Collar,White,Male,40,0
47,Government,HS-grad,Married,White-Collar,White,Male,40,0
47,Government,Assoc,Married,Blue-Collar,White,Male,40,0
47,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
47,Self-Employed,Bachelors,Single,Blue-Collar,White,Female,40,0
33,Private,Bachelors,Single,White-Collar,Other,Female,40,0
33,Private,Assoc,Single,Blue-Collar,Other,Female,40,0
33,Private,Assoc,Married,Blue-Collar,Other,Male,40,0
33,Private,Assoc,Divorced,Blue-Collar,Other,Male,40,0
33,Private,Assoc,Single,Service,Other,Female,40,0
18,Private,School,Married,Blue-Collar,White,Male,40,0
18,Private,Some-college,Single,White-Collar,White,Male,40,0
18,Private,School,Single,Professional,White,Female,40,0
18,Private,Assoc,Divorced,Blue-Collar,White,Male,40,0
18,Private,School,Single,Sales,White,Female,40,0
27,Private,Prof-school,Single,Blue-Collar,White,Female,40,0
27,Private,Bachelors,Single,Blue-Collar,White,Female,40,0
27,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
27,Private,Assoc,Married,Blue-Collar,White,Male,40,0
27,Private,Bachelors,Single,White-Collar,White,Female,40,0
45,Self-Employed,HS-grad,Married,White-Collar,White,Male,50,0
45,Self-Employed,Some-college,Divorced,Blue-Collar,White,Male,50,0
45,Self-Employed,HS-grad,Married,Sales,White,Female,50,0
45,Private,School,Married,Blue-Collar,White,Male,50,0
45,Private,HS-grad,Married,Sales,White,Male,50,0
53,Private,Bachelors,Single,White-Collar,White,Female,40,0
53,Private,Some-college,Divorced,Professional,White,Female,40,0
53,Private,Bachelors,Divorced,Service,White,Female,40,0
52,Private,Bachelors,Divorced,Professional,White,Female,40,0
17,Private,Bachelors,Divorced,Professional,White,Female,40,0
36,Private,HS-grad,Divorced,Blue-Collar,White,Female,38,0
36,Private,Assoc,Single,Professional,Other,Female,38,0
36,Private,Some-college,Single,White-Collar,Other,Female,38,0
36,Private,Some-college,Single,Blue-Collar,White,Male,38,0
36,Private,Bachelors,Divorced,Service,White,Female,38,0
33,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
