employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state,loan_status
10.0,7.0,261274.1,D,13.7,debt,MORTGAGE,NJ,0.997
1.0,6.0,42317.6,B,9.2,debt,MORTGAGE,AK,0.96
4.0,19.0,120991.9,A,26.9,purchase,RENT,NJ,0.956
0.0,2.0,70295.2,A,3.0,purchase,RENT,NJ,0.936
2.0,9.0,4080.0,A,13.6,purchase,RENT,NJ,0.947
1.0,6.0,252625.1,A,9.9,purchase,RENT,NJ,0.942
1.0,2.0,39530.2,C,3.0,debt,RENT,AK,0.757
0.0,15.0,4080.0,C,13.1,debt,RENT,NY,0.783
4.0,26.0,57551.4,C,26.2,debt,RENT,NY,0.82
1.0,15.0,76430.0,A,12.3,educational,MORTGAGE,NY,0.997
1.0,16.0,296334.6,C,13.4,debt,RENT,NY,0.789
2.0,3.0,46769.9,A,13.4,debt,MORTGAGE,CO,0.962
3.0,16.0,4080.0,B,12.0,purchase,RENT,AK,0.84
0.0,12.0,105092.2,B,3.0,purchase,RENT,CO,0.803
5.0,27.0,27820.5,B,26.8,purchase,RENT,CO,0.888
2.0,16.0,351949.8,B,13.0,purchase,RENT,CO,0.839
1.0,2.0,108509.5,E,12.9,debt,MORTGAGE,CA,0.988
6.0,17.0,88583.3,E,13.9,educational,OTHER,CA,0.988
9.0,28.0,118140.0,E,26.8,debt,MORTGAGE,CA,0.993
6.0,16.0,4080.0,E,3.0,debt,MORTGAGE,CA,0.99
6.0,17.0,257526.4,E,11.8,debt,MORTGAGE,CA,0.991
2.0,10.0,33984.7,A,10.9,educational,MORTGAGE,AK,0.996
3.0,16.0,4080.0,C,16.5,debt,RENT,VA,0.841
0.0,2.0,52698.2,C,3.0,debt,RENT,VA,0.802
5.0,23.0,81908.6,C,25.3,debt,RENT,VA,0.857
2.0,12.0,232973.8,C,8.7,debt,RENT,VA,0.828
2.0,7.0,97918.2,A,9.3,debt,OTHER,MA,0.746
10.0,8.0,4080.0,B,10.4,small_business,MORTGAGE,MA,0.993
10.0,19.0,81468.3,B,25.1,small_business,MORTGAGE,MA,0.994
10.0,2.0,125319.5,B,3.0,small_business,MORTGAGE,MA,0.992
10.0,7.0,287694.5,B,9.4,small_business,MORTGAGE,MA,0.993
1.0,6.0,34335.0,B,9.3,debt,MORTGAGE,AK,0.96
3.0,12.0,4080.0,A,4.7,purchase,RENT,KY,0.833
5.0,23.0,30661.7,A,26.3,purchase,RENT,KY,0.871
0.0,2.0,72783.6,A,3.0,purchase,RENT,KY,0.803
1.0,6.0,239716.5,A,5.1,purchase,RENT,KY,0.815
1.0,2.0,81848.4,C,3.0,purchase,RENT,AK,0.825
8.0,6.0,33786.7,A,21.0,debt,MORTGAGE,VA,0.974
0.0,9.0,4080.0,C,25.8,purchase,RENT,VA,0.877
1.0,23.0,38023.0,C,43.7,purchase,RENT,VA,0.894
1.0,8.0,208031.6,C,23.8,purchase,RENT,VA,0.878
1.0,2.0,141397.3,A,3.1,educational,OTHER,WA,0.933
1.0,11.0,4080.0,E,13.8,debt,MORTGAGE,WA,0.984
4.0,21.0,98887.1,E,26.9,debt,MORTGAGE,WA,0.988
0.0,5.0,92051.8,E,7.0,debt,MORTGAGE,WA,0.982
1.0,10.0,269863.8,E,12.4,debt,MORTGAGE,WA,0.984
0.0,2.0,136902.8,A,10.8,debt,MORTGAGE,VA,0.956
3.0,16.0,4080.0,A,10.8,debt,MORTGAGE,VA,0.965
6.0,27.0,83751.9,A,25.0,debt,MORTGAGE,VA,0.976
2.0,11.0,100234.9,A,3.0,debt,MORTGAGE,VA,0.959
3.0,16.0,323727.7,A,11.2,debt,MORTGAGE,VA,0.965
1.0,2.0,133161.0,E,3.0,purchase,MORTGAGE,SC,0.975
6.0,15.0,4080.0,E,17.3,purchase,MORTGAGE,SC,0.983
9.0,25.0,118574.8,E,30.2,purchase,MORTGAGE,SC,0.986
5.0,8.0,118489.0,E,8.9,purchase,MORTGAGE,SC,0.98
6.0,14.0,249006.6,E,16.4,purchase,MORTGAGE,SC,0.982
1.0,5.0,338690.9,C,7.2,purchase,RENT,MA,0.891
3.0,17.0,208565.2,C,21.2,purchase,RENT,MA,0.906
3.0,23.0,334179.2,C,29.3,purchase,RENT,MA,0.911
10.0,16.0,350907.9,C,20.1,debt,MORTGAGE,MA,0.988
3.0,15.0,527967.7,C,18.6,purchase,RENT,MA,0.903
1.0,14.0,14148.4,A,7.8,debt,MORTGAGE,AK,0.964
1.0,15.0,4080.0,B,9.8,purchase,RENT,WI,0.799
0.0,2.0,130383.8,B,3.0,purchase,RENT,WI,0.759
4.0,28.0,71113.5,B,25.3,purchase,RENT,WI,0.856
1.0,14.0,259601.2,B,6.4,purchase,RENT,WI,0.789
4.0,7.0,144036.7,A,14.5,debt,OTHER,UT,0.676
10.0,8.0,4080.0,A,15.4,purchase,MORTGAGE,UT,0.986
10.0,20.0,91780.6,A,30.9,purchase,MORTGAGE,UT,0.988
10.0,2.0,165479.9,A,3.0,purchase,MORTGAGE,UT,0.984
10.0,7.0,326557.6,A,13.9,purchase,MORTGAGE,UT,0.985
0.0,2.0,69555.9,C,3.3,debt,MORTGAGE,TX,0.979
5.0,10.0,4080.0,C,20.9,debt,MORTGAGE,TX,0.987
4.0,5.0,130815.7,C,14.0,debt,MORTGAGE,TX,0.985
8.0,22.0,85729.6,C,36.5,debt,MORTGAGE,TX,0.99
5.0,10.0,280293.5,C,21.6,debt,MORTGAGE,TX,0.987
0.0,14.0,58163.6,D,4.8,purchase,RENT,CA,0.89
6.0,17.0,4080.0,D,3.0,purchase,RENT,CA,0.92
8.0,28.0,99884.1,D,23.4,purchase,RENT,CA,0.943
5.0,2.0,64330.0,D,9.8,purchase,RENT,CA,0.916
5.0,14.0,294066.5,D,4.9,purchase,RENT,CA,0.915
2.0,2.0,81641.9,A,12.0,debt,MORTGAGE,TX,0.976
2.0,15.0,4080.0,E,12.5,purchase,RENT,AK,0.934
0.0,10.0,53526.6,E,3.0,purchase,RENT,TX,0.941
5.0,25.0,89414.9,E,27.0,purchase,RENT,TX,0.961
2.0,12.0,233856.6,E,14.1,purchase,RENT,TX,0.95
1.0,5.0,153017.5,A,10.2,educational,MORTGAGE,CA,0.996
0.0,4.0,4080.0,C,3.0,debt,RENT,CA,0.774
1.0,16.0,127473.2,C,26.6,debt,RENT,CA,0.839
10.0,2.0,101658.3,C,11.6,debt,RENT,CA,0.85
1.0,4.0,281145.6,C,8.8,debt,RENT,CA,0.792
1.0,3.0,128771.4,C,4.2,small_business,MORTGAGE,NJ,0.995
0.0,9.0,4080.0,C,25.9,small_business,MORTGAGE,NJ,0.996
4.0,22.0,72655.2,C,42.4,small_business,MORTGAGE,NJ,0.997
1.0,10.0,117041.1,A,26.6,debt,OTHER,NJ,0.902
1.0,11.0,297825.9,C,27.8,small_business,MORTGAGE,NJ,0.996
6.0,5.0,81422.4,A,7.0,debt,MORTGAGE,RI,0.959
10.0,16.0,4080.0,A,26.2,educational,OTHER,RI,0.963
10.0,28.0,70076.8,A,42.1,debt,MORTGAGE,RI,0.976
10.0,13.0,128930.3,A,22.8,debt,MORTGAGE,RI,0.972
10.0,17.0,322990.3,A,27.4,debt,MORTGAGE,RI,0.972
1.0,7.0,73796.8,A,6.1,educational,MORTGAGE,MI,0.998
2.0,11.0,4080.0,E,21.0,debt,RENT,AK,0.9
4.0,18.0,61111.1,E,35.8,debt,RENT,MI,0.953
0.0,2.0,162619.3,E,18.4,debt,RENT,MI,0.935
1.0,7.0,306830.4,E,20.9,debt,RENT,MI,0.939
1.0,2.0,100677.6,A,3.3,educational,OTHER,MD,0.949
1.0,9.0,4080.0,E,12.5,debt,MORTGAGE,MD,0.987
4.0,20.0,77370.2,E,26.8,debt,MORTGAGE,MD,0.99
0.0,4.0,158092.0,E,6.3,debt,MORTGAGE,MD,0.985
1.0,11.0,297743.6,E,14.3,debt,MORTGAGE,MD,0.987
2.0,5.0,86801.0,E,3.0,purchase,OTHER,NC,0.88
1.0,8.0,4080.0,D,11.2,educational,MORTGAGE,NJ,1.0
10.0,2.0,17143.1,C,11.9,debt,RENT,AR,0.972
2.0,18.0,26903.6,C,27.1,debt,RENT,NC,0.812
2.0,6.0,152868.7,C,9.0,debt,RENT,NC,0.761
10.0,5.0,144114.0,D,3.0,purchase,RENT,FL,0.823
3.0,5.0,156689.8,B,16.6,debt,MORTGAGE,FL,0.92
10.0,16.0,119088.5,B,30.8,purchase,RENT,FL,0.748
10.0,2.0,4080.0,B,16.3,purchase,RENT,OR,0.927
10.0,5.0,360147.5,B,16.5,purchase,RENT,FL,0.704
1.0,4.0,79219.8,B,5.7,debt,MORTGAGE,OH,0.974
5.0,12.0,35233.0,B,13.1,educational,OTHER,AK,0.971
10.0,14.0,4080.0,B,15.1,debt,MORTGAGE,OH,0.988
5.0,27.0,70508.7,B,32.2,debt,MORTGAGE,OH,0.987
5.0,12.0,200046.0,B,13.6,debt,MORTGAGE,OH,0.984
2.0,6.0,48367.5,B,14.9,purchase,RENT,MA,0.903
2.0,15.0,46449.4,A,37.7,debt,MORTGAGE,AK,0.978
0.0,16.0,4080.0,B,39.4,purchase,RENT,MA,0.912
5.0,30.0,25775.0,B,53.6,purchase,RENT,MA,0.936
2.0,14.0,224608.6,B,36.0,purchase,RENT,MA,0.916
0.0,7.0,110958.6,E,3.7,small_business,MORTGAGE,PA,0.988
6.0,8.0,4080.0,E,18.6,small_business,MORTGAGE,PA,0.992
9.0,18.0,81368.9,E,32.6,small_business,MORTGAGE,PA,0.994
4.0,2.0,130519.2,E,10.3,small_business,MORTGAGE,PA,0.99
6.0,7.0,335051.6,E,18.2,small_business,MORTGAGE,PA,0.991
0.0,8.0,69517.2,E,5.5,debt,MORTGAGE,NJ,0.996
3.0,2.0,4080.0,B,3.0,small_business,RENT,CA,0.769
8.0,8.0,54820.7,B,28.9,debt,RENT,CA,0.834
3.0,30.0,57246.3,B,4.4,debt,RENT,CA,0.759
3.0,8.0,200860.1,B,5.7,educational,RENT,CA,0.957
2.0,3.0,50831.0,B,8.9,purchase,MORTGAGE,MI,0.991
6.0,10.0,4080.0,B,32.8,purchase,MORTGAGE,MI,0.995
5.0,5.0,113170.3,B,25.4,purchase,MORTGAGE,MI,0.994
9.0,22.0,62274.8,B,47.9,purchase,MORTGAGE,MI,0.996
6.0,10.0,298976.4,B,32.8,purchase,MORTGAGE,MI,0.995
1.0,4.0,102054.7,F,6.2,debt,MORTGAGE,PA,0.96
3.0,13.0,4080.0,F,17.5,educational,OTHER,PA,0.956
3.0,24.0,71940.2,F,32.1,debt,MORTGAGE,PA,0.971
10.0,10.0,67279.4,F,25.2,debt,MORTGAGE,PA,0.977
3.0,14.0,311475.3,F,18.0,debt,MORTGAGE,PA,0.967
2.0,2.0,46778.9,A,6.7,educational,MORTGAGE,AK,0.996
7.0,2.0,80013.3,B,31.6,debt,RENT,MO,0.887
0.0,2.0,4080.0,B,3.0,debt,RENT,MO,0.768
2.0,2.0,267039.6,B,5.3,debt,RENT,MO,0.798
2.0,26.0,150609.9,B,6.1,debt,RENT,MO,0.833
0.0,4.0,70392.9,F,11.4,debt,RENT,CA,0.727
5.0,18.0,86992.8,A,12.7,debt,RENT,AK,0.817
4.0,22.0,4080.0,F,3.0,debt,RENT,CA,0.774
7.0,32.0,76505.2,F,28.1,debt,RENT,CA,0.853
4.0,20.0,238537.7,F,11.1,debt,RENT,CA,0.79
6.0,7.0,83619.9,B,6.5,educational,MORTGAGE,AK,0.997
6.0,8.0,4080.0,A,6.8,debt,RENT,NY,0.821
9.0,18.0,71943.4,A,20.8,debt,RENT,NY,0.851
0.0,2.0,157704.7,A,3.0,debt,RENT,NY,0.77
6.0,7.0,271259.5,A,6.5,debt,RENT,NY,0.82
6.0,5.0,74089.7,B,6.4,debt,RENT,CA,0.759
10.0,17.0,4080.0,B,25.5,debt,RENT,CA,0.85
10.0,10.0,139220.6,B,17.1,debt,RENT,CA,0.828
10.0,31.0,41920.3,B,43.9,debt,RENT,CA,0.888
10.0,18.0,265346.9,B,26.8,debt,RENT,CA,0.851
0.0,8.0,48192.6,A,11.1,debt,OTHER,AK,0.719
6.0,10.0,4080.0,D,13.6,small_business,MORTGAGE,FL,0.974
5.0,2.0,85948.3,D,3.0,small_business,MORTGAGE,FL,0.969
9.0,20.0,39310.1,D,26.8,small_business,MORTGAGE,FL,0.98
6.0,8.0,324823.1,D,12.2,small_business,MORTGAGE,FL,0.973
1.0,9.0,117517.0,B,11.5,educational,OTHER,CA,0.962
3.0,10.0,4080.0,A,11.2,debt,MORTGAGE,CA,0.972
3.0,22.0,101389.9,A,26.7,debt,MORTGAGE,CA,0.975
10.0,2.0,140657.4,A,3.0,debt,MORTGAGE,CA,0.977
3.0,10.0,319989.1,A,12.9,debt,MORTGAGE,CA,0.972
0.0,5.0,72297.2,A,15.4,debt,MORTGAGE,PA,0.955
10.0,7.0,4080.0,C,16.6,purchase,RENT,AK,0.899
7.0,2.0,52367.5,C,3.0,purchase,RENT,PA,0.85
9.0,19.0,73203.0,C,33.4,purchase,RENT,PA,0.898
9.0,5.0,243320.4,C,15.2,purchase,RENT,PA,0.88
3.0,7.0,32590.8,B,12.2,educational,MORTGAGE,AK,0.996
4.0,10.0,4080.0,A,16.2,debt,OWN,NJ,0.925
0.0,2.0,61829.8,A,3.0,debt,OWN,NJ,0.902
6.0,21.0,60500.4,A,30.6,debt,OWN,NJ,0.939
3.0,7.0,210029.4,A,12.4,debt,OWN,NJ,0.919
0.0,7.0,100065.6,A,3.8,educational,MORTGAGE,MO,0.997
4.0,9.0,4080.0,B,20.0,debt,RENT,MO,0.858
3.0,2.0,65087.8,B,12.9,debt,RENT,MO,0.829
7.0,18.0,72127.8,B,34.0,debt,RENT,MO,0.895
4.0,7.0,225678.6,B,19.8,debt,RENT,MO,0.856
0.0,3.0,101451.5,D,3.8,purchase,OTHER,OR,0.867
3.0,6.0,4080.0,D,19.0,purchase,OTHER,OR,0.899
6.0,21.0,109487.6,D,36.0,purchase,OTHER,OR,0.924
3.0,9.0,156756.4,A,18.9,debt,MORTGAGE,OR,0.976
3.0,8.0,277266.4,D,18.3,purchase,OTHER,OR,0.898
2.0,13.0,87456.0,B,4.1,purchase,MORTGAGE,OR,0.988
2.0,14.0,4080.0,B,17.7,purchase,MORTGAGE,OR,0.99
5.0,25.0,45586.1,B,33.4,purchase,MORTGAGE,OR,0.992
0.0,2.0,114250.8,B,14.1,purchase,MORTGAGE,OR,0.987
2.0,12.0,269571.8,B,20.4,purchase,MORTGAGE,OR,0.99
0.0,10.0,69560.3,A,10.3,educational,MORTGAGE,MD,0.996
5.0,10.0,4080.0,B,12.9,debt,RENT,AK,0.773
10.0,2.0,47335.9,B,3.0,debt,RENT,MD,0.851
5.0,24.0,32015.5,B,27.7,debt,RENT,MD,0.853
5.0,9.0,219578.5,B,10.4,debt,RENT,MD,0.832
2.0,4.0,54627.2,E,3.0,purchase,MORTGAGE,AK,0.992
6.0,22.0,116357.2,E,11.5,purchase,MORTGAGE,GA,0.991
0.0,5.0,175058.1,E,38.2,purchase,MORTGAGE,GA,0.991
2.0,2.0,120000.1,A,10.3,debt,OTHER,GA,0.732
2.0,4.0,312097.1,E,11.4,purchase,MORTGAGE,GA,0.989
1.0,11.0,25870.2,A,9.7,debt,MORTGAGE,GA,0.955
10.0,11.0,4080.0,C,10.6,small_business,RENT,AK,0.87
10.0,2.0,99125.5,C,3.0,small_business,RENT,GA,0.865
10.0,25.0,14362.3,C,27.7,small_business,RENT,GA,0.887
10.0,10.0,264531.4,C,8.9,small_business,RENT,GA,0.869
1.0,14.0,23211.9,A,6.6,debt,MORTGAGE,TX,0.975
2.0,16.0,4080.0,C,9.6,purchase,RENT,AK,0.851
0.0,2.0,15087.3,C,3.0,purchase,RENT,TX,0.906
4.0,28.0,4080.0,C,24.7,purchase,RENT,TX,0.926
1.0,14.0,246292.5,C,6.6,purchase,RENT,TX,0.909
3.0,6.0,168723.5,B,7.5,debt,MORTGAGE,NY,0.981
7.0,13.0,4080.0,B,26.7,debt,MORTGAGE,NY,0.988
9.0,24.0,129185.7,B,40.8,debt,MORTGAGE,NY,0.991
7.0,12.0,109929.9,A,25.0,educational,OTHER,NY,0.975
7.0,11.0,279377.0,B,24.4,debt,MORTGAGE,NY,0.988
0.0,2.0,108391.5,B,5.5,debt,MORTGAGE,AK,0.952
4.0,12.0,4080.0,A,3.0,debt,MORTGAGE,TX,0.978
5.0,25.0,90602.4,A,21.9,debt,MORTGAGE,TX,0.982
0.0,14.0,70697.4,A,7.9,educational,OTHER,TX,0.967
2.0,12.0,242436.7,A,6.1,debt,MORTGAGE,TX,0.976
0.0,2.0,50267.4,B,16.2,educational,OTHER,FL,0.884
1.0,17.0,114900.5,B,13.1,debt,RENT,MN,0.854
1.0,4.0,60451.2,B,3.0,debt,RENT,OK,0.916
1.0,6.0,7547.6,B,38.1,debt,RENT,FL,0.59
10.0,12.0,22619.2,D,13.9,debt,RENT,FL,0.82
0.0,5.0,118614.7,C,6.5,debt,RENT,NY,0.775
0.0,16.0,96355.9,A,11.0,debt,RENT,AK,0.772
0.0,22.0,4080.0,C,18.5,debt,RENT,NY,0.79
0.0,34.0,64170.3,C,34.7,debt,RENT,NY,0.814
0.0,19.0,217801.7,C,14.8,debt,RENT,NY,0.785
0.0,8.0,34426.6,A,9.3,educational,MORTGAGE,NY,0.997
4.0,9.0,4080.0,B,14.2,debt,RENT,AK,0.762
10.0,2.0,109785.3,B,3.0,debt,RENT,NY,0.877
4.0,21.0,90422.7,B,27.6,debt,RENT,NY,0.88
4.0,8.0,261250.9,B,11.7,debt,RENT,NY,0.852
2.0,8.0,4080.0,A,9.3,educational,MORTGAGE,AL,0.997
3.0,11.0,79164.1,C,12.2,debt,RENT,AK,0.804
0.0,2.0,4080.0,C,3.0,debt,RENT,AL,0.767
5.0,22.0,4080.0,C,26.4,debt,RENT,AL,0.848
2.0,8.0,240740.1,C,7.6,debt,RENT,AL,0.798
5.0,3.0,115121.1,B,4.6,debt,MORTGAGE,WI,0.959
10.0,13.0,101368.9,A,20.2,educational,OTHER,AK,0.975
10.0,14.0,4080.0,B,21.3,debt,MORTGAGE,WI,0.979
10.0,26.0,87632.6,B,37.3,debt,MORTGAGE,WI,0.983
10.0,14.0,299424.6,B,21.1,debt,MORTGAGE,WI,0.979
0.0,7.0,4080.0,B,9.9,debt,MORTGAGE,AK,0.958
10.0,9.0,4080.0,A,13.1,purchase,RENT,NY,0.894
5.0,2.0,4080.0,A,3.0,purchase,RENT,NY,0.865
9.0,21.0,70877.4,A,28.5,purchase,RENT,NY,0.903
9.0,7.0,165962.6,A,9.6,purchase,RENT,NY,0.886
0.0,10.0,4080.0,A,9.5,educational,MORTGAGE,VA,0.996
10.0,8.0,4080.0,D,12.4,debt,OWN,AK,0.911
10.0,2.0,29928.8,D,3.0,debt,OWN,VA,0.881
10.0,24.0,53022.8,D,27.7,debt,OWN,VA,0.917
10.0,11.0,220333.0,D,9.4,debt,OWN,VA,0.893
7.0,6.0,98255.1,D,8.6,debt,RENT,NY,0.92
10.0,20.0,4080.0,D,17.0,debt,RENT,NY,0.935
10.0,32.0,154350.4,D,33.6,debt,RENT,NY,0.943
10.0,21.0,84891.5,D,19.1,educational,MORTGAGE,AK,0.999
10.0,20.0,284430.3,D,17.6,debt,RENT,NY,0.935
1.0,5.0,65153.2,D,6.3,purchase,RENT,TX,0.931
1.0,20.0,4080.0,D,28.9,purchase,RENT,AK,0.927
0.0,14.0,119588.7,D,21.0,purchase,RENT,TX,0.935
4.0,30.0,47876.5,D,41.9,purchase,RENT,TX,0.954
1.0,19.0,285843.1,D,27.4,purchase,RENT,TX,0.941
1.0,9.0,154411.2,A,11.6,educational,MORTGAGE,AK,0.996
2.0,10.0,4080.0,C,14.3,debt,RENT,CA,0.817
4.0,20.0,77874.7,C,26.4,debt,RENT,CA,0.857
0.0,2.0,94761.2,C,3.0,debt,RENT,CA,0.77
1.0,11.0,376048.9,C,11.8,debt,RENT,CA,0.803
1.0,5.0,8942.7,A,8.8,educational,MORTGAGE,AK,0.996
6.0,25.0,47417.3,D,6.2,debt,RENT,DC,0.925
0.0,2.0,4080.0,D,3.0,debt,RENT,DC,0.885
1.0,5.0,59179.3,D,39.3,debt,RENT,DC,0.926
1.0,5.0,217350.1,D,5.8,debt,RENT,DC,0.898
2.0,7.0,59173.7,A,10.1,educational,OTHER,AK,0.963
3.0,10.0,4080.0,B,14.6,debt,MORTGAGE,AZ,0.98
0.0,2.0,39830.0,B,3.0,debt,MORTGAGE,AZ,0.972
5.0,20.0,38702.9,B,27.6,debt,MORTGAGE,AZ,0.984
2.0,7.0,311470.4,B,10.3,debt,MORTGAGE,AZ,0.977
0.0,4.0,4080.0,A,3.0,debt,MORTGAGE,AK,0.954
5.0,2.0,4080.0,A,18.7,debt,MORTGAGE,FL,0.919
6.0,5.0,34878.7,B,24.5,educational,OTHER,FL,0.925
9.0,16.0,16899.9,A,38.8,debt,MORTGAGE,FL,0.939
6.0,4.0,223722.9,A,23.0,debt,MORTGAGE,FL,0.923
0.0,3.0,126029.5,B,4.5,debt,MORTGAGE,CT,0.972
7.0,26.0,134365.7,B,32.8,debt,MORTGAGE,CT,0.988
3.0,11.0,4080.0,B,13.6,debt,MORTGAGE,CT,0.982
4.0,14.0,199561.1,B,18.0,debt,MORTGAGE,CT,0.985
3.0,10.0,360838.3,B,11.7,debt,MORTGAGE,CT,0.981
0.0,4.0,63812.8,B,6.2,purchase,RENT,NY,0.881
0.0,14.0,64111.1,A,19.8,purchase,RENT,AK,0.847
0.0,6.0,4080.0,B,27.1,purchase,RENT,NY,0.907
0.0,26.0,97747.9,B,41.0,purchase,RENT,NY,0.917
0.0,12.0,171002.6,B,23.0,purchase,RENT,NY,0.904
1.0,10.0,4080.0,B,10.6,educational,OTHER,VA,0.97
10.0,11.0,4080.0,A,12.4,debt,MORTGAGE,VA,0.975
6.0,2.0,85650.5,A,3.0,debt,MORTGAGE,VA,0.964
9.0,24.0,92227.7,A,28.7,debt,MORTGAGE,VA,0.979
9.0,10.0,221149.4,A,9.8,debt,MORTGAGE,VA,0.973
1.0,4.0,108208.2,B,13.7,educational,OTHER,FL,0.887
10.0,8.0,4080.0,A,15.8,debt,MORTGAGE,FL,0.931
6.0,2.0,76664.3,A,3.0,debt,MORTGAGE,FL,0.912
8.0,20.0,35751.7,A,31.5,debt,MORTGAGE,FL,0.934
8.0,6.0,216104.2,A,13.0,debt,MORTGAGE,FL,0.924
0.0,12.0,32178.8,A,9.8,educational,OTHER,TX,0.967
3.0,11.0,4080.0,C,13.5,debt,MORTGAGE,AK,0.974
10.0,2.0,48798.4,C,3.0,debt,MORTGAGE,TX,0.987
3.0,24.0,77793.7,C,26.5,debt,MORTGAGE,TX,0.986
3.0,13.0,218843.2,C,10.7,debt,MORTGAGE,TX,0.983
1.0,2.0,39617.4,E,3.0,purchase,RENT,CA,0.914
2.0,11.0,4080.0,A,12.7,debt,RENT,CA,0.766
0.0,7.0,72323.6,A,7.3,debt,MORTGAGE,AR,0.992
5.0,23.0,63944.5,A,28.6,debt,RENT,CA,0.815
1.0,8.0,270766.3,A,9.3,debt,RENT,CA,0.752
6.0,7.0,19330.4,E,11.2,small_business,MORTGAGE,KS,0.993
10.0,20.0,108991.2,E,28.6,small_business,MORTGAGE,KS,0.995
10.0,2.0,116525.5,E,3.0,small_business,MORTGAGE,KS,0.994
10.0,9.0,159751.5,A,13.6,small_business,MORTGAGE,AK,0.988
10.0,7.0,332633.1,E,11.6,small_business,MORTGAGE,KS,0.994
4.0,3.0,51978.0,A,3.9,debt,MORTGAGE,SC,0.908
10.0,13.0,82869.8,A,18.7,debt,MORTGAGE,AK,0.981
10.0,8.0,4080.0,A,12.5,debt,MORTGAGE,SC,0.937
10.0,24.0,74392.6,A,32.9,debt,MORTGAGE,SC,0.948
10.0,11.0,232154.7,A,16.0,debt,MORTGAGE,SC,0.939
0.0,8.0,22200.3,B,14.6,educational,MORTGAGE,TX,0.998
5.0,8.0,4080.0,A,13.9,debt,RENT,AK,0.81
10.0,2.0,52489.8,A,3.0,debt,RENT,TX,0.868
5.0,20.0,83434.8,A,30.1,debt,RENT,TX,0.864
5.0,8.0,275986.6,A,14.5,debt,RENT,TX,0.851
0.0,2.0,43886.3,C,3.3,debt,MORTGAGE,MA,0.977
4.0,14.0,4080.0,C,16.5,debt,MORTGAGE,MA,0.985
3.0,8.0,115277.7,C,9.5,debt,MORTGAGE,MA,0.982
7.0,25.0,85412.4,C,30.8,debt,MORTGAGE,MA,0.988
4.0,13.0,303157.7,C,16.1,debt,MORTGAGE,MA,0.984
0.0,9.0,42300.9,A,12.9,educational,MORTGAGE,NH,0.997
2.0,7.0,4080.0,C,12.2,debt,RENT,AK,0.796
10.0,2.0,48504.7,C,3.0,debt,RENT,NH,0.854
2.0,22.0,86695.0,C,28.4,debt,RENT,NH,0.854
2.0,9.0,240090.1,C,12.3,debt,RENT,NH,0.837
0.0,2.0,104267.7,A,3.0,debt,MORTGAGE,VA,0.952
9.0,2.0,59748.9,C,42.9,purchase,RENT,VA,0.914
2.0,2.0,4080.0,C,8.3,purchase,RENT,VA,0.869
4.0,2.0,60145.5,C,18.7,purchase,RENT,AK,0.87
3.0,4.0,278864.7,C,13.2,purchase,RENT,VA,0.875
0.0,2.0,103506.5,A,3.0,educational,OTHER,WI,0.927
4.0,13.0,4080.0,B,16.2,debt,MORTGAGE,AK,0.973
2.0,9.0,75145.1,B,11.0,debt,MORTGAGE,WI,0.958
