age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
39.0,Other/Unknown,Some-college,Married,Blue-Collar,White,Male,57.0,0.098
23.0,Private,School,Married,Blue-Collar,White,Male,23.0,0.267
72.0,Private,School,Married,Blue-Collar,White,Male,40.0,0.237
17.0,Private,Assoc,Divorced,Blue-Collar,Other,Male,41.0,0.134
24.0,Private,Doctorate,Married,White-Collar,White,Male,40.0,0.2
23.0,Private,School,Married,Blue-Collar,White,Male,57.0,0.282
46.0,Other/Unknown,HS-grad,Married,Sales,White,Male,39.0,0.153
47.0,Private,Assoc,Married,Sales,Other,Male,55.0,0.22
23.0,Private,HS-grad,Married,White-Collar,White,Male,54.0,0.327
90.0,Private,HS-grad,Married,Sales,White,Male,55.0,0.396
49.0,Other/Unknown,HS-grad,Married,Sales,White,Male,70.0,0.166
60.0,Government,Some-college,Married,Service,Other,Male,43.0,0.376
60.0,Private,Some-college,Divorced,Service,Other,Female,61.0,0.195
34.0,Other/Unknown,Some-college,Married,Service,White,Male,60.0,0.092
85.0,Government,Assoc,Married,White-Collar,Other,Male,58.0,0.155
62.0,Government,Some-college,Married,Service,Other,Male,72.0,0.388
45.0,Private,Doctorate,Divorced,Service,White,Female,35.0,0.201
17.0,Private,Assoc,Divorced,Service,White,Female,49.0,0.187
44.0,Other/Unknown,HS-grad,Divorced,Service,Other,Male,49.0,0.119
46.0,Other/Unknown,HS-grad,Married,White-Collar,White,Female,51.0,0.139
81.0,Private,School,Divorced,Service,White,Female,54.0,0.199
59.0,Government,Assoc,Married,Professional,White,Male,28.0,0.32
24.0,Other/Unknown,Bachelors,Married,Professional,White,Male,40.0,0.151
61.0,Government,Bachelors,Married,White-Collar,Other,Male,40.0,0.437
90.0,Government,School,Married,Professional,White,Male,41.0,0.302
60.0,Other/Unknown,Bachelors,Married,Professional,White,Male,55.0,0.154
37.0,Private,Masters,Single,White-Collar,White,Male,23.0,0.304
17.0,Other/Unknown,Masters,Single,Blue-Collar,White,Male,40.0,0.184
37.0,Other/Unknown,Masters,Single,White-Collar,Other,Female,40.0,0.077
37.0,Private,Assoc,Married,White-Collar,White,Male,40.0,0.115
65.0,Private,Masters,Single,White-Collar,White,Male,48.0,0.308
25.0,Private,Doctorate,Divorced,Service,White,Female,10.0,0.196
39.0,Private,Assoc,Divorced,Service,White,Female,35.0,0.173
40.0,Other/Unknown,HS-grad,Divorced,Service,Other,Male,21.0,0.107
35.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,22.0,0.115
84.0,Private,School,Divorced,Service,White,Female,23.0,0.192
37.0,Private,Assoc,Married,Service,White,Male,33.0,0.156
17.0,Other/Unknown,Assoc,Married,Service,Other,Female,49.0,0.038
22.0,Private,Assoc,Married,Service,White,Male,54.0,0.163
38.0,Private,School,Separated,White-Collar,White,Male,50.0,0.233
52.0,Private,Assoc,Married,Service,White,Male,69.0,0.163
37.0,Government,Some-college,Married,Service,White,Male,24.0,0.354
17.0,Other/Unknown,Some-college,Married,Service,White,Female,42.0,0.125
40.0,Private,School,Married,Service,White,Male,39.0,0.206
37.0,Government,Assoc,Separated,White-Collar,White,Male,40.0,0.176
82.0,Government,Some-college,Married,Service,White,Male,44.0,0.336
34.0,Private,Some-college,Married,Blue-Collar,White,Male,22.0,0.283
38.0,Other/Unknown,Some-college,Married,Blue-Collar,White,Male,39.0,0.09
17.0,Private,Some-college,Separated,White-Collar,White,Male,40.0,0.259
82.0,Private,Some-college,Married,Blue-Collar,White,Male,41.0,0.259
34.0,Private,Some-college,Married,Blue-Collar,White,Male,58.0,0.303
38.0,Private,Some-college,Single,White-Collar,White,Male,29.0,0.275
38.0,Other/Unknown,Some-college,Separated,Blue-Collar,White,Male,41.0,0.109
86.0,Private,Some-college,Single,Blue-Collar,White,Male,40.0,0.371
17.0,Private,Assoc,Single,Blue-Collar,White,Male,39.0,0.244
40.0,Private,Some-college,Single,Blue-Collar,White,Male,57.0,0.41
69.0,Private,School,Married,Blue-Collar,White,Male,26.0,0.232
68.0,Private,Assoc,Married,Service,White,Female,40.0,0.157
32.0,Other/Unknown,HS-grad,Married,Blue-Collar,White,Male,41.0,0.162
88.0,Private,HS-grad,Divorced,Blue-Collar,Other,Male,40.0,0.348
70.0,Private,HS-grad,Married,Blue-Collar,White,Male,53.0,0.344
52.0,Private,HS-grad,Divorced,White-Collar,White,Female,25.0,0.364
21.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,38.0,0.122
57.0,Private,Masters,Single,White-Collar,White,Female,39.0,0.318
52.0,Private,School,Divorced,Service,White,Female,41.0,0.2
58.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,55.0,0.136
60.0,Private,Masters,Single,Professional,White,Male,36.0,0.372
61.0,Other/Unknown,Masters,Separated,Professional,Other,Female,50.0,0.085
26.0,Private,Masters,Single,Service,White,Male,51.0,0.307
60.0,Private,Assoc,Widowed,Professional,White,Male,49.0,0.232
65.0,Other/Unknown,Masters,Single,Professional,White,Male,64.0,0.165
17.0,Private,School,Single,White-Collar,White,Female,1.0,0.238
80.0,Private,School,Single,White-Collar,White,Female,24.0,0.217
17.0,Private,School,Single,White-Collar,White,Female,17.0,0.244
17.0,Other/Unknown,School,Single,Service,Other,Male,24.0,0.053
17.0,Private,School,Single,White-Collar,White,Female,42.0,0.254
32.0,Private,Some-college,Married,Blue-Collar,White,Male,40.0,0.293
17.0,Private,Some-college,Married,Blue-Collar,White,Male,57.0,0.317
32.0,Other/Unknown,Some-college,Separated,Sales,White,Male,60.0,0.112
73.0,Private,Some-college,Married,Blue-Collar,White,Male,60.0,0.273
32.0,Private,Some-college,Married,Blue-Collar,White,Male,78.0,0.319
37.0,Private,Bachelors,Married,White-Collar,White,Male,43.0,0.306
37.0,Other/Unknown,Bachelors,Married,White-Collar,White,Female,60.0,0.146
17.0,Private,Assoc,Married,Blue-Collar,White,Male,65.0,0.179
38.0,Private,School,Divorced,White-Collar,Other,Male,60.0,0.257
90.0,Private,Bachelors,Married,White-Collar,White,Male,62.0,0.274
46.0,Government,Bachelors,Married,White-Collar,White,Male,24.0,0.39
20.0,Government,Assoc,Married,White-Collar,White,Female,41.0,0.215
45.0,Other/Unknown,Bachelors,Married,Sales,Other,Male,40.0,0.165
90.0,Government,Bachelors,Married,White-Collar,White,Male,38.0,0.363
46.0,Other/Unknown,Bachelors,Married,White-Collar,White,Male,55.0,0.087
46.0,Self-Employed,Some-college,Married,White-Collar,White,Male,23.0,0.291
17.0,Private,Some-college,Married,White-Collar,White,Male,39.0,0.224
46.0,Other/Unknown,Masters,Married,Blue-Collar,White,Male,40.0,0.096
90.0,Self-Employed,Some-college,Married,White-Collar,White,Male,41.0,0.264
47.0,Self-Employed,Some-college,Married,White-Collar,White,Male,56.0,0.317
32.0,Private,Some-college,Married,White-Collar,White,Male,38.0,0.211
32.0,Other/Unknown,Some-college,Divorced,Service,Other,Male,60.0,0.051
17.0,Private,Some-college,Married,White-Collar,White,Male,58.0,0.236
34.0,Self-Employed,Doctorate,Married,White-Collar,White,Female,62.0,0.302
52.0,Private,Some-college,Married,White-Collar,White,Male,74.0,0.218
48.0,Private,Some-college,Married,Blue-Collar,White,Male,57.0,0.291
48.0,Other/Unknown,Some-college,Married,Blue-Collar,White,Male,76.0,0.108
17.0,Private,Some-college,Married,Service,White,Male,74.0,0.294
85.0,Private,Assoc,Married,Blue-Collar,White,Male,75.0,0.152
46.0,Private,Some-college,Married,White-Collar,White,Male,93.0,0.236
36.0,Private,School,Married,Blue-Collar,White,Male,22.0,0.255
38.0,Private,Some-college,Divorced,White-Collar,Other,Male,40.0,0.209
17.0,Private,School,Married,Blue-Collar,White,Female,40.0,0.233
35.0,Other/Unknown,School,Single,Blue-Collar,White,Male,40.0,0.109
47.0,Private,School,Married,Blue-Collar,White,Male,54.0,0.268
43.0,Private,HS-grad,Married,Blue-Collar,White,Male,25.0,0.362
42.0,Private,Assoc,Married,Service,White,Male,41.0,0.157
18.0,Other/Unknown,HS-grad,Married,Blue-Collar,White,Female,39.0,0.184
74.0,Private,HS-grad,Divorced,Blue-Collar,Other,Male,40.0,0.373
45.0,Other/Unknown,HS-grad,Married,Blue-Collar,White,Male,54.0,0.176
33.0,Private,Some-college,Divorced,White-Collar,White,Female,23.0,0.245
38.0,Other/Unknown,Assoc,Divorced,White-Collar,White,Male,43.0,0.03
36.0,Private,Some-college,Divorced,White-Collar,Other,Female,42.0,0.196
38.0,Private,Doctorate,Married,Service,White,Female,43.0,0.243
51.0,Private,Some-college,Divorced,White-Collar,White,Female,58.0,0.267
29.0,Private,Some-college,Married,Blue-Collar,White,Male,22.0,0.286
17.0,Other/Unknown,Some-college,Married,Blue-Collar,White,Male,40.0,0.087
29.0,Private,Some-college,Separated,White-Collar,White,Male,40.0,0.25
71.0,Private,Some-college,Married,Blue-Collar,White,Male,40.0,0.266
29.0,Private,Some-college,Married,Blue-Collar,White,Male,58.0,0.307
63.0,Self-Employed,Some-college,Married,White-Collar,White,Male,34.0,0.283
17.0,Other/Unknown,Some-college,Married,Service,White,Male,48.0,0.092
75.0,Other/Unknown,Some-college,Married,Service,White,Male,44.0,0.088
89.0,Self-Employed,Assoc,Divorced,Service,Other,Male,48.0,0.118
63.0,Self-Employed,Some-college,Married,Service,White,Male,63.0,0.39
33.0,Private,Doctorate,Divorced,Service,White,Female,24.0,0.199
47.0,Private,Assoc,Divorced,Service,White,Female,38.0,0.167
42.0,Other/Unknown,HS-grad,Divorced,Service,Other,Male,40.0,0.115
41.0,Other/Unknown,HS-grad,Married,White-Collar,White,Female,41.0,0.133
64.0,Private,School,Divorced,Service,White,Female,52.0,0.201
39.0,Private,HS-grad,Divorced,Blue-Collar,White,Male,33.0,0.406
39.0,Other/Unknown,Assoc,Divorced,Blue-Collar,Other,Male,49.0,0.016
17.0,Private,Doctorate,Divorced,Blue-Collar,White,Male,51.0,0.266
40.0,Private,HS-grad,Married,White-Collar,White,Male,50.0,0.304
71.0,Other/Unknown,HS-grad,Divorced,Blue-Collar,White,Male,56.0,0.187
34.0,Private,Some-college,Divorced,Blue-Collar,White,Male,44.0,0.325
17.0,Other/Unknown,Some-college,Divorced,Blue-Collar,White,Male,61.0,0.097
34.0,Other/Unknown,Masters,Divorced,Blue-Collar,White,Female,59.0,0.086
68.0,Private,Some-college,Divorced,Blue-Collar,White,Male,60.0,0.304
35.0,Private,Assoc,Divorced,Blue-Collar,White,Male,76.0,0.196
34.0,Government,Assoc,Married,Professional,White,Male,28.0,0.36
35.0,Other/Unknown,Bachelors,Married,Professional,White,Female,39.0,0.214
66.0,Government,Doctorate,Married,White-Collar,White,Male,40.0,0.287
22.0,Other/Unknown,Bachelors,Divorced,Professional,Other,Male,41.0,0.095
33.0,Government,Assoc,Married,Professional,White,Male,54.0,0.34
21.0,Private,HS-grad,Single,White-Collar,White,Female,7.0,0.41
17.0,Private,Assoc,Single,White-Collar,White,Female,25.0,0.164
58.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,25.0,0.117
21.0,Private,School,Married,Service,Other,Female,25.0,0.237
21.0,Other/Unknown,HS-grad,Single,White-Collar,White,Female,39.0,0.216
59.0,Private,Assoc,Married,Professional,White,Male,26.0,0.178
40.0,Other/Unknown,HS-grad,Married,Professional,White,Female,40.0,0.202
60.0,Private,Some-college,Separated,Professional,White,Male,40.0,0.346
89.0,Private,HS-grad,Married,White-Collar,White,Male,39.0,0.247
61.0,Other/Unknown,HS-grad,Married,Professional,White,Male,55.0,0.19
42.0,Private,School,Married,Professional,White,Male,26.0,0.248
17.0,Other/Unknown,Masters,Married,Professional,White,Male,40.0,0.112
54.0,Private,Masters,Single,Professional,White,Female,39.0,0.34
42.0,Private,Assoc,Married,White-Collar,Other,Male,40.0,0.126
44.0,Private,Masters,Married,Professional,White,Male,56.0,0.338
51.0,Private,HS-grad,Married,White-Collar,White,Male,34.0,0.281
46.0,Other/Unknown,HS-grad,Separated,White-Collar,White,Male,50.0,0.12
36.0,Private,Assoc,Married,Blue-Collar,Other,Male,49.0,0.162
51.0,Private,School,Divorced,Service,White,Male,50.0,0.233
78.0,Private,HS-grad,Married,White-Collar,White,Male,58.0,0.268
20.0,Other/Unknown,Some-college,Married,Other/Unknown,Other,Female,1.0,0.077
17.0,Other/Unknown,Some-college,Single,Other/Unknown,Other,Female,16.0,0.197
20.0,Other/Unknown,Some-college,Single,White-Collar,White,Male,22.0,0.091
21.0,Other/Unknown,Assoc,Divorced,Professional,Other,Female,20.0,0.028
34.0,Other/Unknown,Some-college,Single,Other/Unknown,Other,Female,37.0,0.195
34.0,Private,Assoc,Married,White-Collar,White,Male,30.0,0.113
52.0,Other/Unknown,Assoc,Married,White-Collar,Other,Female,55.0,0.021
42.0,Private,Assoc,Married,White-Collar,White,Male,50.0,0.117
53.0,Private,Assoc,Divorced,Blue-Collar,White,Male,56.0,0.174
66.0,Private,Assoc,Married,White-Collar,White,Male,70.0,0.114
42.0,Self-Employed,Some-college,Married,White-Collar,Other,Male,46.0,0.34
44.0,Other/Unknown,Some-college,Married,Other/Unknown,Other,Female,60.0,0.108
41.0,Self-Employed,Assoc,Married,White-Collar,Other,Male,73.0,0.176
26.0,Self-Employed,School,Married,White-Collar,White,Male,61.0,0.282
79.0,Self-Employed,Some-college,Divorced,White-Collar,Other,Male,62.0,0.242
23.0,Private,HS-grad,Single,White-Collar,White,Female,24.0,0.416
17.0,Private,Assoc,Single,White-Collar,White,Male,41.0,0.168
69.0,Other/Unknown,HS-grad,Single,White-Collar,White,Female,40.0,0.23
23.0,Private,School,Married,Service,White,Female,41.0,0.191
23.0,Other/Unknown,HS-grad,Single,White-Collar,White,Female,53.0,0.229
29.0,Private,Assoc,Single,White-Collar,Other,Female,26.0,0.134
18.0,Other/Unknown,Bachelors,Single,White-Collar,White,Male,40.0,0.129
28.0,Private,Assoc,Married,Professional,Other,Female,40.0,0.171
81.0,Private,Bachelors,Single,White-Collar,Other,Female,40.0,0.418
33.0,Other/Unknown,Bachelors,Single,White-Collar,Other,Female,53.0,0.16
33.0,Private,Some-college,Married,White-Collar,Other,Female,22.0,0.241
37.0,Private,Some-college,Married,Service,White,Female,41.0,0.244
39.0,Other/Unknown,Some-college,Married,White-Collar,Other,Male,40.0,0.042
40.0,Private,Assoc,Separated,White-Collar,Other,Female,39.0,0.13
74.0,Private,Some-college,Married,White-Collar,Other,Female,48.0,0.265
44.0,Private,Some-college,Married,Sales,White,Male,41.0,0.296
54.0,Other/Unknown,Some-college,Married,Sales,White,Male,56.0,0.101
39.0,Other/Unknown,Some-college,Divorced,Professional,White,Male,60.0,0.128
90.0,Private,Some-college,Married,Sales,White,Male,61.0,0.269
43.0,Private,Some-college,Married,Sales,White,Male,75.0,0.318
51.0,Private,HS-grad,Married,White-Collar,White,Male,35.0,0.281
48.0,Private,Assoc,Married,Sales,Other,Male,48.0,0.213
21.0,Private,School,Married,Service,White,Male,48.0,0.213
90.0,Other/Unknown,HS-grad,Married,Sales,White,Male,48.0,0.155
49.0,Other/Unknown,HS-grad,Married,Sales,White,Male,62.0,0.163
30.0,Private,Assoc,Divorced,Blue-Collar,White,Male,38.0,0.202
30.0,Self-Employed,Assoc,Divorced,Blue-Collar,Other,Male,55.0,0.214
17.0,Private,Doctorate,Divorced,Blue-Collar,White,Female,57.0,0.213
30.0,Private,HS-grad,Married,White-Collar,White,Male,55.0,0.32
73.0,Other/Unknown,HS-grad,Divorced,Blue-Collar,White,Male,54.0,0.184
39.0,Other/Unknown,Masters,Married,Professional,White,Male,54.0,0.116
17.0,Private,Masters,Married,Professional,White,Male,71.0,0.334
38.0,Government,Masters,Divorced,White-Collar,Other,Male,73.0,0.446
39.0,Government,Assoc,Married,Blue-Collar,White,Male,72.0,0.258
62.0,Other/Unknown,Masters,Married,Professional,White,Male,83.0,0.113
17.0,Government,Masters,Married,Professional,White,Female,32.0,0.405
51.0,Other/Unknown,Masters,Married,Professional,Other,Male,39.0,0.09
50.0,Government,Assoc,Married,White-Collar,White,Female,40.0,0.205
78.0,Other/Unknown,Masters,Divorced,Professional,White,Female,40.0,0.112
50.0,Government,Masters,Married,Professional,White,Female,57.0,0.408
20.0,Private,Some-college,Single,White-Collar,White,Male,9.0,0.276
17.0,Other/Unknown,Some-college,Separated,Blue-Collar,White,Male,20.0,0.095
63.0,Private,Some-college,Single,Blue-Collar,White,Male,22.0,0.382
21.0,Private,Assoc,Single,Blue-Collar,Other,Female,20.0,0.15
20.0,Other/Unknown,Some-college,Single,Blue-Collar,White,Male,36.0,0.193
34.0,Private,Assoc,Married,White-Collar,White,Male,4.0,0.103
88.0,Private,Masters,Married,Service,White,Male,16.0,0.259
17.0,Private,Masters,Married,Service,White,Male,13.0,0.297
34.0,Other/Unknown,Masters,Separated,Service,Other,Male,15.0,0.063
33.0,Private,Masters,Married,Service,White,Male,32.0,0.302
28.0,Private,Some-college,Single,Blue-Collar,Other,Male,23.0,0.44
17.0,Private,Some-college,Married,Blue-Collar,Other,Female,41.0,0.286
27.0,Private,Assoc,Single,Blue-Collar,White,Male,40.0,0.237
28.0,Other/Unknown,Bachelors,Single,White-Collar,Other,Male,44.0,0.116
80.0,Private,Some-college,Single,Blue-Collar,Other,Male,41.0,0.368
34.0,Private,Bachelors,Married,White-Collar,White,Male,34.0,0.302
32.0,Private,Bachelors,Married,Service,White,Male,51.0,0.353
19.0,Other/Unknown,HS-grad,Married,White-Collar,White,Female,50.0,0.137
33.0,Private,Assoc,Divorced,White-Collar,Other,Male,54.0,0.106
90.0,Private,Bachelors,Married,White-Collar,White,Male,50.0,0.266
19.0,Private,School,Divorced,Service,White,Female,25.0,0.205
17.0,Private,Assoc,Single,Service,White,Female,36.0,0.222
19.0,Other/Unknown,HS-grad,Married,Service,Other,Male,40.0,0.166
23.0,Private,Some-college,Single,White-Collar,White,Female,40.0,0.3
37.0,Other/Unknown,HS-grad,Single,Service,White,Female,50.0,0.333
28.0,Private,Some-college,Divorced,Blue-Collar,White,Male,33.0,0.322
17.0,Other/Unknown,Some-college,Separated,Blue-Collar,White,Male,51.0,0.106
30.0,Other/Unknown,Masters,Divorced,Blue-Collar,White,Female,49.0,0.083
67.0,Private,Some-college,Divorced,White-Collar,White,Male,50.0,0.216
30.0,Private,Some-college,Divorced,Blue-Collar,White,Male,64.0,0.345
45.0,Private,Some-college,Separated,Sales,White,Male,38.0,0.36
45.0,Private,Assoc,Separated,Professional,White,Male,54.0,0.223
17.0,Other/Unknown,Some-college,Separated,Sales,White,Female,55.0,0.157
46.0,Private,Doctorate,Married,Sales,Other,Male,55.0,0.44
90.0,Private,Some-college,Separated,Sales,White,Male,59.0,0.326
22.0,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,6.0,0.31
17.0,Other/Unknown,Some-college,Separated,Other/Unknown,White,Female,20.0,0.133
23.0,Other/Unknown,Some-college,Married,Service,Other,Male,20.0,0.061
77.0,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,20.0,0.238
21.0,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,34.0,0.3
52.0,Government,Doctorate,Married,White-Collar,White,Male,23.0,0.28
52.0,Other/Unknown,Doctorate,Married,Sales,White,Female,40.0,0.13
17.0,Government,Doctorate,Divorced,White-Collar,White,Male,39.0,0.287
80.0,Government,Assoc,Married,White-Collar,Other,Male,39.0,0.147
53.0,Government,Doctorate,Married,White-Collar,White,Male,56.0,0.307
24.0,Private,Assoc,Married,White-Collar,White,Male,4.0,0.107
24.0,Other/Unknown,Assoc,Married,Service,Other,Female,20.0,0.031
17.0,Private,Assoc,Single,Service,White,Male,16.0,0.277
28.0,Private,Assoc,Married,Service,White,Male,26.0,0.156
42.0,Private,Assoc,Married,Service,White,Male,44.0,0.158
31.0,Other/Unknown,Bachelors,Married,Other/Unknown,White,Male,13.0,0.194
66.0,Other/Unknown,Bachelors,Separated,Other/Unknown,Other,Female,20.0,0.277
66.0,Private,School,Married,Blue-Collar,White,Male,20.0,0.232
90.0,Other/Unknown,Bachelors,Single,Other/Unknown,White,Male,19.0,0.295
66.0,Other/Unknown,Bachelors,Married,Other/Unknown,White,Male,37.0,0.193
42.0,Self-Employed,Some-college,Married,White-Collar,White,Male,38.0,0.307
17.0,Private,Some-college,Married,White-Collar,White,Male,56.0,0.235
41.0,Self-Employed,Some-college,Married,White-Collar,White,Male,70.0,0.333
41.0,Self-Employed,Assoc,Divorced,White-Collar,Other,Male,56.0,0.13
90.0,Self-Employed,Some-college,Married,White-Collar,White,Male,55.0,0.274
35.0,Government,Some-college,Divorced,White-Collar,White,Female,18.0,0.432
68.0,Government,Some-college,Divorced,White-Collar,Other,Female,36.0,0.337
26.0,Government,Some-college,Married,White-Collar,White,Male,35.0,0.305
32.0,Private,Assoc,Divorced,Blue-Collar,White,Female,32.0,0.141
33.0,Other/Unknown,Some-college,Divorced,White-Collar,White,Female,50.0,0.057
30.0,Private,HS-grad,Married,Blue-Collar,White,Male,34.0,0.376
30.0,Private,Assoc,Married,Blue-Collar,Other,Male,51.0,0.168
17.0,Other/Unknown,HS-grad,Married,Service,White,Male,50.0,0.192
81.0,Private,HS-grad,Married,White-Collar,White,Male,50.0,0.26
31.0,Other/Unknown,HS-grad,Married,Blue-Collar,White,Male,64.0,0.181
37.0,Self-Employed,HS-grad,Divorced,White-Collar,Other,Female,50.0,0.398
17.0,Self-Employed,Some-college,Divorced,White-Collar,Other,Female,71.0,0.235
40.0,Other/Unknown,HS-grad,Divorced,Professional,Other,Female,68.0,0.145
37.0,Other/Unknown,HS-grad,Married,White-Collar,White,Male,70.0,0.118
86.0,Self-Employed,Assoc,Divorced,White-Collar,Other,Female,73.0,0.098
30.0,Private,School,Married,Blue-Collar,White,Male,18.0,0.257
48.0,Other/Unknown,School,Married,Blue-Collar,Other,Male,32.0,0.05
47.0,Private,Assoc,Married,Blue-Collar,White,Female,32.0,0.154
50.0,Private,School,Separated,White-Collar,White,Male,31.0,0.218
61.0,Private,School,Married,Blue-Collar,White,Male,47.0,0.251
33.0,Private,School,Single,Service,White,Male,32.0,0.271
29.0,Private,Assoc,Widowed,Service,White,Male,48.0,0.196
25.0,Other/Unknown,HS-grad,Single,Service,Other,Female,45.0,0.214
33.0,Private,HS-grad,Married,White-Collar,White,Male,45.0,0.309
66.0,Other/Unknown,HS-grad,Single,Service,White,Male,50.0,0.266
37.0,Private,Assoc,Married,Professional,Other,Male,36.0,0.213
37.0,Other/Unknown,Bachelors,Married,Professional,White,Male,50.0,0.154
19.0,Private,Bachelors,Married,Service,Other,Male,56.0,0.385
37.0,Private,Assoc,Divorced,Professional,Other,Female,50.0,0.128
90.0,Other/Unknown,Bachelors,Married,Professional,Other,Male,49.0,0.127
26.0,Private,HS-grad,Divorced,White-Collar,White,Female,23.0,0.369
17.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,38.0,0.122
27.0,Private,Some-college,Divorced,White-Collar,Other,Male,41.0,0.221
28.0,Other/Unknown,HS-grad,Married,Blue-Collar,White,Female,42.0,0.191
37.0,Private,Assoc,Divorced,White-Collar,White,Female,53.0,0.118
27.0,Private,Masters,Single,Professional,White,Female,20.0,0.356
22.0,Other/Unknown,Masters,Single,Professional,Other,Female,35.0,0.117
17.0,Private,Assoc,Separated,Professional,White,Male,35.0,0.226
24.0,Private,School,Single,Service,White,Female,37.0,0.248
46.0,Private,Masters,Single,Professional,White,Female,48.0,0.336
24.0,Private,Some-college,Single,White-Collar,White,Male,26.0,0.282
26.0,Other/Unknown,Some-college,Single,Blue-Collar,Other,Female,38.0,0.105
17.0,Private,Some-college,Married,Service,White,Male,42.0,0.282
62.0,Private,Assoc,Single,Blue-Collar,White,Male,39.0,0.208
24.0,Other/Unknown,Some-college,Single,Blue-Collar,White,Male,54.0,0.181
22.0,Private,School,Single,Service,White,Male,25.0,0.271
17.0,Private,Some-college,Married,Service,White,Male,38.0,0.281
23.0,Other/Unknown,Some-college,Single,Professional,White,Female,41.0,0.279
23.0,Private,Assoc,Single,White-Collar,Other,Male,40.0,0.181
36.0,Private,Some-college,Single,Service,White,Male,52.0,0.353
42.0,Private,Doctorate,Single,Professional,White,Male,28.0,0.446
