employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state,loan_status
10,19,57059.7,A,4.1,debt,MORTGAGE,VA,0.402
10,31,4080.0,A,13.8,debt,MORTGAGE,VA,0.408
10,20,234312.4,A,14.5,debt,MORTGAGE,VA,0.405
10,44,72126.8,A,29.6,purchase,MORTGAGE,VA,0.364
10,20,49508.8,A,57.1,purchase,MORTGAGE,VA,0.389
10,19,4080.0,A,9.9,debt,MORTGAGE,VA,0.403
10,4,58068.4,B,13.6,purchase,MORTGAGE,VA,0.417
10,4,111042.3,A,57.1,debt,MORTGAGE,VA,0.433
10,44,57213.7,A,9.4,purchase,MORTGAGE,VA,0.366
10,38,4080.0,A,48.4,purchase,MORTGAGE,VT,0.383
10,10,4080.0,A,12.8,debt,MORTGAGE,VA,0.401
10,16,159184.7,A,21.2,debt,MORTGAGE,VA,0.404
10,10,73210.4,A,48.5,debt,MORTGAGE,VA,0.423
10,39,73012.7,A,54.0,purchase,MORTGAGE,VT,0.382
10,34,7411.4,A,11.2,debt,MORTGAGE,VA,0.409
10,9,4080.0,A,13.8,debt,MORTGAGE,VA,0.402
10,18,152251.4,A,14.8,debt,MORTGAGE,VA,0.403
10,25,18193.2,A,36.4,debt,MORTGAGE,VA,0.409
10,44,34780.8,A,12.8,purchase,MORTGAGE,VA,0.365
10,9,72303.7,A,57.1,debt,MORTGAGE,VA,0.431
0,9,38573.7,A,32.0,purchase,RENT,VT,0.394
0,8,414425.9,A,53.8,purchase,RENT,VT,0.372
0,9,169856.4,A,57.1,purchase,RENT,VT,0.371
0,27,67579.6,A,57.1,purchase,RENT,VT,0.374
0,2,4080.0,A,57.1,purchase,RENT,VT,0.373
0,8,91516.6,A,30.4,purchase,RENT,VT,0.395
0,10,348723.7,A,57.1,purchase,RENT,VT,0.37
0,10,4080.0,A,57.1,purchase,RENT,VT,0.373
0,30,79664.4,A,57.1,purchase,RENT,VT,0.375
0,2,147851.0,A,57.1,purchase,RENT,VT,0.371
0,6,19748.2,A,31.6,purchase,RENT,VT,0.395
0,11,318300.5,A,46.6,purchase,RENT,VT,0.379
0,11,86218.7,A,54.3,purchase,RENT,VT,0.375
0,26,4080.0,A,57.1,purchase,RENT,VT,0.374
0,2,194399.2,A,57.1,purchase,RENT,VT,0.371
0,11,49635.1,B,11.4,purchase,MORTGAGE,VT,0.401
10,24,4080.0,A,10.4,debt,MORTGAGE,VA,0.405
10,44,72012.4,A,27.2,purchase,MORTGAGE,VA,0.363
10,7,132042.5,A,17.9,debt,MORTGAGE,VA,0.405
10,7,68473.5,A,57.1,debt,MORTGAGE,VA,0.432
10,11,4080.0,A,14.2,debt,MORTGAGE,VA,0.401
10,26,137271.2,A,5.4,debt,MORTGAGE,VA,0.406
10,12,70106.0,A,57.1,debt,MORTGAGE,VA,0.43
10,44,59272.6,A,22.3,purchase,MORTGAGE,VA,0.363
10,11,182050.6,A,35.0,debt,MORTGAGE,VA,0.412
10,9,69936.6,A,22.1,debt,MORTGAGE,VA,0.406
10,16,225922.0,A,23.8,debt,MORTGAGE,VA,0.405
10,21,4080.0,A,39.0,debt,MORTGAGE,VA,0.412
10,44,109761.7,A,23.9,purchase,MORTGAGE,VA,0.364
10,8,79894.0,A,57.1,debt,MORTGAGE,VA,0.431
0,8,91516.6,A,30.4,purchase,RENT,VT,0.395
0,10,348723.7,A,57.1,purchase,RENT,VT,0.37
0,10,4080.0,A,57.1,purchase,RENT,VT,0.373
0,30,79664.4,A,57.1,purchase,RENT,VT,0.375
0,2,147851.0,A,57.1,purchase,RENT,VT,0.371
10,8,114465.2,B,17.2,purchase,MORTGAGE,VA,0.418
10,20,4080.0,A,17.8,debt,MORTGAGE,VA,0.404
10,14,201723.6,A,28.3,debt,MORTGAGE,VA,0.408
10,9,10072.9,A,57.1,debt,MORTGAGE,VA,0.431
10,44,88020.2,A,28.6,purchase,MORTGAGE,VA,0.364
10,12,4080.0,A,11.5,debt,MORTGAGE,VA,0.4
10,7,42977.4,B,10.5,purchase,MORTGAGE,VA,0.415
10,17,155076.7,A,27.7,debt,MORTGAGE,VA,0.406
10,44,107672.0,A,9.3,purchase,MORTGAGE,VA,0.367
10,7,8143.5,A,57.1,debt,MORTGAGE,VA,0.432
10,11,123687.6,A,18.1,debt,MORTGAGE,VA,0.404
10,16,4080.0,A,33.8,debt,MORTGAGE,VA,0.409
10,15,279750.4,A,25.0,debt,MORTGAGE,VA,0.406
10,44,138122.5,A,23.4,purchase,MORTGAGE,VA,0.364
10,11,164723.0,A,57.1,debt,MORTGAGE,VA,0.43
10,16,149271.2,B,22.1,purchase,MORTGAGE,VA,0.418
10,18,4080.0,A,19.5,debt,MORTGAGE,VA,0.403
10,37,14538.1,A,57.1,purchase,MORTGAGE,VT,0.38
10,44,8235.1,A,22.1,purchase,MORTGAGE,VA,0.363
10,16,74777.4,A,52.5,debt,MORTGAGE,VA,0.425
0,31,71994.3,A,28.8,purchase,MORTGAGE,VT,0.369
0,44,135568.7,A,57.1,purchase,MORTGAGE,VT,0.351
0,9,115323.1,A,57.1,purchase,MORTGAGE,VT,0.369
0,12,211178.3,B,20.7,purchase,MORTGAGE,VT,0.4
10,44,118028.6,A,21.2,purchase,MORTGAGE,VA,0.364
0,4,150827.6,B,19.0,purchase,MORTGAGE,VT,0.398
10,21,140834.2,A,18.6,debt,MORTGAGE,VA,0.405
10,44,104229.4,A,27.5,purchase,MORTGAGE,VA,0.364
10,8,4080.0,A,34.8,debt,MORTGAGE,VA,0.412
10,3,118015.7,A,57.1,debt,MORTGAGE,VA,0.434
10,12,4080.0,A,28.6,debt,MORTGAGE,VA,0.407
10,11,158888.5,A,34.8,purchase,MORTGAGE,VT,0.399
10,26,62600.8,A,49.7,purchase,MORTGAGE,VT,0.381
10,39,117234.7,A,28.3,purchase,MORTGAGE,VA,0.365
10,44,4080.0,A,57.1,purchase,MORTGAGE,VT,0.384
10,9,4080.0,A,13.8,debt,MORTGAGE,VA,0.402
10,18,152251.4,A,14.8,debt,MORTGAGE,VA,0.403
10,25,18193.2,A,36.4,debt,MORTGAGE,VA,0.409
10,44,34780.8,A,12.8,purchase,MORTGAGE,VA,0.365
10,9,72303.7,A,57.1,debt,MORTGAGE,VA,0.431
0,7,4080.0,B,15.9,purchase,MORTGAGE,VT,0.397
10,4,35431.7,A,57.1,purchase,MORTGAGE,VA,0.406
10,21,54105.0,A,14.8,debt,MORTGAGE,VA,0.404
10,44,60652.1,A,29.0,purchase,MORTGAGE,VA,0.363
10,4,103564.9,B,21.2,purchase,MORTGAGE,VA,0.42
10,7,125707.7,B,14.3,purchase,MORTGAGE,VA,0.417
10,15,4080.0,A,19.4,purchase,MORTGAGE,VA,0.387
10,35,106074.3,A,57.1,purchase,MORTGAGE,VT,0.379
10,44,121225.4,A,14.5,purchase,MORTGAGE,VA,0.365
10,6,129778.9,A,49.8,debt,MORTGAGE,VA,0.425
10,9,40054.6,B,22.4,purchase,MORTGAGE,VA,0.419
10,33,4080.0,A,17.7,purchase,MORTGAGE,VA,0.375
10,19,159046.4,A,19.5,debt,MORTGAGE,VA,0.404
10,44,56989.8,A,35.1,purchase,MORTGAGE,VA,0.363
10,19,37099.6,A,57.1,purchase,MORTGAGE,VA,0.389
10,6,84425.9,B,18.5,purchase,MORTGAGE,VA,0.418
10,18,235339.6,A,19.4,debt,MORTGAGE,VA,0.404
10,13,4080.0,A,35.0,debt,MORTGAGE,VA,0.411
10,44,70963.4,A,19.6,purchase,MORTGAGE,VA,0.364
10,6,179729.9,A,57.1,debt,MORTGAGE,VA,0.432
10,11,252799.5,A,22.0,debt,MORTGAGE,VA,0.406
10,44,150501.4,A,24.4,purchase,MORTGAGE,VA,0.364
10,21,122283.0,A,14.0,debt,MORTGAGE,VA,0.405
10,11,4080.0,A,33.1,debt,MORTGAGE,VA,0.41
10,11,118004.6,A,57.1,debt,MORTGAGE,VA,0.43
0,6,19748.2,A,31.6,purchase,RENT,VT,0.395
0,11,318300.5,A,46.6,purchase,RENT,VT,0.379
0,11,86218.7,A,54.3,purchase,RENT,VT,0.375
0,26,4080.0,A,57.1,purchase,RENT,VT,0.374
0,2,194399.2,A,57.1,purchase,RENT,VT,0.371
10,16,4080.0,A,11.1,purchase,MORTGAGE,VA,0.388
10,36,100876.8,A,6.3,purchase,MORTGAGE,VA,0.377
10,17,198881.0,A,8.9,purchase,MORTGAGE,VA,0.39
10,44,34072.2,A,33.6,purchase,MORTGAGE,VA,0.363
10,17,64531.7,A,57.1,purchase,MORTGAGE,VA,0.391
0,4,37423.7,A,26.2,purchase,RENT,VT,0.399
0,29,70097.4,A,57.1,purchase,RENT,VT,0.375
0,8,4080.0,A,57.1,purchase,RENT,VT,0.373
0,9,174886.2,A,46.3,purchase,RENT,VT,0.38
0,8,313132.4,A,57.1,purchase,RENT,VT,0.37
0,9,38573.7,A,32.0,purchase,RENT,VT,0.394
0,8,414425.9,A,53.8,purchase,RENT,VT,0.372
0,9,169856.4,A,57.1,purchase,RENT,VT,0.371
0,27,67579.6,A,57.1,purchase,RENT,VT,0.374
0,2,4080.0,A,57.1,purchase,RENT,VT,0.373
10,8,37370.3,B,21.5,purchase,MORTGAGE,VA,0.419
10,9,4080.0,A,46.6,debt,MORTGAGE,VA,0.421
10,44,25460.1,A,23.1,purchase,MORTGAGE,VA,0.363
10,28,54618.3,A,57.1,purchase,MORTGAGE,VA,0.38
10,16,176978.1,A,23.6,debt,MORTGAGE,VA,0.405
10,12,4080.0,A,11.5,debt,MORTGAGE,VA,0.4
10,7,42977.4,B,10.5,purchase,MORTGAGE,VA,0.415
10,17,155076.7,A,27.7,debt,MORTGAGE,VA,0.406
10,44,107672.0,A,9.3,purchase,MORTGAGE,VA,0.367
10,7,8143.5,A,57.1,debt,MORTGAGE,VA,0.432
10,11,123687.6,A,18.1,debt,MORTGAGE,VA,0.404
10,16,4080.0,A,33.8,debt,MORTGAGE,VA,0.409
10,15,279750.4,A,25.0,debt,MORTGAGE,VA,0.406
10,44,138122.5,A,23.4,purchase,MORTGAGE,VA,0.364
10,11,164723.0,A,57.1,debt,MORTGAGE,VA,0.43
10,16,153249.4,A,8.0,debt,MORTGAGE,VA,0.402
10,44,75133.4,A,27.5,purchase,MORTGAGE,VA,0.364
10,24,272932.0,A,16.4,debt,MORTGAGE,VA,0.407
10,18,4080.0,A,22.9,debt,MORTGAGE,VA,0.404
10,16,113784.0,A,57.1,debt,MORTGAGE,VA,0.429
10,9,63041.4,B,15.2,purchase,MORTGAGE,VA,0.417
10,15,4080.0,A,27.6,debt,MORTGAGE,VA,0.406
10,44,107420.5,A,28.4,purchase,MORTGAGE,VA,0.364
10,19,227680.0,A,16.1,debt,MORTGAGE,VA,0.404
10,9,104783.8,A,57.1,debt,MORTGAGE,VA,0.431
0,11,49635.1,B,11.4,purchase,MORTGAGE,VT,0.401
10,24,4080.0,A,10.4,debt,MORTGAGE,VA,0.405
10,44,72012.4,A,27.2,purchase,MORTGAGE,VA,0.363
10,7,132042.5,A,17.9,debt,MORTGAGE,VA,0.405
10,7,68473.5,A,57.1,debt,MORTGAGE,VA,0.432
10,11,4080.0,A,13.7,debt,MORTGAGE,VA,0.401
10,18,212462.4,A,17.4,debt,MORTGAGE,VA,0.404
10,11,80908.5,A,57.1,debt,MORTGAGE,VA,0.43
10,28,81947.0,A,37.5,purchase,MORTGAGE,VA,0.377
10,44,34932.4,A,13.0,purchase,MORTGAGE,VA,0.365
10,7,4080.0,B,11.5,purchase,MORTGAGE,VA,0.416
10,7,176937.8,B,21.9,purchase,MORTGAGE,VA,0.42
10,44,85785.8,A,29.4,purchase,MORTGAGE,VA,0.364
10,24,54817.1,A,12.6,debt,MORTGAGE,VA,0.405
10,7,27539.1,A,57.1,debt,MORTGAGE,VA,0.432
10,18,4080.0,A,22.3,debt,MORTGAGE,VA,0.404
10,18,196478.1,A,25.5,purchase,MORTGAGE,VT,0.399
10,44,84059.1,A,22.5,purchase,MORTGAGE,VA,0.364
10,38,94670.8,A,48.2,purchase,MORTGAGE,VT,0.384
10,18,52669.7,A,57.1,purchase,MORTGAGE,VT,0.387
0,6,54749.3,B,8.2,purchase,MORTGAGE,VT,0.399
0,11,4080.0,A,49.5,purchase,MORTGAGE,VT,0.369
10,44,4080.0,A,11.4,purchase,MORTGAGE,VA,0.365
10,18,66714.7,A,8.4,debt,MORTGAGE,VA,0.402
10,36,36295.4,A,57.1,purchase,MORTGAGE,VT,0.379
0,2,4080.0,A,45.5,purchase,RENT,VT,0.382
0,9,125727.3,A,28.3,purchase,RENT,VT,0.397
0,10,70261.6,A,57.1,purchase,RENT,VT,0.372
0,29,4080.0,A,57.1,purchase,RENT,VT,0.375
0,10,301705.1,A,57.1,purchase,RENT,VT,0.37
10,16,4080.0,A,10.8,debt,MORTGAGE,VA,0.402
10,44,95225.1,A,10.8,purchase,MORTGAGE,VA,0.366
10,17,69964.2,A,57.1,debt,MORTGAGE,VA,0.429
10,13,120673.0,A,31.6,debt,MORTGAGE,VA,0.409
10,21,251534.9,A,9.7,debt,MORTGAGE,VA,0.405
0,6,73141.9,B,13.3,purchase,MORTGAGE,VT,0.397
0,16,46902.7,A,56.7,purchase,MORTGAGE,VT,0.365
0,44,85806.4,A,18.1,purchase,MORTGAGE,VT,0.374
10,38,66437.3,A,57.1,purchase,MORTGAGE,VA,0.376
10,8,90488.7,A,28.3,debt,MORTGAGE,VA,0.409
10,19,155641.7,A,9.1,debt,MORTGAGE,VA,0.403
10,11,4377.7,B,5.6,purchase,MORTGAGE,VA,0.413
10,21,4080.0,A,19.2,purchase,MORTGAGE,VA,0.383
10,34,6920.1,A,57.1,purchase,MORTGAGE,VT,0.378
10,44,69455.2,A,28.9,purchase,MORTGAGE,VA,0.363
10,11,234861.1,A,20.8,debt,MORTGAGE,VA,0.405
10,11,4080.0,A,33.1,purchase,MORTGAGE,VA,0.391
10,44,99341.7,A,26.1,purchase,MORTGAGE,VA,0.364
10,23,102622.6,A,14.6,debt,MORTGAGE,VA,0.405
10,11,92253.3,A,57.1,debt,MORTGAGE,VA,0.43
10,19,57059.7,A,4.1,debt,MORTGAGE,VA,0.402
10,31,4080.0,A,13.8,debt,MORTGAGE,VA,0.408
10,20,234312.4,A,14.5,debt,MORTGAGE,VA,0.405
10,44,72126.8,A,29.6,purchase,MORTGAGE,VA,0.364
10,20,49508.8,A,57.1,purchase,MORTGAGE,VA,0.389
10,7,4080.0,B,11.5,purchase,MORTGAGE,VA,0.416
10,7,176937.8,B,21.9,purchase,MORTGAGE,VA,0.42
10,44,85785.8,A,29.4,purchase,MORTGAGE,VA,0.364
10,24,54817.1,A,12.6,debt,MORTGAGE,VA,0.405
10,7,27539.1,A,57.1,debt,MORTGAGE,VA,0.432
0,11,49635.1,B,11.4,purchase,MORTGAGE,VT,0.401
10,24,4080.0,A,10.4,debt,MORTGAGE,VA,0.405
10,44,72012.4,A,27.2,purchase,MORTGAGE,VA,0.363
10,7,132042.5,A,17.9,debt,MORTGAGE,VA,0.405
10,7,68473.5,A,57.1,debt,MORTGAGE,VA,0.432
0,6,73141.9,B,13.3,purchase,MORTGAGE,VT,0.397
0,16,46902.7,A,56.7,purchase,MORTGAGE,VT,0.365
0,44,85806.4,A,18.1,purchase,MORTGAGE,VT,0.374
10,38,66437.3,A,57.1,purchase,MORTGAGE,VA,0.376
10,8,90488.7,A,28.3,debt,MORTGAGE,VA,0.409
0,11,34575.7,A,57.1,purchase,RENT,VT,0.373
0,7,216519.4,A,57.1,purchase,RENT,VT,0.371
0,16,56054.9,B,25.4,purchase,MORTGAGE,VT,0.401
10,38,4080.0,A,25.3,purchase,MORTGAGE,VA,0.366
10,44,68048.9,A,43.7,purchase,MORTGAGE,VT,0.388
0,9,38573.7,A,32.0,purchase,RENT,VT,0.394
0,8,414425.9,A,53.8,purchase,RENT,VT,0.372
0,9,169856.4,A,57.1,purchase,RENT,VT,0.371
0,27,67579.6,A,57.1,purchase,RENT,VT,0.374
0,2,4080.0,A,57.1,purchase,RENT,VT,0.373
0,24,43818.0,A,34.9,purchase,MORTGAGE,VT,0.369
10,44,97493.7,A,20.8,purchase,MORTGAGE,VA,0.364
10,37,4080.0,A,57.1,purchase,MORTGAGE,VT,0.38
10,8,117232.4,A,20.6,debt,MORTGAGE,VA,0.405
10,6,39917.6,A,57.1,debt,MORTGAGE,VA,0.432
0,11,49635.1,B,11.4,purchase,MORTGAGE,VT,0.401
10,24,4080.0,A,10.4,debt,MORTGAGE,VA,0.405
10,44,72012.4,A,27.2,purchase,MORTGAGE,VA,0.363
10,7,132042.5,A,17.9,debt,MORTGAGE,VA,0.405
10,7,68473.5,A,57.1,debt,MORTGAGE,VA,0.432
10,12,4080.0,A,28.6,debt,MORTGAGE,VA,0.407
10,11,158888.5,A,34.8,purchase,MORTGAGE,VT,0.399
10,26,62600.8,A,49.7,purchase,MORTGAGE,VT,0.381
10,39,117234.7,A,28.3,purchase,MORTGAGE,VA,0.365
10,44,4080.0,A,57.1,purchase,MORTGAGE,VT,0.384
0,44,11390.4,A,14.2,purchase,MORTGAGE,VT,0.377
10,4,95545.2,B,14.2,purchase,MORTGAGE,VA,0.417
10,17,4080.0,A,22.9,purchase,MORTGAGE,VA,0.384
10,4,27842.0,A,57.1,debt,MORTGAGE,VA,0.433
10,41,37879.2,A,43.6,purchase,MORTGAGE,VT,0.386
10,13,4080.0,A,31.5,debt,MORTGAGE,VA,0.408
10,44,153102.7,A,13.5,purchase,MORTGAGE,VA,0.366
10,21,232076.7,A,12.3,debt,MORTGAGE,VA,0.405
10,9,90659.2,A,10.1,debt,MORTGAGE,VA,0.401
10,9,120050.5,A,57.1,debt,MORTGAGE,VA,0.431
10,17,4080.0,A,20.7,debt,MORTGAGE,VA,0.403
10,10,97739.5,A,52.3,debt,MORTGAGE,VA,0.426
10,12,156368.2,A,20.2,purchase,MORTGAGE,VA,0.389
10,36,77803.0,A,57.1,purchase,MORTGAGE,VT,0.38
10,44,4080.0,A,19.9,purchase,MORTGAGE,VA,0.363
0,7,27107.1,A,57.1,purchase,MORTGAGE,VT,0.37
10,7,89784.6,B,17.2,purchase,MORTGAGE,VA,0.418
10,26,4080.0,A,19.8,debt,MORTGAGE,VA,0.407
10,16,164799.2,A,18.1,debt,MORTGAGE,VA,0.403
10,44,92910.1,A,32.6,purchase,MORTGAGE,VA,0.364
