sex,age,priors_count,race,c_charge_degree,twoyearrecid
Male,25.8,19.8,Caucasian,M,0.718
Male,20.4,2.0,Caucasian,F,0.37
Female,48.4,15.5,African-American,F,0.28
Female,28.5,38.0,African-American,F,0.238
Female,80.0,29.3,African-American,F,0.255
Female,18.0,6.3,Caucasian,M,0.751
Male,28.6,0.0,African-American,M,0.8
Male,74.2,0.0,Caucasian,M,0.75
Male,80.0,13.5,African-American,M,0.787
Male,29.5,25.5,African-American,M,0.765
Male,25.0,4.9,Caucasian,F,0.366
Male,18.0,28.9,Caucasian,F,0.342
Female,25.0,38.0,African-American,F,0.239
Male,38.7,17.4,Caucasian,F,0.348
Male,60.7,38.0,Caucasian,F,0.317
Female,35.8,12.0,Caucasian,M,0.755
Male,48.2,0.0,Caucasian,M,0.739
Female,38.6,30.4,Caucasian,M,0.735
Male,34.8,0.0,African-American,M,0.802
Female,63.0,0.0,Caucasian,M,0.769
Male,54.1,19.0,African-American,M,0.785
Male,26.0,6.0,Caucasian,F,0.364
Female,51.5,16.9,African-American,F,0.277
Female,18.1,26.7,African-American,F,0.269
Female,80.0,30.3,African-American,F,0.253
Female,52.8,11.0,African-American,F,0.288
Male,18.0,14.8,African-American,F,0.364
Female,22.1,25.6,African-American,F,0.269
Female,31.4,38.0,African-American,F,0.238
Female,80.0,28.4,African-American,F,0.257
Female,29.7,0.0,Caucasian,M,0.759
Male,62.5,0.0,African-American,M,0.805
Male,24.9,20.1,African-American,M,0.77
Male,65.1,0.0,African-American,M,0.805
Male,49.2,18.9,African-American,M,0.785
Male,30.0,0.0,Caucasian,F,0.371
Female,61.8,18.2,African-American,F,0.275
Female,21.4,25.8,African-American,F,0.269
Female,30.2,36.9,African-American,F,0.24
Male,20.1,4.9,African-American,F,0.379
Female,53.3,17.3,African-American,F,0.276
Female,18.0,26.9,African-American,F,0.269
Female,80.0,30.4,African-American,F,0.253
Male,34.6,0.0,African-American,M,0.802
Female,65.3,0.0,Caucasian,M,0.77
Male,54.8,17.7,Caucasian,M,0.732
Male,18.0,6.3,African-American,F,0.375
Female,37.3,17.7,African-American,F,0.278
Female,18.0,32.2,African-American,F,0.255
Female,75.1,22.1,African-American,F,0.269
Female,31.0,0.0,Caucasian,M,0.76
Male,31.1,19.8,African-American,M,0.776
Female,42.1,9.3,African-American,F,0.295
Male,20.2,18.5,African-American,F,0.358
Female,62.4,21.4,African-American,F,0.269
Female,80.0,33.7,African-American,F,0.247
Female,31.3,0.0,Caucasian,M,0.76
Female,67.2,0.0,Caucasian,M,0.77
Male,64.9,18.9,Caucasian,M,0.736
Female,18.0,7.8,Caucasian,M,0.75
Male,20.7,0.0,African-American,M,0.797
Male,67.2,0.0,Caucasian,M,0.747
Male,80.0,13.6,African-American,M,0.787
Male,21.7,26.1,African-American,M,0.757
Male,80.0,2.0,African-American,M,0.803
Female,40.1,4.0,Caucasian,M,0.761
Male,29.2,15.4,African-American,M,0.781
Male,28.9,35.8,African-American,M,0.747
Female,18.0,7.2,Caucasian,M,0.751
Male,21.1,0.0,African-American,M,0.797
Male,49.4,14.0,African-American,M,0.79
Male,20.7,29.3,African-American,M,0.751
Male,27.1,3.0,Caucasian,F,0.368
Female,54.4,17.3,African-American,F,0.276
Female,18.7,26.6,African-American,F,0.269
Female,27.9,38.0,African-American,F,0.238
Female,80.0,30.9,African-American,F,0.252
Male,28.9,0.0,African-American,M,0.8
Male,64.9,0.0,African-American,M,0.805
Male,24.4,19.1,Caucasian,M,0.717
Male,31.1,7.7,Caucasian,F,0.361
Male,36.8,25.1,Caucasian,F,0.339
Male,75.1,0.0,Caucasian,F,0.369
Male,33.2,0.0,African-American,M,0.801
Female,38.8,8.7,African-American,M,0.685
Female,66.7,13.2,Caucasian,M,0.762
Male,78.9,23.7,African-American,M,0.773
Male,18.0,3.6,African-American,F,0.379
Female,34.0,17.1,African-American,F,0.28
Female,18.0,32.1,African-American,F,0.255
Female,72.1,22.0,African-American,F,0.269
Female,18.0,2.8,African-American,M,0.692
Male,42.7,0.0,Caucasian,M,0.736
Female,80.0,5.2,Caucasian,M,0.768
Male,26.0,13.7,African-American,M,0.781
Male,32.4,30.8,Caucasian,M,0.714
Male,18.0,12.0,African-American,F,0.368
Female,57.2,14.7,African-American,F,0.281
Female,23.3,28.8,African-American,F,0.262
Female,80.0,23.3,African-American,F,0.267
Female,58.5,38.0,African-American,F,0.237
Male,37.9,0.0,African-American,M,0.802
Female,59.3,0.0,Caucasian,M,0.768
Male,22.1,19.8,Caucasian,M,0.716
Female,37.3,17.8,African-American,F,0.277
Female,18.0,32.3,African-American,F,0.255
Female,75.0,22.2,African-American,F,0.269
Female,56.2,8.6,African-American,F,0.294
Female,19.1,15.2,African-American,F,0.292
Female,24.0,26.5,African-American,F,0.266
Female,61.3,30.1,African-American,F,0.254
Male,29.8,0.0,African-American,M,0.8
Female,58.8,0.0,African-American,M,0.685
Male,25.2,18.7,Caucasian,M,0.718
Male,19.9,4.7,African-American,F,0.379
Female,52.2,17.2,African-American,F,0.277
Female,80.0,30.5,African-American,F,0.253
Female,32.4,0.0,African-American,M,0.694
Female,58.8,0.0,Caucasian,M,0.768
Male,26.0,19.2,African-American,M,0.772
Female,18.0,3.7,Caucasian,M,0.753
Female,45.6,0.0,African-American,M,0.693
Male,80.0,1.0,Caucasian,M,0.752
Female,45.9,14.8,Caucasian,M,0.755
Female,50.8,32.4,Caucasian,M,0.737
Male,21.0,1.0,Caucasian,F,0.371
Female,47.9,15.5,African-American,F,0.28
Female,19.2,26.4,African-American,F,0.269
Female,28.6,38.0,African-American,F,0.238
Female,80.0,29.8,African-American,F,0.254
Male,28.0,7.0,African-American,M,0.793
Female,45.0,10.9,Caucasian,M,0.757
Male,50.1,20.5,African-American,M,0.783
Male,73.4,34.3,African-American,M,0.757
Male,18.0,13.0,African-American,F,0.366
Female,33.5,22.1,African-American,F,0.269
Female,75.9,24.0,African-American,F,0.265
Female,80.0,37.4,African-American,F,0.239
Female,34.6,0.0,Caucasian,M,0.761
Male,39.3,18.3,Caucasian,M,0.725
Male,18.0,1.1,African-American,F,0.383
Male,25.1,17.1,African-American,F,0.362
Female,80.0,29.7,African-American,F,0.254
Female,39.1,0.0,Caucasian,M,0.763
Male,56.1,0.0,African-American,M,0.804
Male,38.6,19.1,Caucasian,M,0.724
Female,56.8,8.1,African-American,F,0.295
Female,19.1,14.2,African-American,F,0.295
Female,21.2,26.1,African-American,F,0.268
Female,34.3,38.0,African-American,F,0.237
Female,80.0,28.6,African-American,F,0.257
Female,27.2,4.0,Caucasian,M,0.756
Male,37.2,10.2,African-American,M,0.792
Male,55.3,21.1,African-American,M,0.782
Male,77.6,34.6,African-American,M,0.756
Male,20.6,0.9,Caucasian,F,0.371
Male,35.7,19.4,Caucasian,F,0.346
Female,18.0,27.5,African-American,F,0.267
Male,76.3,3.3,Caucasian,F,0.368
Male,46.0,38.0,Caucasian,F,0.313
Female,60.7,0.0,African-American,M,0.684
Female,37.3,19.2,Caucasian,M,0.75
Male,18.0,4.0,African-American,F,0.379
Female,54.0,12.4,African-American,F,0.285
Female,29.3,23.3,African-American,F,0.269
Female,60.2,29.9,African-American,F,0.254
Male,26.4,6.4,Caucasian,F,0.364
Male,37.4,21.8,Caucasian,F,0.343
Female,18.0,28.0,African-American,F,0.266
Male,75.7,0.9,Caucasian,F,0.369
Male,51.7,38.0,Caucasian,F,0.315
Female,18.0,3.0,Caucasian,M,0.753
Male,39.0,0.0,African-American,M,0.803
Male,80.0,5.3,African-American,M,0.799
Male,21.6,14.8,African-American,M,0.776
Male,32.1,32.0,African-American,M,0.756
Male,21.1,7.0,Caucasian,F,0.364
Female,50.9,16.8,African-American,F,0.277
Male,18.0,3.1,Caucasian,M,0.723
Female,47.7,0.0,African-American,M,0.693
Male,58.6,14.0,Caucasian,M,0.736
Male,55.8,32.5,Caucasian,M,0.725
Female,31.1,0.0,Caucasian,M,0.76
Female,59.6,0.0,African-American,M,0.685
Male,31.5,19.1,Caucasian,M,0.721
Male,18.0,8.0,African-American,F,0.373
Female,54.0,13.6,African-American,F,0.283
Female,77.4,22.4,African-American,F,0.269
Female,26.8,30.0,African-American,F,0.258
Female,18.0,4.2,African-American,M,0.69
Male,33.2,0.0,Caucasian,M,0.732
Male,22.4,16.2,Caucasian,M,0.718
Male,43.8,29.0,Caucasian,M,0.721
Female,27.1,21.5,African-American,F,0.274
Female,51.0,10.2,African-American,F,0.29
Female,35.8,38.0,African-American,F,0.237
Female,80.0,35.3,African-American,F,0.244
Female,18.0,4.0,African-American,M,0.691
Male,33.4,0.0,Caucasian,M,0.732
Male,23.2,16.3,Caucasian,M,0.718
Male,42.9,29.0,Caucasian,M,0.721
Male,46.6,0.0,Caucasian,F,0.37
Female,44.0,16.6,African-American,F,0.278
Female,27.3,38.0,African-American,F,0.238
Male,35.0,0.0,Caucasian,M,0.733
Male,60.1,19.7,Caucasian,M,0.734
Male,18.0,13.2,African-American,F,0.366
Female,58.3,18.2,African-American,F,0.275
Female,21.0,26.0,African-American,F,0.269
Female,36.0,38.0,African-American,F,0.237
Female,38.1,0.0,African-American,M,0.694
Male,65.0,0.0,African-American,M,0.805
Male,48.9,18.9,African-American,M,0.785
Male,24.3,4.9,Caucasian,F,0.366
Male,38.6,17.4,Caucasian,F,0.348
Female,30.1,0.0,Caucasian,M,0.759
Male,29.3,18.5,African-American,M,0.776
Female,52.0,17.1,African-American,F,0.277
Female,18.0,26.8,African-American,F,0.269
Female,29.0,38.0,African-American,F,0.238
Female,80.0,30.6,African-American,F,0.253
Female,80.0,2.0,African-American,M,0.67
Male,22.8,7.1,Caucasian,M,0.723
Female,24.7,18.8,Caucasian,M,0.747
Female,45.7,31.0,Caucasian,M,0.737
Male,40.7,8.0,Caucasian,F,0.359
Female,28.2,17.7,African-American,F,0.282
Female,66.2,22.6,African-American,F,0.267
Male,80.0,3.0,Caucasian,M,0.751
Female,45.8,5.9,African-American,M,0.688
Male,24.3,16.6,African-American,M,0.775
Male,28.5,36.1,African-American,M,0.746
Female,56.8,8.2,African-American,F,0.295
Female,19.4,14.2,African-American,F,0.294
Female,21.8,26.2,African-American,F,0.268
Male,22.6,1.0,African-American,F,0.386
Female,19.1,14.1,African-American,F,0.295
Female,23.6,26.0,African-American,F,0.267
Female,26.8,38.0,African-American,F,0.239
Male,18.0,6.0,African-American,M,0.787
Female,31.4,0.0,Caucasian,M,0.76
Male,80.0,6.0,Caucasian,M,0.75
Male,30.8,18.2,Caucasian,M,0.721
Female,41.5,32.1,Caucasian,M,0.734
Male,26.8,13.0,African-American,F,0.373
Female,18.0,20.0,African-American,F,0.282
Female,27.3,29.6,African-American,F,0.258
Female,45.9,38.0,African-American,F,0.237
Male,33.1,0.0,African-American,M,0.801
Male,80.0,1.7,African-American,M,0.804
Male,51.9,14.4,African-American,M,0.79
Male,35.2,31.0,African-American,M,0.76
Female,37.1,20.8,African-American,F,0.271
Female,72.7,24.6,African-American,F,0.263
Female,18.0,34.7,African-American,F,0.248
Male,33.9,0.0,African-American,M,0.802
Female,62.7,0.0,Caucasian,M,0.769
Male,43.9,19.7,African-American,M,0.783
Male,22.1,1.0,Caucasian,F,0.371
Female,48.1,15.5,African-American,F,0.28
Female,18.9,26.3,African-American,F,0.269
Male,33.9,5.0,Caucasian,M,0.729
Female,50.4,9.9,Caucasian,M,0.76
Male,62.3,16.6,African-American,M,0.787
Male,80.0,28.9,Caucasian,M,0.738
Female,38.8,6.2,African-American,M,0.688
Male,63.8,7.2,Caucasian,M,0.742
Female,67.7,18.3,Caucasian,M,0.759
Female,80.0,33.9,Caucasian,M,0.746
Female,49.7,0.0,African-American,M,0.691
Male,22.2,12.3,African-American,M,0.78
Male,21.0,31.8,African-American,M,0.747
Male,23.2,18.1,African-American,M,0.772
Male,20.7,0.0,African-American,F,0.386
Male,18.0,15.1,African-American,F,0.364
Female,41.8,21.9,African-American,F,0.269
Female,18.0,35.8,African-American,F,0.246
Female,18.0,2.6,African-American,M,0.692
Female,51.6,0.0,Caucasian,M,0.767
Male,55.1,13.1,African-American,M,0.791
Female,56.8,26.4,Caucasian,M,0.749
Male,38.4,9.1,Caucasian,F,0.358
Male,44.9,25.9,Caucasian,F,0.34
Male,75.5,0.0,Caucasian,F,0.369
Male,56.9,38.0,Caucasian,F,0.316
Female,18.0,28.7,African-American,F,0.265
