sex,age,priors_count,race,c_charge_degree,twoyearrecid
Female,18.0,32.1,African-American,F,0.255
Female,72.8,22.0,African-American,F,0.269
Male,18.0,4.2,African-American,F,0.378
Female,57.3,14.9,African-American,F,0.281
Female,25.8,24.4,African-American,F,0.269
Female,28.7,38.0,African-American,F,0.238
Female,80.0,30.2,African-American,F,0.253
Male,18.0,12.4,African-American,F,0.367
Female,36.7,21.3,African-American,F,0.27
Female,67.0,28.0,African-American,F,0.257
Female,67.0,6.7,African-American,F,0.301
Male,41.3,4.1,Caucasian,F,0.364
Female,32.6,16.6,African-American,F,0.281
Female,18.0,32.0,African-American,F,0.256
Female,71.0,21.9,African-American,F,0.269
Male,44.7,3.0,Caucasian,F,0.366
Male,33.4,18.3,Caucasian,F,0.348
Male,46.8,32.6,Caucasian,F,0.325
Female,18.0,35.5,African-American,F,0.246
Female,34.8,19.5,African-American,F,0.274
Female,58.8,7.3,African-American,F,0.298
Female,57.7,27.3,African-American,F,0.259
Female,18.0,35.1,African-American,F,0.247
Male,18.0,3.5,African-American,F,0.379
Female,34.0,17.1,African-American,F,0.28
Female,18.0,32.4,African-American,F,0.254
Female,72.2,21.9,African-American,F,0.269
Female,48.0,8.2,African-American,F,0.296
Male,18.6,16.4,African-American,F,0.362
Female,23.9,31.8,African-American,F,0.254
Female,67.2,21.5,African-American,F,0.269
Male,30.0,0.0,Caucasian,F,0.371
Female,61.8,18.2,African-American,F,0.275
Female,21.2,25.7,African-American,F,0.269
Female,29.8,37.2,African-American,F,0.24
Female,36.6,21.9,African-American,F,0.269
Male,30.9,10.3,Caucasian,F,0.358
Male,59.8,38.0,Caucasian,F,0.317
Male,71.8,0.0,Caucasian,F,0.37
Male,21.5,2.0,Caucasian,F,0.37
Female,48.9,15.3,African-American,F,0.28
Female,19.2,26.1,African-American,F,0.269
Female,29.3,38.0,African-American,F,0.238
Female,80.0,29.7,African-American,F,0.254
Male,19.3,4.4,African-American,F,0.379
Female,51.7,17.0,African-American,F,0.277
Female,18.0,26.6,African-American,F,0.269
Female,29.2,38.0,African-American,F,0.238
Female,80.0,30.6,African-American,F,0.253
Female,34.5,17.0,African-American,F,0.28
Female,72.3,21.9,African-American,F,0.269
Male,21.8,1.1,Caucasian,F,0.371
Female,49.7,14.8,African-American,F,0.281
Female,19.8,25.8,African-American,F,0.27
Female,29.0,38.0,African-American,F,0.238
Female,80.0,27.6,African-American,F,0.259
Male,18.0,6.3,African-American,F,0.375
Female,63.0,19.0,African-American,F,0.273
Female,22.2,25.5,African-American,F,0.269
Female,32.3,37.2,African-American,F,0.239
Male,24.2,1.0,Caucasian,F,0.371
Male,38.0,19.2,Caucasian,F,0.346
Male,76.4,3.7,Caucasian,F,0.368
Female,20.4,26.0,African-American,F,0.269
Female,26.7,38.0,Caucasian,F,0.363
Male,24.5,5.6,Caucasian,F,0.365
Male,38.1,20.2,Caucasian,F,0.345
Female,18.0,27.0,African-American,F,0.268
Male,76.0,1.0,Caucasian,F,0.369
Male,49.1,38.0,Caucasian,F,0.314
Female,36.4,21.8,African-American,F,0.269
Male,31.0,10.1,Caucasian,F,0.358
Male,60.1,38.0,Caucasian,F,0.317
Male,72.5,0.0,Caucasian,F,0.37
Male,18.0,38.0,Caucasian,F,0.317
Male,31.0,2.0,Caucasian,F,0.368
Male,38.9,17.3,Caucasian,F,0.348
Male,34.0,33.6,Caucasian,F,0.322
Male,74.9,38.0,Caucasian,F,0.322
Male,26.5,3.1,Caucasian,F,0.368
Female,50.5,15.6,African-American,F,0.28
Female,19.2,25.7,African-American,F,0.27
Female,28.4,38.0,African-American,F,0.238
Female,80.0,29.0,African-American,F,0.256
Male,42.4,2.0,Caucasian,F,0.366
Male,74.8,9.2,Caucasian,F,0.367
Male,78.7,30.8,Caucasian,F,0.338
Male,54.9,38.0,Caucasian,F,0.315
Male,22.1,1.0,Caucasian,F,0.371
Female,48.3,15.4,African-American,F,0.28
Female,19.4,26.3,African-American,F,0.269
Female,28.8,38.0,African-American,F,0.238
Female,80.0,29.8,African-American,F,0.254
Female,56.3,8.6,African-American,F,0.294
Female,19.3,15.1,African-American,F,0.292
Female,23.7,26.1,African-American,F,0.267
Female,34.1,38.0,African-American,F,0.237
Female,80.0,28.5,African-American,F,0.257
Male,35.0,2.0,Caucasian,F,0.367
Male,38.8,17.8,Caucasian,F,0.347
Male,75.1,38.0,Caucasian,F,0.322
Male,47.7,0.0,Caucasian,F,0.371
Female,44.4,16.6,African-American,F,0.278
Female,28.1,38.0,African-American,F,0.238
Female,80.0,29.3,African-American,F,0.255
Male,23.5,4.4,Caucasian,F,0.367
Male,38.5,18.8,Caucasian,F,0.346
Female,19.9,26.3,African-American,F,0.269
Male,75.9,0.0,Caucasian,F,0.369
Male,45.2,38.0,Caucasian,F,0.313
Male,24.9,5.7,Caucasian,F,0.365
Male,38.1,20.7,Caucasian,F,0.344
Male,75.8,0.4,Caucasian,F,0.369
Male,56.9,38.0,Caucasian,F,0.316
Female,18.0,27.4,African-American,F,0.268
Male,23.0,4.1,Caucasian,F,0.367
Male,38.6,18.4,Caucasian,F,0.347
Male,75.8,0.0,Caucasian,F,0.369
Female,21.7,26.4,African-American,F,0.267
Male,44.6,38.0,Caucasian,F,0.313
Male,35.9,28.2,Caucasian,F,0.333
Male,40.7,9.7,Caucasian,F,0.357
Male,62.9,38.0,Caucasian,F,0.317
Male,75.6,0.0,Caucasian,F,0.369
Female,18.0,33.0,African-American,F,0.253
Male,27.2,3.1,Caucasian,F,0.367
Female,51.9,15.6,African-American,F,0.28
Female,20.6,25.9,African-American,F,0.269
Female,29.4,38.0,African-American,F,0.238
Female,80.0,30.1,African-American,F,0.254
Male,37.7,19.8,Caucasian,F,0.345
Female,20.2,26.7,African-American,F,0.268
Male,43.2,0.0,Caucasian,F,0.368
Male,80.0,6.6,Caucasian,F,0.368
Male,56.8,38.0,Caucasian,F,0.316
Male,18.0,3.7,African-American,F,0.379
Female,42.0,15.9,African-American,F,0.28
Female,18.0,30.7,African-American,F,0.259
Female,74.4,22.1,African-American,F,0.269
Male,21.2,2.0,Caucasian,F,0.37
Female,48.4,15.5,African-American,F,0.28
Female,19.0,26.3,African-American,F,0.269
Female,28.9,38.0,African-American,F,0.238
Female,80.0,29.1,African-American,F,0.256
Female,36.2,17.3,African-American,F,0.279
Female,60.2,5.9,African-American,F,0.301
Female,57.1,25.6,African-American,F,0.262
Female,20.7,35.4,African-American,F,0.246
Male,42.7,1.0,Caucasian,F,0.367
Male,46.9,16.6,Caucasian,F,0.353
Male,35.0,31.1,Caucasian,F,0.326
Female,18.0,36.1,African-American,F,0.245
Male,67.7,38.0,Caucasian,F,0.319
Male,38.3,18.9,Caucasian,F,0.346
Male,67.0,6.9,Caucasian,F,0.368
Male,79.2,30.7,Caucasian,F,0.338
Male,56.5,38.0,Caucasian,F,0.316
Male,23.0,5.7,Caucasian,F,0.365
Male,18.0,28.9,Caucasian,F,0.342
Female,23.0,38.0,African-American,F,0.239
Male,38.6,17.6,Caucasian,F,0.348
Male,59.1,38.0,Caucasian,F,0.316
Male,76.0,2.7,Caucasian,F,0.369
Male,19.8,6.2,Caucasian,F,0.365
Male,37.8,20.3,Caucasian,F,0.345
Male,47.9,38.0,Caucasian,F,0.314
Male,24.8,9.0,Caucasian,F,0.361
Female,56.1,24.3,African-American,F,0.264
Male,35.8,21.3,Caucasian,F,0.344
Male,67.2,38.0,Caucasian,F,0.319
Female,56.2,8.5,African-American,F,0.294
Female,18.8,14.8,African-American,F,0.294
Female,22.7,26.7,African-American,F,0.266
Female,33.9,38.0,African-American,F,0.237
Female,80.0,29.4,African-American,F,0.255
Male,20.7,0.8,Caucasian,F,0.372
Male,36.6,18.7,Caucasian,F,0.347
Female,18.3,26.7,African-American,F,0.269
Male,76.2,3.1,Caucasian,F,0.368
Male,43.8,38.0,Caucasian,F,0.313
Male,22.1,7.0,Caucasian,F,0.364
Male,37.3,21.4,Caucasian,F,0.343
Female,18.0,28.0,African-American,F,0.266
Male,76.2,3.3,Caucasian,F,0.368
Male,51.0,38.0,Caucasian,F,0.314
Male,42.2,2.0,Caucasian,F,0.366
Male,18.0,14.4,Caucasian,F,0.355
Male,35.4,28.7,Caucasian,F,0.332
Female,18.0,33.5,African-American,F,0.251
Male,59.5,38.0,Caucasian,F,0.317
Female,52.2,21.7,African-American,F,0.269
Male,22.2,11.8,Caucasian,F,0.358
Male,50.7,37.1,Caucasian,F,0.316
Male,71.6,0.0,Caucasian,F,0.37
Male,18.6,4.4,African-American,F,0.378
Female,51.5,17.0,African-American,F,0.277
Male,18.0,3.9,African-American,F,0.379
Female,56.5,14.4,African-American,F,0.282
Female,26.5,24.2,African-American,F,0.269
Female,30.1,38.0,African-American,F,0.238
Female,80.0,28.4,African-American,F,0.257
Male,18.0,3.4,African-American,F,0.379
Female,52.9,11.7,African-American,F,0.287
Female,22.1,29.0,African-American,F,0.262
Female,73.1,22.1,African-American,F,0.269
Male,27.8,6.0,Caucasian,F,0.364
Male,35.2,19.5,Caucasian,F,0.346
Male,43.7,32.8,Caucasian,F,0.324
Male,78.2,38.0,Caucasian,F,0.324
Male,31.9,12.3,Caucasian,F,0.355
Female,57.9,7.5,African-American,F,0.297
Female,38.1,21.9,African-American,F,0.269
Female,18.0,33.2,African-American,F,0.252
Female,75.7,38.0,African-American,F,0.237
Male,23.8,5.2,Caucasian,F,0.366
Male,38.0,19.7,Caucasian,F,0.345
Female,18.1,26.8,African-American,F,0.269
Male,47.4,38.0,Caucasian,F,0.313
Male,25.2,0.0,Caucasian,F,0.372
Female,46.9,16.1,African-American,F,0.279
Female,18.0,26.7,African-American,F,0.269
Female,27.8,38.0,African-American,F,0.238
Female,80.0,29.5,African-American,F,0.255
Female,34.0,17.0,African-American,F,0.28
Female,72.1,21.9,African-American,F,0.269
Female,18.0,32.3,African-American,F,0.255
Male,18.0,3.3,African-American,F,0.379
Female,50.8,12.2,African-American,F,0.286
Female,21.2,29.8,African-American,F,0.26
Female,72.5,22.0,African-American,F,0.269
Male,31.2,5.0,Caucasian,F,0.364
Male,35.1,19.5,Caucasian,F,0.346
Male,43.8,32.8,Caucasian,F,0.324
Male,18.0,1.0,Caucasian,F,0.372
Male,38.9,17.6,Caucasian,F,0.348
Male,76.5,2.0,Caucasian,F,0.369
Female,25.1,25.1,African-American,F,0.268
Female,19.5,38.0,Caucasian,F,0.363
Male,47.5,0.0,Caucasian,F,0.37
Female,44.3,16.7,African-American,F,0.278
Female,27.2,38.0,African-American,F,0.238
Male,25.8,4.1,Caucasian,F,0.367
Male,18.0,28.7,Caucasian,F,0.342
Female,26.0,38.0,African-American,F,0.239
Male,38.9,17.0,Caucasian,F,0.348
Male,60.7,38.0,Caucasian,F,0.317
Male,35.9,26.9,Caucasian,F,0.336
Male,40.6,9.2,Caucasian,F,0.357
Male,54.6,38.0,Caucasian,F,0.315
Male,19.1,6.4,African-American,F,0.376
Female,53.3,17.5,African-American,F,0.276
Female,18.0,26.4,African-American,F,0.27
Female,29.1,38.0,African-American,F,0.238
Female,80.0,30.7,African-American,F,0.252
Male,20.2,2.2,Caucasian,F,0.37
Female,48.5,15.3,African-American,F,0.28
Male,48.9,15.3,Caucasian,F,0.356
Male,36.0,29.5,Caucasian,F,0.33
Female,18.0,33.8,African-American,F,0.251
Male,63.9,38.0,Caucasian,F,0.318
Male,43.3,0.0,Caucasian,F,0.368
Female,25.4,24.4,African-American,F,0.269
Female,52.9,32.1,African-American,F,0.251
Female,60.5,15.6,African-American,F,0.28
Male,28.9,1.9,Caucasian,F,0.369
Male,39.4,14.6,Caucasian,F,0.351
Female,38.9,22.9,African-American,F,0.267
Female,33.9,17.1,African-American,F,0.28
Female,18.0,32.7,African-American,F,0.254
Female,38.8,10.1,African-American,F,0.294
Female,65.7,21.3,African-American,F,0.269
Female,33.2,38.0,African-American,F,0.237
Female,80.0,33.6,African-American,F,0.247
Male,36.0,28.8,Caucasian,F,0.331
Male,40.4,10.3,Caucasian,F,0.356
Male,66.1,38.0,Caucasian,F,0.318
Male,75.1,0.0,Caucasian,F,0.369
Male,36.1,29.6,Caucasian,F,0.33
Male,35.9,10.1,Caucasian,F,0.357
Male,69.5,38.0,Caucasian,F,0.319
Male,73.9,0.0,Caucasian,F,0.369
Male,24.2,5.4,Caucasian,F,0.365
Male,38.1,20.0,Caucasian,F,0.345
Female,18.1,27.1,African-American,F,0.268
Male,75.9,0.9,Caucasian,F,0.369
Male,48.5,38.0,Caucasian,F,0.314
Male,18.0,14.1,African-American,F,0.365
Female,56.1,8.6,African-American,F,0.294
Female,33.5,22.2,African-American,F,0.269
Female,44.1,33.1,African-American,F,0.249
Male,18.0,15.0,African-American,F,0.364
Female,52.9,10.7,African-American,F,0.289
Female,24.1,25.0,African-American,F,0.269
Female,32.2,38.0,African-American,F,0.237
Female,80.0,28.3,African-American,F,0.257
Male,18.0,14.0,African-American,F,0.365
Female,33.5,22.0,African-American,F,0.269
Female,44.2,33.0,African-American,F,0.249
Male,18.4,3.3,African-American,F,0.38
Female,44.7,15.4,African-American,F,0.281
Female,18.0,27.9,African-American,F,0.267
Female,45.4,38.0,African-American,F,0.237
Female,80.0,22.8,African-American,F,0.269
Male,37.0,0.1,Caucasian,F,0.369
Female,61.8,18.1,African-American,F,0.275
Female,21.7,25.6,African-American,F,0.269
Female,37.0,34.8,African-American,F,0.244
Male,42.1,4.0,Caucasian,F,0.364
Female,34.9,16.8,African-American,F,0.28
Female,72.1,22.0,African-American,F,0.269
Female,18.0,31.3,African-American,F,0.258
Female,44.0,15.8,African-American,F,0.28
Female,18.0,30.9,African-American,F,0.259
Female,74.7,22.3,African-American,F,0.269
Male,18.0,6.1,African-American,F,0.376
Female,62.5,18.6,African-American,F,0.274
Female,22.7,25.3,African-American,F,0.269
Female,34.9,35.6,African-American,F,0.242
Male,18.0,10.9,Caucasian,F,0.36
Male,38.0,20.4,Caucasian,F,0.344
Male,44.1,34.1,Caucasian,F,0.321
Female,18.0,37.2,African-American,F,0.242
Male,79.0,38.0,Caucasian,F,0.324
Male,73.3,0.0,Caucasian,F,0.369
Male,27.1,3.0,Caucasian,F,0.368
Female,51.0,15.8,African-American,F,0.279
Female,19.8,26.0,African-American,F,0.269
Female,80.0,29.9,African-American,F,0.254
Male,18.0,3.8,African-American,F,0.379
Female,42.1,15.9,African-American,F,0.28
Male,42.4,3.0,Caucasian,F,0.365
Male,18.0,15.4,Caucasian,F,0.354
Male,34.9,29.7,Caucasian,F,0.329
Female,18.0,36.0,African-American,F,0.245
Male,62.4,38.0,Caucasian,F,0.317
Male,35.6,15.0,Caucasian,F,0.351
Male,18.0,2.6,African-American,F,0.38
Female,61.3,21.5,African-American,F,0.269
Female,18.0,29.6,African-American,F,0.262
Female,77.7,38.0,African-American,F,0.238
Male,25.0,8.6,Caucasian,F,0.361
Female,67.7,21.6,African-American,F,0.269
Male,37.4,20.9,Caucasian,F,0.344
Male,68.0,38.0,Caucasian,F,0.319
Male,23.4,1.0,African-American,F,0.387
Female,19.9,13.7,African-American,F,0.295
Female,23.5,25.2,African-American,F,0.269
Female,37.0,38.0,African-American,F,0.237
Female,80.0,27.0,African-American,F,0.26
Male,41.8,4.0,Caucasian,F,0.364
Female,34.9,16.7,African-American,F,0.281
Female,72.2,22.0,African-American,F,0.269
Male,22.3,2.0,Caucasian,F,0.37
Male,37.6,18.7,Caucasian,F,0.347
Female,19.6,26.4,African-American,F,0.269
Male,76.3,4.1,Caucasian,F,0.368
Male,43.1,0.0,Caucasian,F,0.368
Male,49.1,15.3,Caucasian,F,0.356
Male,35.4,29.4,Caucasian,F,0.33
Male,63.3,38.0,Caucasian,F,0.318
Male,18.0,4.4,African-American,F,0.378
Female,52.9,16.5,African-American,F,0.278
Female,19.4,26.2,African-American,F,0.269
Male,18.0,1.0,African-American,F,0.383
Female,30.8,22.8,African-American,F,0.269
Male,39.9,12.2,Caucasian,F,0.354
Female,80.0,27.1,African-American,F,0.26
Male,21.4,1.0,Caucasian,F,0.371
Female,48.4,15.1,African-American,F,0.281
Female,80.0,28.8,African-American,F,0.256
Male,23.3,2.9,Caucasian,F,0.368
Female,60.0,16.7,African-American,F,0.277
Female,27.1,24.0,African-American,F,0.269
Female,18.0,36.7,African-American,F,0.244
Female,37.3,16.7,African-American,F,0.28
Female,72.7,22.1,African-American,F,0.269
Female,52.3,11.7,African-American,F,0.287
Female,21.9,29.4,African-American,F,0.261
Female,72.9,22.1,African-American,F,0.269
Male,27.0,0.0,Caucasian,F,0.371
Female,60.6,18.5,African-American,F,0.274
Female,20.0,26.1,African-American,F,0.269
Female,27.1,37.7,African-American,F,0.239
Male,24.6,5.6,Caucasian,F,0.365
Male,37.6,20.5,Caucasian,F,0.344
Male,48.9,38.0,Caucasian,F,0.314
Male,18.9,0.0,Caucasian,F,0.373
Male,38.4,17.4,Caucasian,F,0.348
Female,24.5,24.8,African-American,F,0.269
Male,76.1,1.5,Caucasian,F,0.369
Female,18.1,38.0,Caucasian,F,0.363
Male,18.0,3.9,Caucasian,F,0.368
Male,38.2,19.0,Caucasian,F,0.346
Female,22.5,25.4,African-American,F,0.269
Male,76.4,4.6,Caucasian,F,0.368
Female,27.9,38.0,Caucasian,F,0.362
Male,22.3,1.9,Caucasian,F,0.37
Male,37.9,18.8,Caucasian,F,0.346
Female,18.9,26.5,African-American,F,0.269
Male,76.3,4.0,Caucasian,F,0.368
Male,44.1,38.0,Caucasian,F,0.313
Male,23.9,5.5,Caucasian,F,0.365
Male,76.0,0.9,Caucasian,F,0.369
Male,48.0,38.0,Caucasian,F,0.314
Male,18.0,4.3,African-American,F,0.378
Female,55.4,15.7,African-American,F,0.279
Female,22.9,25.3,African-American,F,0.269
Female,80.0,30.3,African-American,F,0.253
Male,38.8,16.3,Caucasian,F,0.349
Male,71.0,3.0,Caucasian,F,0.369
Male,78.8,30.2,Caucasian,F,0.339
Male,57.7,38.0,Caucasian,F,0.316
Male,40.3,10.6,Caucasian,F,0.356
Male,22.3,20.8,Caucasian,F,0.347
Male,34.0,34.3,Caucasian,F,0.32
Male,76.5,38.0,Caucasian,F,0.323
Male,18.0,6.0,African-American,F,0.376
Female,62.2,18.4,African-American,F,0.274
Female,22.8,25.1,African-American,F,0.269
Female,35.2,35.7,African-American,F,0.242
Male,37.1,23.0,Caucasian,F,0.341
Male,41.3,7.1,Caucasian,F,0.36
Male,52.9,38.0,Caucasian,F,0.315
Male,76.0,0.0,Caucasian,F,0.369
Female,18.0,28.2,African-American,F,0.266
Male,22.9,2.0,Caucasian,F,0.37
Female,20.7,25.6,African-American,F,0.27
Female,30.0,38.0,African-American,F,0.238
Female,80.0,29.6,African-American,F,0.255
Female,32.7,5.0,African-American,M,0.689
Male,29.5,4.7,African-American,M,0.796
Male,36.9,9.4,African-American,M,0.793
Female,45.8,0.9,Caucasian,M,0.765
Female,35.7,2.1,Caucasian,M,0.76
Male,29.0,6.2,African-American,M,0.794
Female,35.7,2.9,African-American,M,0.691
Male,23.1,9.9,African-American,M,0.785
Female,45.9,6.9,Caucasian,M,0.76
Female,49.8,3.2,Caucasian,M,0.764
Male,27.9,5.9,African-American,M,0.794
Male,30.1,4.9,African-American,M,0.796
Male,27.1,5.9,African-American,M,0.794
Female,36.8,1.8,Caucasian,M,0.761
Female,24.3,1.0,African-American,M,0.693
Male,27.3,8.2,African-American,M,0.791
Male,35.3,4.4,African-American,M,0.798
Male,61.6,13.0,African-American,M,0.792
Female,63.1,1.3,African-American,M,0.681
Male,36.8,8.1,African-American,M,0.794
Male,38.1,3.1,African-American,M,0.799
Male,41.0,8.1,African-American,M,0.795
Female,34.0,9.9,Caucasian,M,0.755
Male,37.7,3.1,African-American,M,0.799
Male,42.4,7.1,African-American,M,0.796
Male,36.6,11.0,African-American,M,0.791
Female,53.1,3.0,African-American,M,0.687
Male,52.2,2.1,African-American,M,0.802
Male,48.0,10.1,African-American,M,0.794
Female,21.1,4.4,African-American,M,0.69
Female,36.3,3.5,African-American,M,0.691
Male,27.0,11.0,African-American,M,0.786
Male,37.8,15.1,African-American,M,0.787
Male,47.3,3.2,African-American,M,0.8
Male,38.6,8.0,African-American,M,0.795
Male,34.4,19.7,African-American,M,0.778
Male,36.1,26.1,African-American,M,0.769
Female,36.6,2.7,African-American,M,0.691
Female,44.0,1.9,African-American,M,0.692
Male,42.0,7.3,African-American,M,0.796
Male,29.3,18.5,African-American,M,0.776
Male,37.6,6.0,African-American,M,0.797
Female,45.8,6.7,Caucasian,M,0.76
Male,27.0,9.4,African-American,M,0.789
Male,29.9,9.8,African-American,M,0.791
Female,56.9,3.3,Caucasian,M,0.766
Female,28.6,1.4,African-American,M,0.693
Male,23.5,9.9,African-American,M,0.785
Female,40.8,2.0,Caucasian,M,0.762
Male,30.4,7.2,African-American,M,0.794
Female,25.3,1.1,African-American,M,0.693
Male,34.5,7.7,African-American,M,0.795
Female,34.4,10.3,Caucasian,M,0.755
Male,48.1,4.0,African-American,M,0.8
Male,52.8,0.0,African-American,M,0.804
Male,62.2,13.2,African-American,M,0.792
Female,53.1,0.0,Caucasian,M,0.767
Male,32.0,22.0,African-American,M,0.773
Male,35.4,11.2,African-American,M,0.791
Male,58.0,4.3,African-American,M,0.8
Male,56.5,20.2,African-American,M,0.783
Male,37.3,6.2,African-American,M,0.796
Female,25.2,5.1,African-American,M,0.689
Female,49.6,0.7,African-American,M,0.691
Male,54.7,3.8,African-American,M,0.801
Female,57.8,4.1,African-American,M,0.683
Male,38.6,3.8,African-American,M,0.799
Female,39.8,0.0,African-American,M,0.694
Male,36.1,17.0,African-American,M,0.784
Male,26.3,10.0,African-American,M,0.787
Male,31.3,9.9,African-American,M,0.791
Male,31.0,18.7,African-American,M,0.777
Male,21.6,6.8,African-American,M,0.788
Female,20.3,0.0,African-American,M,0.694
Female,24.1,0.0,African-American,M,0.694
Male,31.8,15.8,African-American,M,0.783
Female,42.8,0.7,Caucasian,M,0.764
Male,29.7,8.9,African-American,M,0.792
Female,39.2,2.0,Caucasian,M,0.762
Male,38.2,4.4,African-American,M,0.798
Female,31.3,9.3,African-American,M,0.685
Female,23.7,1.0,African-American,M,0.693
Male,38.8,3.1,African-American,M,0.8
Female,22.0,2.1,Caucasian,M,0.755
Male,45.3,14.6,African-American,M,0.789
Male,40.9,8.3,African-American,M,0.795
Male,26.0,4.0,African-American,M,0.795
Female,30.3,14.1,Caucasian,M,0.751
Male,27.6,11.0,African-American,M,0.787
Female,33.9,0.0,Caucasian,M,0.761
Male,38.4,5.3,African-American,M,0.797
Female,28.5,5.1,African-American,M,0.689
Male,65.9,11.0,African-American,M,0.794
Female,30.3,0.0,African-American,M,0.694
Male,35.7,5.9,African-American,M,0.796
Male,31.8,8.7,African-American,M,0.793
Male,30.8,15.9,African-American,M,0.782
Female,29.0,2.3,African-American,M,0.692
Male,48.3,4.6,African-American,M,0.799
Male,35.9,11.0,African-American,M,0.791
Male,42.9,8.0,African-American,M,0.795
Female,27.9,0.0,Caucasian,M,0.758
Male,36.1,11.0,African-American,M,0.791
Male,37.2,15.5,African-American,M,0.787
Male,29.5,4.8,African-American,M,0.796
Male,32.1,11.2,African-American,M,0.79
Female,22.7,0.9,African-American,M,0.693
Male,37.1,7.5,African-American,M,0.795
Female,37.4,0.0,Caucasian,M,0.762
Male,35.6,5.2,African-American,M,0.797
Male,29.9,8.2,African-American,M,0.793
Female,41.6,2.3,Caucasian,M,0.762
Male,50.0,3.6,African-American,M,0.8
Female,30.1,2.0,African-American,M,0.692
Female,29.7,8.1,African-American,M,0.686
Female,37.2,2.9,African-American,M,0.691
Male,29.9,8.1,African-American,M,0.793
Female,31.8,3.8,African-American,M,0.69
Male,30.1,7.3,African-American,M,0.793
Male,26.9,4.2,African-American,M,0.795
Male,29.7,4.7,African-American,M,0.796
Female,30.9,9.3,African-American,M,0.685
Male,42.7,2.1,African-American,M,0.801
Female,31.4,1.2,Caucasian,M,0.759
Male,43.0,3.3,African-American,M,0.8
Female,24.9,0.0,African-American,M,0.694
Male,29.7,4.8,African-American,M,0.796
Female,24.4,2.1,Caucasian,M,0.756
Female,30.7,2.0,Caucasian,M,0.758
Female,23.5,2.0,African-American,M,0.692
Female,32.9,4.7,African-American,M,0.689
Female,31.6,0.0,African-American,M,0.694
Female,29.8,7.4,African-American,M,0.687
