employment_years,num_open_credit_acc,annual_income,loan_grade,credit_history,purpose,home,addr_state,loan_status
7.0,23.0,1831085.8,A,36.4,debt,RENT,CA,0.824
0.0,4.0,333925.2,A,3.0,educational,OTHER,AK,0.954
5.0,2.0,4080.0,F,20.2,debt,MORTGAGE,CO,0.973
8.0,25.0,643720.8,F,36.4,debt,MORTGAGE,CO,0.98
2.0,7.0,1231411.5,F,3.0,debt,MORTGAGE,CO,0.963
9.0,27.0,1892064.4,F,39.1,debt,MORTGAGE,CO,0.98
0.0,2.0,331340.6,A,3.0,debt,MORTGAGE,NJ,0.989
4.0,12.0,4080.0,D,13.8,purchase,RENT,NJ,0.977
8.0,28.0,635279.5,D,35.2,purchase,RENT,NJ,0.984
2.0,5.0,1224875.8,D,4.6,purchase,RENT,NJ,0.972
9.0,31.0,1875865.2,D,38.2,purchase,RENT,NJ,0.984
0.0,3.0,328376.1,A,3.0,educational,OTHER,AK,0.954
0.0,2.0,4080.0,B,27.9,debt,MORTGAGE,MN,0.983
5.0,26.0,642038.4,B,38.0,debt,MORTGAGE,MN,0.989
1.0,8.0,1223232.5,B,3.0,debt,MORTGAGE,MN,0.979
6.0,27.0,1883098.6,B,40.5,debt,MORTGAGE,MN,0.989
0.0,2.0,333101.6,A,3.0,educational,MORTGAGE,AK,0.995
2.0,13.0,4080.0,E,14.4,debt,RENT,PA,0.863
6.0,31.0,625088.1,E,36.7,debt,RENT,PA,0.899
1.0,10.0,1226244.5,E,9.7,debt,RENT,PA,0.837
7.0,33.0,1902900.0,E,39.8,debt,RENT,PA,0.9
0.0,2.0,326079.6,B,4.9,debt,OTHER,AK,0.673
8.0,15.0,4080.0,A,3.0,purchase,MORTGAGE,PA,0.977
10.0,26.0,637684.1,A,32.9,purchase,MORTGAGE,PA,0.983
3.0,2.0,1218950.6,A,10.2,purchase,MORTGAGE,PA,0.971
9.0,28.0,1883535.2,A,35.8,purchase,MORTGAGE,PA,0.982
1.0,2.0,4080.0,B,10.4,small_business,MORTGAGE,FL,0.925
10.0,11.0,544230.8,B,3.0,small_business,MORTGAGE,FL,0.95
10.0,23.0,1605341.5,B,23.9,small_business,MORTGAGE,FL,0.964
10.0,16.0,1010022.9,A,15.6,debt,OTHER,FL,0.598
10.0,32.0,2452413.0,B,35.6,small_business,MORTGAGE,FL,0.97
0.0,2.0,316913.1,A,4.2,educational,MORTGAGE,AK,0.995
0.0,24.0,4080.0,G,3.0,debt,RENT,NY,0.81
5.0,26.0,666865.5,G,29.8,debt,RENT,NY,0.865
1.0,2.0,1232623.4,G,6.7,debt,RENT,NY,0.805
6.0,28.0,1881261.8,G,32.1,debt,RENT,NY,0.868
0.0,2.0,318241.1,A,4.2,educational,MORTGAGE,AK,0.995
0.0,23.0,4080.0,G,3.0,debt,RENT,NY,0.81
5.0,26.0,666563.7,G,29.8,debt,RENT,NY,0.865
1.0,2.0,1234071.0,G,6.7,debt,RENT,NY,0.805
6.0,28.0,1884937.8,G,32.1,debt,RENT,NY,0.868
0.0,2.0,324762.6,A,3.0,educational,OTHER,MD,0.946
1.0,11.0,4080.0,C,21.7,debt,MORTGAGE,MD,0.976
6.0,31.0,557690.4,C,47.9,debt,MORTGAGE,MD,0.985
2.0,14.0,1175874.6,C,25.3,debt,MORTGAGE,MD,0.977
7.0,34.0,1879810.6,C,50.7,debt,MORTGAGE,MD,0.985
0.0,2.0,320434.8,A,4.8,educational,MORTGAGE,AK,0.995
7.0,16.0,4080.0,C,3.0,debt,RENT,MD,0.805
9.0,27.0,655702.6,C,28.8,debt,RENT,MD,0.844
3.0,2.0,1233943.5,C,5.8,debt,RENT,MD,0.792
10.0,29.0,1888404.4,C,31.3,debt,RENT,MD,0.85
0.0,3.0,320210.8,A,3.0,educational,MORTGAGE,AK,0.995
0.0,2.0,4080.0,C,30.8,debt,RENT,OR,0.862
0.0,24.0,671809.8,C,38.1,debt,RENT,OR,0.868
3.0,6.0,1221392.1,C,3.0,debt,RENT,OR,0.826
5.0,26.0,1870707.6,C,40.3,debt,RENT,OR,0.889
0.0,2.0,325184.2,A,4.9,debt,OTHER,AK,0.7
6.0,17.0,4080.0,E,3.0,purchase,MORTGAGE,WI,0.99
8.0,28.0,647228.9,E,31.0,purchase,MORTGAGE,WI,0.992
2.0,2.0,1228167.1,E,8.3,purchase,MORTGAGE,WI,0.987
9.0,30.0,1882267.2,E,33.7,purchase,MORTGAGE,WI,0.992
2.0,2.0,333199.9,A,3.0,debt,MORTGAGE,AK,0.959
9.0,10.0,4080.0,F,12.4,purchase,OWN,NY,0.88
10.0,30.0,597498.4,F,37.9,purchase,OWN,NY,0.908
10.0,12.0,1218726.4,F,15.2,purchase,OWN,NY,0.888
10.0,32.0,1935744.2,F,40.7,purchase,OWN,NY,0.909
0.0,4.0,333152.0,A,3.0,debt,MORTGAGE,AK,0.954
10.0,2.0,4080.0,D,14.8,purchase,RENT,TX,0.956
10.0,21.0,656105.4,D,34.1,purchase,RENT,TX,0.962
10.0,4.0,1252029.1,D,3.0,purchase,RENT,TX,0.949
10.0,24.0,1924373.8,D,37.9,purchase,RENT,TX,0.961
0.0,2.0,4080.0,A,31.8,debt,OTHER,AK,0.746
8.0,2.0,4080.0,E,3.0,purchase,MORTGAGE,NC,0.993
10.0,8.0,574538.7,E,35.5,purchase,MORTGAGE,NC,0.995
0.0,14.0,1095609.0,E,3.0,purchase,MORTGAGE,NC,0.989
9.0,22.0,1831284.4,E,26.0,purchase,MORTGAGE,NC,0.994
0.0,2.0,343192.2,B,3.0,debt,MORTGAGE,MA,0.978
3.0,2.0,4080.0,A,27.6,small_business,OWN,MA,0.863
7.0,25.0,572169.0,A,52.5,small_business,OWN,MA,0.905
3.0,7.0,1191376.4,A,29.9,small_business,OWN,MA,0.872
8.0,27.0,1891124.2,A,55.3,small_business,OWN,MA,0.907
0.0,2.0,4080.0,A,3.0,purchase,OTHER,FL,0.642
10.0,2.0,4080.0,D,57.1,debt,RENT,MI,0.961
10.0,44.0,407473.5,A,57.1,debt,RENT,FL,0.697
10.0,10.0,871058.9,A,3.0,debt,RENT,FL,0.64
10.0,25.0,1653463.6,A,39.0,debt,RENT,FL,0.68
0.0,2.0,319722.6,A,4.7,educational,MORTGAGE,AK,0.995
7.0,16.0,4080.0,D,3.0,debt,RENT,GA,0.862
9.0,26.0,650813.4,D,30.6,debt,RENT,GA,0.891
2.0,2.0,1227208.9,D,7.8,debt,RENT,GA,0.834
10.0,28.0,1879543.2,D,33.4,debt,RENT,GA,0.893
1.0,2.0,321290.0,A,3.0,educational,MORTGAGE,CA,0.995
10.0,12.0,4080.0,B,12.5,debt,RENT,CA,0.821
10.0,30.0,625474.8,B,35.7,debt,RENT,CA,0.871
10.0,5.0,1216897.2,B,3.7,debt,RENT,CA,0.784
10.0,32.0,1885968.0,B,38.9,debt,RENT,CA,0.87
0.0,2.0,187911.5,D,3.0,educational,MORTGAGE,FL,0.992
5.0,26.0,4080.0,B,29.8,debt,RENT,MI,0.917
8.0,41.0,533915.2,B,49.0,debt,RENT,FL,0.739
1.0,9.0,1041843.6,B,10.6,debt,RENT,FL,0.521
6.0,28.0,1774430.2,B,34.5,debt,RENT,FL,0.664
1.0,2.0,307503.3,C,3.0,educational,MORTGAGE,WA,0.994
6.0,21.0,4080.0,C,18.6,debt,RENT,WA,0.813
10.0,44.0,489723.8,C,49.0,debt,RENT,WA,0.874
7.0,27.0,1114525.5,C,26.6,debt,RENT,WA,0.831
9.0,42.0,1868977.8,C,50.9,debt,RENT,WA,0.868
10.0,8.0,574440.6,E,35.4,purchase,MORTGAGE,NC,0.995
0.0,14.0,1095862.2,E,3.0,purchase,MORTGAGE,NC,0.989
9.0,22.0,1831585.2,E,26.0,purchase,MORTGAGE,NC,0.994
0.0,2.0,333762.4,A,5.0,educational,MORTGAGE,AK,0.995
4.0,17.0,4080.0,B,3.0,debt,RENT,MD,0.819
7.0,29.0,640985.6,B,32.8,debt,RENT,MD,0.869
1.0,2.0,1225186.0,B,10.2,debt,RENT,MD,0.792
8.0,31.0,1878756.6,B,35.6,debt,RENT,MD,0.876
0.0,2.0,4080.0,E,3.0,purchase,MORTGAGE,NJ,0.997
5.0,29.0,4080.0,E,43.2,purchase,MORTGAGE,NJ,0.999
3.0,20.0,1220042.9,E,31.2,purchase,MORTGAGE,NJ,0.998
1.0,9.0,577819.0,E,17.1,purchase,MORTGAGE,NJ,0.998
6.0,30.0,2031774.0,E,45.2,purchase,MORTGAGE,NJ,0.999
0.0,2.0,318528.8,A,4.7,educational,MORTGAGE,AK,0.995
8.0,16.0,4080.0,B,3.0,debt,RENT,NJ,0.954
10.0,26.0,641769.7,B,31.6,debt,RENT,NJ,0.966
3.0,2.0,1216184.8,B,8.8,debt,RENT,NJ,0.935
9.0,28.0,1872709.6,B,34.5,debt,RENT,NJ,0.964
0.0,2.0,326281.6,A,4.7,debt,OTHER,AK,0.7
0.0,22.0,4080.0,C,3.0,purchase,MORTGAGE,MA,0.987
5.0,31.0,653175.2,C,29.6,purchase,MORTGAGE,MA,0.992
1.0,3.0,1232492.8,C,6.8,purchase,MORTGAGE,MA,0.987
6.0,33.0,1884340.8,C,32.1,purchase,MORTGAGE,MA,0.992
3.0,2.0,316379.3,B,3.0,debt,OTHER,NJ,0.927
9.0,14.0,4080.0,A,17.3,purchase,MORTGAGE,NJ,0.996
10.0,35.0,541780.8,A,45.6,purchase,MORTGAGE,NJ,0.997
10.0,18.0,1165100.9,A,23.1,purchase,MORTGAGE,NJ,0.996
10.0,38.0,1887714.8,A,48.3,purchase,MORTGAGE,NJ,0.997
0.0,2.0,311742.7,A,4.0,debt,MORTGAGE,AK,0.954
0.0,24.0,4080.0,C,3.0,purchase,OWN,LA,0.86
5.0,26.0,653663.6,C,31.8,purchase,OWN,LA,0.907
1.0,2.0,1215298.9,C,8.8,purchase,OWN,LA,0.872
6.0,28.0,1850303.6,C,34.3,purchase,OWN,LA,0.914
0.0,3.0,301091.0,E,3.0,purchase,OTHER,AR,0.977
6.0,21.0,661734.7,A,33.9,debt,RENT,CA,0.823
0.0,4.0,1226069.2,A,3.0,debt,RENT,CA,0.728
7.0,23.0,1831124.0,A,36.4,debt,RENT,CA,0.824
3.0,2.0,316710.6,A,3.0,educational,MORTGAGE,UT,0.996
9.0,15.0,4080.0,D,14.8,debt,RENT,UT,0.914
10.0,36.0,545703.7,D,42.7,debt,RENT,UT,0.934
10.0,19.0,1169105.8,D,20.2,debt,RENT,UT,0.918
10.0,39.0,1889341.0,D,45.6,debt,RENT,UT,0.932
0.0,2.0,331183.4,A,3.0,debt,MORTGAGE,NJ,0.989
8.0,28.0,635130.6,D,35.2,purchase,RENT,NJ,0.984
3.0,5.0,1224623.0,D,4.7,purchase,RENT,NJ,0.973
9.0,31.0,1875675.2,D,38.2,purchase,RENT,NJ,0.984
0.0,2.0,329165.0,A,3.0,debt,OTHER,AK,0.697
3.0,10.0,4080.0,C,19.2,purchase,MORTGAGE,CA,0.986
7.0,30.0,579696.9,C,43.9,purchase,MORTGAGE,CA,0.991
3.0,12.0,1194046.4,C,21.3,purchase,MORTGAGE,CA,0.986
8.0,32.0,1885461.6,C,47.1,purchase,MORTGAGE,CA,0.991
0.0,2.0,335528.7,A,3.0,debt,OTHER,AK,0.697
0.0,14.0,4080.0,B,14.2,small_business,MORTGAGE,NJ,0.996
5.0,32.0,623102.7,B,36.6,small_business,MORTGAGE,NJ,0.997
1.0,11.0,1226617.1,B,9.6,small_business,MORTGAGE,NJ,0.996
6.0,34.0,1905529.2,B,39.7,small_business,MORTGAGE,NJ,0.997
0.0,6.0,311186.6,B,3.0,debt,MORTGAGE,AK,0.952
6.0,2.0,4080.0,A,21.3,purchase,RENT,CA,0.867
9.0,10.0,704636.1,A,37.3,purchase,RENT,CA,0.892
0.0,16.0,1242378.5,A,3.0,purchase,RENT,CA,0.821
7.0,23.0,1942432.6,A,29.3,purchase,RENT,CA,0.876
0.0,3.0,318083.4,A,3.0,educational,MORTGAGE,AK,0.995
0.0,2.0,4080.0,C,30.6,debt,RENT,OK,0.943
5.0,26.0,640347.2,C,36.3,debt,RENT,OK,0.956
1.0,8.0,1207974.5,C,3.0,debt,RENT,OK,0.926
6.0,28.0,1854586.2,C,38.6,debt,RENT,OK,0.956
0.0,4.0,327427.7,A,3.0,educational,OTHER,AK,0.954
9.0,2.0,4080.0,B,16.7,debt,MORTGAGE,FL,0.942
10.0,24.0,651745.0,B,32.2,debt,MORTGAGE,FL,0.959
5.0,6.0,1235987.1,B,3.0,debt,MORTGAGE,FL,0.911
8.0,26.0,1910565.8,B,35.0,debt,MORTGAGE,FL,0.954
0.0,27.0,4080.0,A,3.0,debt,MORTGAGE,AK,0.964
5.0,2.0,4080.0,D,3.0,small_business,RENT,NV,0.91
7.0,27.0,591437.2,D,11.2,small_business,RENT,NV,0.92
0.0,2.0,1120432.5,D,18.9,small_business,RENT,NV,0.895
5.0,19.0,1866026.2,D,29.3,small_business,RENT,NV,0.919
0.0,2.0,4080.0,C,3.0,debt,MORTGAGE,NC,0.956
5.0,34.0,4080.0,C,40.0,debt,MORTGAGE,NC,0.981
3.0,25.0,1214489.6,C,28.8,debt,MORTGAGE,NC,0.976
0.0,14.0,571203.0,C,13.8,debt,MORTGAGE,NC,0.964
6.0,36.0,2031390.6,C,43.0,debt,MORTGAGE,NC,0.982
8.0,2.0,4080.0,E,3.0,small_business,MORTGAGE,OR,0.994
10.0,8.0,571631.2,E,36.2,small_business,MORTGAGE,OR,0.996
0.0,14.0,1093500.6,E,3.0,small_business,MORTGAGE,OR,0.992
9.0,22.0,1828507.8,E,26.9,small_business,MORTGAGE,OR,0.996
0.0,3.0,323411.3,A,3.0,educational,MORTGAGE,AK,0.995
4.0,2.0,4080.0,C,25.4,debt,OWN,MA,0.855
6.0,24.0,651957.8,C,37.1,debt,OWN,MA,0.888
0.0,6.0,1227777.6,C,3.0,debt,OWN,MA,0.8
7.0,26.0,1878498.2,C,39.6,debt,OWN,MA,0.893
1.0,4.0,329630.5,A,3.0,educational,OTHER,AK,0.957
10.0,2.0,4080.0,B,16.7,debt,MORTGAGE,CA,0.981
10.0,26.0,618991.7,B,39.0,debt,MORTGAGE,CA,0.987
10.0,8.0,1216206.0,B,3.0,debt,MORTGAGE,CA,0.976
10.0,28.0,1894563.6,B,42.0,debt,MORTGAGE,CA,0.987
0.0,2.0,338757.4,A,3.0,educational,OTHER,CA,0.953
0.0,9.0,4080.0,E,20.6,debt,MORTGAGE,CA,0.989
5.0,27.0,623891.6,E,43.0,debt,MORTGAGE,CA,0.992
1.0,7.0,1235046.4,E,17.3,debt,MORTGAGE,CA,0.988
6.0,29.0,1932437.6,E,45.6,debt,MORTGAGE,CA,0.992
0.0,2.0,340832.2,A,5.4,debt,MORTGAGE,AK,0.955
0.0,19.0,4080.0,B,3.0,purchase,RENT,CA,0.815
5.0,35.0,626414.8,B,31.4,purchase,RENT,CA,0.893
1.0,8.0,1224140.0,B,8.7,purchase,RENT,CA,0.815
6.0,37.0,1888011.4,B,34.3,purchase,RENT,CA,0.897
3.0,2.0,312160.0,A,3.0,educational,OTHER,NY,0.963
9.0,10.0,4080.0,C,27.5,debt,MORTGAGE,NY,0.984
10.0,33.0,516847.0,C,57.1,debt,MORTGAGE,NY,0.988
10.0,16.0,1136963.0,C,35.0,debt,MORTGAGE,NY,0.986
10.0,36.0,1876356.8,C,54.7,debt,MORTGAGE,NY,0.988
0.0,4.0,337150.4,B,3.0,debt,OTHER,AK,0.67
5.0,2.0,4080.0,A,21.0,small_business,MORTGAGE,CA,0.984
9.0,23.0,610129.0,A,43.9,small_business,MORTGAGE,CA,0.989
5.0,5.0,1226928.8,A,21.1,small_business,MORTGAGE,CA,0.983
10.0,25.0,1921251.4,A,46.7,small_business,MORTGAGE,CA,0.989
1.0,2.0,338023.2,A,3.0,debt,MORTGAGE,AK,0.956
9.0,2.0,4080.0,B,20.0,purchase,RENT,GA,0.886
10.0,23.0,606283.9,B,43.5,purchase,RENT,GA,0.905
9.0,5.0,1221337.5,B,20.5,purchase,RENT,GA,0.88
9.0,25.0,1927941.0,B,46.6,purchase,RENT,GA,0.897
1.0,2.0,343694.8,A,3.0,educational,OTHER,AK,0.956
10.0,2.0,4080.0,D,16.8,debt,MORTGAGE,VA,0.988
10.0,27.0,612832.8,D,39.2,debt,MORTGAGE,VA,0.992
10.0,9.0,1214159.5,D,4.3,debt,MORTGAGE,VA,0.987
10.0,29.0,1904064.8,D,42.0,debt,MORTGAGE,VA,0.992
0.0,2.0,4080.0,B,3.0,debt,OTHER,CA,0.746
10.0,31.0,4080.0,B,44.3,purchase,MORTGAGE,CA,0.994
8.0,15.0,1203534.5,B,23.4,purchase,MORTGAGE,CA,0.989
5.0,4.0,557676.8,B,9.5,purchase,MORTGAGE,CA,0.983
10.0,23.0,2039156.4,B,33.9,purchase,MORTGAGE,CA,0.991
0.0,2.0,325527.2,A,5.5,debt,MORTGAGE,AK,0.955
3.0,21.0,4080.0,E,3.0,purchase,RENT,FL,0.78
7.0,40.0,582198.4,E,30.1,purchase,RENT,FL,0.841
3.0,22.0,1196145.5,E,7.4,purchase,RENT,FL,0.785
8.0,42.0,1885507.4,E,33.3,purchase,RENT,FL,0.851
0.0,4.0,331820.0,A,3.0,debt,OTHER,AK,0.7
6.0,2.0,4080.0,C,19.4,purchase,MORTGAGE,GA,0.984
9.0,26.0,635069.6,C,35.4,purchase,MORTGAGE,GA,0.987
3.0,8.0,1222840.5,C,3.0,purchase,MORTGAGE,GA,0.978
10.0,28.0,1884146.6,C,38.2,purchase,MORTGAGE,GA,0.988
0.0,2.0,504723.4,E,3.0,educational,OTHER,FL,0.936
3.0,8.0,4080.0,C,8.5,purchase,RENT,IN,0.923
10.0,40.0,120769.6,B,48.6,purchase,RENT,FL,0.792
6.0,13.0,1043697.8,B,18.6,purchase,RENT,FL,0.667
8.0,30.0,1775958.4,B,36.6,purchase,RENT,FL,0.75
1.0,4.0,338694.0,A,3.0,educational,MORTGAGE,AK,0.995
10.0,2.0,4080.0,B,14.3,debt,RENT,LA,0.887
10.0,26.0,629474.2,B,35.9,debt,RENT,LA,0.911
10.0,8.0,1234069.5,B,3.0,debt,RENT,LA,0.871
10.0,28.0,1930517.6,B,38.4,debt,RENT,LA,0.913
0.0,2.0,4080.0,A,3.0,debt,MORTGAGE,AK,0.953
10.0,2.0,4080.0,E,3.0,purchase,RENT,TX,0.96
10.0,21.0,489183.0,E,30.6,purchase,RENT,TX,0.968
1.0,4.0,1071326.9,E,8.2,purchase,RENT,TX,0.943
9.0,23.0,1783978.2,E,32.6,purchase,RENT,TX,0.966
0.0,2.0,331010.4,A,4.9,educational,MORTGAGE,AK,0.995
0.0,21.0,4080.0,C,3.0,debt,RENT,MA,0.852
5.0,31.0,641784.1,C,32.2,debt,RENT,MA,0.887
1.0,3.0,1225033.4,C,9.4,debt,RENT,MA,0.861
6.0,33.0,1880881.2,C,34.8,debt,RENT,MA,0.887
0.0,3.0,319966.7,A,3.0,educational,OTHER,AK,0.954
4.0,2.0,4080.0,E,25.1,debt,MORTGAGE,GA,0.986
6.0,26.0,644457.0,E,36.3,debt,MORTGAGE,GA,0.989
0.0,8.0,1220938.1,E,3.0,debt,MORTGAGE,GA,0.98
7.0,28.0,1876978.4,E,38.9,debt,MORTGAGE,GA,0.989
0.0,2.0,4080.0,D,3.0,debt,MORTGAGE,CA,0.979
9.0,33.0,4080.0,D,51.8,debt,MORTGAGE,CA,0.993
7.0,20.0,1185478.2,D,35.7,debt,MORTGAGE,CA,0.991
4.0,9.0,535391.5,D,21.0,debt,MORTGAGE,CA,0.988
9.0,30.0,2012941.4,D,47.4,debt,MORTGAGE,CA,0.992
0.0,4.0,334683.4,A,3.0,educational,OTHER,AK,0.954
7.0,2.0,4080.0,E,17.7,debt,MORTGAGE,OH,0.992
10.0,24.0,626611.2,E,39.7,debt,MORTGAGE,OH,0.994
5.0,6.0,1220904.0,E,5.9,debt,MORTGAGE,OH,0.99
9.0,26.0,1890931.6,E,42.8,debt,MORTGAGE,OH,0.994
0.0,2.0,325940.0,A,3.0,educational,OTHER,CA,0.953
9.0,10.0,4080.0,B,12.2,debt,MORTGAGE,CA,0.98
10.0,28.0,638564.6,B,34.6,debt,MORTGAGE,CA,0.987
7.0,3.0,1226088.0,B,3.0,debt,MORTGAGE,CA,0.971
9.0,30.0,1898620.8,B,37.2,debt,MORTGAGE,CA,0.986
0.0,2.0,317897.3,A,4.4,debt,MORTGAGE,AK,0.954
0.0,23.0,4080.0,C,3.0,purchase,RENT,GA,0.852
5.0,31.0,646720.0,C,29.8,purchase,RENT,GA,0.877
1.0,2.0,1217333.2,C,6.9,purchase,RENT,GA,0.856
6.0,33.0,1855541.8,C,32.4,purchase,RENT,GA,0.874
0.0,2.0,184897.2,A,3.0,debt,MORTGAGE,CA,0.961
10.0,23.0,4080.0,F,34.1,small_business,RENT,CA,0.907
10.0,17.0,1333444.0,F,27.0,small_business,RENT,CA,0.9
7.0,6.0,726830.2,F,12.8,small_business,RENT,CA,0.849
7.0,28.0,2183950.8,F,40.6,small_business,RENT,CA,0.899
1.0,2.0,341949.4,A,3.0,educational,MORTGAGE,NY,0.997
10.0,15.0,4080.0,C,3.0,debt,RENT,NY,0.826
10.0,34.0,582326.6,C,35.2,debt,RENT,NY,0.869
10.0,16.0,1201145.6,C,12.6,debt,RENT,NY,0.844
10.0,36.0,1906876.4,C,38.6,debt,RENT,NY,0.876
10.0,2.0,4080.0,E,3.0,purchase,OWN,WA,0.926
9.0,44.0,517484.8,B,57.1,purchase,RENT,WA,0.924
0.0,37.0,4080.0,B,44.6,debt,RENT,AR,0.971
0.0,4.0,875267.8,B,4.7,debt,RENT,WA,0.599
5.0,19.0,1671766.4,B,23.9,debt,RENT,WA,0.762
0.0,2.0,332597.0,B,3.0,debt,OTHER,AK,0.666
0.0,13.0,4080.0,A,19.1,purchase,MORTGAGE,MA,0.984
5.0,32.0,570404.8,A,44.7,purchase,MORTGAGE,MA,0.99
1.0,15.0,1190310.4,A,22.2,purchase,MORTGAGE,MA,0.985
6.0,34.0,1897266.8,A,47.3,purchase,MORTGAGE,MA,0.99
0.0,2.0,320936.0,A,4.1,debt,OTHER,AK,0.699
0.0,23.0,4080.0,E,3.0,purchase,MORTGAGE,SC,0.975
0.0,25.0,694407.8,E,31.2,purchase,MORTGAGE,SC,0.98
3.0,2.0,1244851.5,E,6.6,purchase,MORTGAGE,SC,0.977
5.0,27.0,1900983.2,E,33.4,purchase,MORTGAGE,SC,0.983
0.0,2.0,330901.8,B,3.0,debt,MORTGAGE,VA,0.968
3.0,10.0,4080.0,A,16.5,purchase,RENT,VA,0.834
7.0,26.0,643211.8,A,37.2,purchase,RENT,VA,0.868
2.0,3.0,1230932.1,A,6.6,purchase,RENT,VA,0.809
8.0,29.0,1884297.0,A,40.1,purchase,RENT,VA,0.873
0.0,4.0,338688.7,A,3.0,debt,OTHER,AK,0.7
4.0,2.0,4080.0,D,20.9,purchase,MORTGAGE,NJ,0.998
8.0,26.0,609409.7,D,42.9,purchase,MORTGAGE,NJ,0.998
3.0,8.0,1210743.4,D,12.5,purchase,MORTGAGE,NJ,0.997
9.0,28.0,1880353.4,D,46.0,purchase,MORTGAGE,NJ,0.998
0.0,2.0,4080.0,A,3.0,educational,MORTGAGE,AK,0.995
10.0,2.0,4080.0,F,3.0,debt,RENT,NJ,0.945
8.0,24.0,468665.3,F,30.6,debt,RENT,NJ,0.953
0.0,6.0,1060961.5,F,7.8,debt,RENT,NJ,0.918
8.0,24.0,1788221.6,F,31.5,debt,RENT,NJ,0.95
2.0,2.0,326837.2,A,3.0,educational,OTHER,AK,0.959
9.0,11.0,4080.0,E,12.9,debt,MORTGAGE,FL,0.971
10.0,32.0,581367.9,E,39.1,debt,MORTGAGE,FL,0.978
10.0,14.0,1202706.8,E,16.5,debt,MORTGAGE,FL,0.972
10.0,34.0,1921461.0,E,41.9,debt,MORTGAGE,FL,0.977
10.0,2.0,4080.0,B,3.0,purchase,MORTGAGE,CA,0.987
8.0,24.0,470488.6,B,30.3,purchase,MORTGAGE,CA,0.991
0.0,6.0,1064542.9,B,7.5,purchase,MORTGAGE,CA,0.977
8.0,24.0,1798504.8,B,30.9,purchase,MORTGAGE,CA,0.99
0.0,2.0,331191.4,A,3.0,debt,OTHER,CT,0.696
8.0,11.0,4080.0,B,12.4,purchase,MORTGAGE,CT,0.991
10.0,29.0,616457.5,B,35.1,purchase,MORTGAGE,CT,0.993
8.0,11.0,1230805.0,B,11.7,purchase,MORTGAGE,CT,0.991
9.0,31.0,1935453.6,B,38.3,purchase,MORTGAGE,CT,0.993
5.0,2.0,4080.0,B,3.0,debt,MORTGAGE,CA,0.97
10.0,34.0,4080.0,B,51.0,debt,MORTGAGE,CA,0.99
