age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
90.0,Other/Unknown,Doctorate,Divorced,White-Collar,White,Female,50.0,0.047
18.0,Other/Unknown,Bachelors,Single,Professional,White,Male,77.0,0.244
90.0,Government,Assoc,Married,Service,Other,Male,99.0,0.23
17.0,Self-Employed,Prof-school,Separated,Blue-Collar,Other,Male,1.0,0.89
17.0,Private,HS-grad,Single,Other/Unknown,White,Female,28.0,0.667
37.0,Government,Prof-school,Widowed,Sales,White,Male,49.0,0.85
42.0,Self-Employed,HS-grad,Single,Blue-Collar,Other,Female,78.0,0.812
90.0,Self-Employed,Prof-school,Separated,Other/Unknown,White,Female,99.0,0.877
17.0,Other/Unknown,Bachelors,Separated,White-Collar,Other,Male,1.0,0.055
17.0,Private,Some-college,Divorced,Service,White,Female,20.0,0.256
90.0,Other/Unknown,Assoc,Widowed,Professional,Other,Female,33.0,0.034
19.0,Private,Assoc,Single,Sales,White,Female,69.0,0.406
90.0,Other/Unknown,Some-college,Married,White-Collar,White,Female,99.0,0.103
41.0,Self-Employed,Prof-school,Widowed,Sales,White,Female,1.0,0.854
17.0,Private,HS-grad,Separated,Other/Unknown,Other,Male,24.0,0.77
17.0,Private,HS-grad,Widowed,Sales,White,Male,75.0,0.719
83.0,Government,HS-grad,Divorced,Other/Unknown,White,Female,45.0,0.713
90.0,Private,Prof-school,Separated,Other/Unknown,Other,Male,99.0,0.869
37.0,Private,Masters,Married,Professional,White,Male,1.0,0.336
90.0,Other/Unknown,Bachelors,Divorced,Sales,Other,Male,24.0,0.092
17.0,Other/Unknown,Assoc,Married,White-Collar,White,Male,36.0,0.03
38.0,Other/Unknown,Assoc,Married,Professional,White,Male,74.0,0.074
90.0,Other/Unknown,Bachelors,Married,White-Collar,White,Male,99.0,0.089
83.0,Private,Prof-school,Single,Other/Unknown,White,Male,1.0,0.745
17.0,Self-Employed,HS-grad,Widowed,Professional,Other,Female,17.0,0.736
17.0,Private,Bachelors,Separated,Sales,Other,Female,48.0,0.76
36.0,Self-Employed,HS-grad,Single,Blue-Collar,Other,Male,78.0,0.83
90.0,Private,Prof-school,Separated,Other/Unknown,Other,Female,99.0,0.879
90.0,Government,Prof-school,Widowed,Other/Unknown,White,Male,45.0,0.879
17.0,Government,HS-grad,Divorced,Sales,Other,Male,31.0,0.803
23.0,Government,HS-grad,Separated,Other/Unknown,White,Male,81.0,0.767
90.0,Government,Prof-school,Married,White-Collar,Other,Female,99.0,0.711
17.0,Private,Prof-school,Widowed,Sales,Other,Female,1.0,0.841
17.0,Private,Prof-school,Single,Other/Unknown,White,Male,28.0,0.774
37.0,Government,Masters,Married,Other/Unknown,Other,Male,51.0,0.707
55.0,Self-Employed,Prof-school,Separated,Professional,White,Female,77.0,0.838
90.0,Private,Prof-school,Widowed,Other/Unknown,Other,Male,99.0,0.888
17.0,Self-Employed,Some-college,Single,Other/Unknown,White,Female,1.0,0.826
90.0,Private,Prof-school,Single,Blue-Collar,White,Female,31.0,0.678
17.0,Private,Prof-school,Separated,Professional,Other,Male,13.0,0.784
21.0,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,67.0,0.758
70.0,Private,Prof-school,Single,Other/Unknown,Other,Male,99.0,0.878
17.0,Other/Unknown,Masters,Separated,Blue-Collar,Other,Male,1.0,0.049
32.0,Other/Unknown,Doctorate,Married,White-Collar,White,Female,23.0,0.065
90.0,Private,Some-college,Divorced,Professional,Other,Female,40.0,0.24
17.0,Private,Assoc,Single,Sales,White,Female,76.0,0.406
90.0,Other/Unknown,Some-college,Married,Service,Other,Male,99.0,0.07
48.0,Government,Prof-school,Widowed,Other/Unknown,Other,Female,1.0,0.929
17.0,Private,Prof-school,Single,Professional,White,Male,25.0,0.7
77.0,Self-Employed,Bachelors,Single,Service,Other,Male,49.0,0.663
17.0,Private,Prof-school,Separated,Other/Unknown,Other,Female,76.0,0.903
90.0,Private,Prof-school,Single,Sales,Other,Male,99.0,0.838
19.0,Other/Unknown,School,Married,Blue-Collar,Other,Male,1.0,0.041
90.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,25.0,0.116
17.0,Private,Assoc,Widowed,Service,White,Male,40.0,0.196
19.0,Other/Unknown,HS-grad,Single,Professional,White,Male,80.0,0.318
90.0,Other/Unknown,Assoc,Married,White-Collar,Other,Male,99.0,0.025
17.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Female,1.0,0.917
26.0,Self-Employed,HS-grad,Widowed,Sales,Other,Male,23.0,0.811
51.0,Self-Employed,Some-college,Single,Sales,White,Male,50.0,0.747
66.0,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,80.0,0.757
90.0,Self-Employed,Prof-school,Widowed,Other/Unknown,Other,Female,99.0,0.92
17.0,Government,School,Divorced,Blue-Collar,Other,Male,1.0,0.408
41.0,Other/Unknown,HS-grad,Married,Service,White,Female,22.0,0.219
90.0,Private,Some-college,Separated,White-Collar,White,Male,40.0,0.207
17.0,Other/Unknown,Assoc,Married,Blue-Collar,White,Male,71.0,0.053
90.0,Other/Unknown,HS-grad,Married,Service,Other,Male,99.0,0.165
90.0,Self-Employed,Prof-school,Single,Other/Unknown,Other,Male,1.0,0.91
17.0,Government,Bachelors,Widowed,Professional,White,Female,15.0,0.705
43.0,Private,HS-grad,Widowed,Other/Unknown,Other,Male,41.0,0.816
54.0,Self-Employed,Prof-school,Separated,Service,White,Female,72.0,0.813
90.0,Private,Prof-school,Widowed,Sales,Other,Female,99.0,0.867
17.0,Other/Unknown,School,Single,Sales,White,Male,1.0,0.165
71.0,Private,Some-college,Married,Service,White,Male,20.0,0.243
76.0,Other/Unknown,HS-grad,Separated,White-Collar,Other,Male,67.0,0.101
17.0,Other/Unknown,Assoc,Married,White-Collar,White,Female,45.0,0.039
17.0,Government,Prof-school,Divorced,Other/Unknown,Other,Female,1.0,0.815
33.0,Private,HS-grad,Widowed,Sales,Other,Male,42.0,0.744
65.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Female,71.0,0.799
17.0,Private,Prof-school,Separated,Other/Unknown,White,Female,99.0,0.82
90.0,Government,Prof-school,Widowed,Sales,Other,Male,99.0,0.904
20.0,Other/Unknown,School,Separated,Blue-Collar,White,Male,1.0,0.061
17.0,Other/Unknown,Assoc,Single,Service,White,Male,40.0,0.125
90.0,Private,HS-grad,Married,White-Collar,Other,Male,23.0,0.267
36.0,Other/Unknown,Assoc,Single,Blue-Collar,Other,Female,73.0,0.042
44.0,Private,Prof-school,Single,Other/Unknown,Other,Female,1.0,0.861
17.0,Private,Prof-school,Separated,Professional,White,Male,28.0,0.712
17.0,Private,HS-grad,Separated,Sales,Other,Female,76.0,0.794
83.0,Self-Employed,Bachelors,Single,Other/Unknown,White,Male,47.0,0.802
90.0,Private,Prof-school,Single,Other/Unknown,Other,Male,99.0,0.869
17.0,Other/Unknown,Doctorate,Divorced,Blue-Collar,Other,Male,1.0,0.028
89.0,Other/Unknown,Some-college,Married,White-Collar,White,Female,1.0,0.065
38.0,Government,Assoc,Separated,Service,White,Male,33.0,0.247
63.0,Other/Unknown,HS-grad,Married,Blue-Collar,Other,Female,61.0,0.165
90.0,Government,Assoc,Married,White-Collar,White,Female,99.0,0.223
26.0,Private,Prof-school,Widowed,Other/Unknown,White,Female,1.0,0.82
90.0,Government,Prof-school,Single,Sales,White,Female,44.0,0.794
17.0,Self-Employed,HS-grad,Single,Sales,Other,Male,27.0,0.887
17.0,Self-Employed,Some-college,Single,Other/Unknown,White,Male,80.0,0.8
78.0,Private,Prof-school,Widowed,Sales,Other,Female,99.0,0.873
17.0,Other/Unknown,Doctorate,Separated,White-Collar,Other,Female,1.0,0.051
60.0,Private,Some-college,Divorced,Professional,White,Male,1.0,0.317
67.0,Other/Unknown,School,Married,White-Collar,Other,Male,30.0,0.033
90.0,Government,Assoc,Single,Professional,White,Male,59.0,0.418
71.0,Other/Unknown,Some-college,Married,Service,White,Male,99.0,0.096
17.0,Other/Unknown,Some-college,Divorced,Service,Other,Male,1.0,0.041
41.0,Other/Unknown,Assoc,Married,Sales,White,Male,22.0,0.073
42.0,Other/Unknown,Doctorate,Married,White-Collar,Other,Female,50.0,0.052
77.0,Other/Unknown,School,Separated,Sales,White,Male,71.0,0.084
90.0,Other/Unknown,Bachelors,Married,Service,Other,Female,99.0,0.179
74.0,Government,HS-grad,Widowed,Sales,Other,Male,21.0,0.82
17.0,Private,Prof-school,Separated,Other/Unknown,Other,Female,47.0,0.893
45.0,Self-Employed,Prof-school,Widowed,Service,White,Male,76.0,0.784
90.0,Private,Bachelors,Single,Other/Unknown,Other,Female,99.0,0.742
17.0,Government,Prof-school,Single,Other/Unknown,Other,Female,1.0,0.928
31.0,Self-Employed,Bachelors,Separated,Professional,White,Male,23.0,0.704
61.0,Private,Prof-school,Separated,Sales,Other,Male,45.0,0.826
70.0,Self-Employed,HS-grad,Single,Blue-Collar,Other,Female,74.0,0.796
17.0,Other/Unknown,Assoc,Divorced,White-Collar,Other,Female,1.0,0.011
26.0,Private,Assoc,Divorced,Blue-Collar,White,Male,22.0,0.206
44.0,Other/Unknown,Bachelors,Separated,Service,Other,Female,42.0,0.198
66.0,Private,School,Single,Sales,White,Male,67.0,0.422
17.0,Private,Prof-school,Widowed,Professional,White,Female,1.0,0.699
90.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Male,24.0,0.877
17.0,Self-Employed,HS-grad,Separated,Service,Other,Female,40.0,0.747
34.0,Self-Employed,Bachelors,Married,Other/Unknown,White,Male,73.0,0.694
31.0,Other/Unknown,Masters,Divorced,White-Collar,White,Male,1.0,0.051
90.0,Self-Employed,School,Married,White-Collar,Other,Female,26.0,0.232
17.0,Private,Assoc,Separated,Sales,White,Male,40.0,0.206
42.0,Other/Unknown,Assoc,Separated,Blue-Collar,White,Male,74.0,0.054
17.0,Private,Prof-school,Single,Other/Unknown,White,Male,1.0,0.773
17.0,Government,Bachelors,Separated,Professional,Other,Female,26.0,0.749
41.0,Private,Prof-school,Widowed,Sales,Other,Female,47.0,0.877
56.0,Self-Employed,HS-grad,Separated,Other/Unknown,White,Female,76.0,0.802
17.0,Other/Unknown,Assoc,Separated,White-Collar,White,Female,1.0,0.021
90.0,Other/Unknown,Bachelors,Divorced,Blue-Collar,Other,Male,1.0,0.059
23.0,Other/Unknown,Some-college,Married,Professional,White,Male,33.0,0.105
46.0,Other/Unknown,Assoc,Single,Sales,Other,Female,61.0,0.09
90.0,Other/Unknown,Bachelors,Divorced,White-Collar,Other,Male,99.0,0.068
48.0,Other/Unknown,Prof-school,Single,Other/Unknown,Other,Female,1.0,0.587
90.0,Self-Employed,Bachelors,Single,Other/Unknown,White,Male,50.0,0.795
90.0,Private,Prof-school,Widowed,White-Collar,Other,Male,99.0,0.715
17.0,Private,School,Widowed,Professional,White,Male,1.0,0.408
90.0,Other/Unknown,HS-grad,Married,White-Collar,Other,Male,27.0,0.076
17.0,Private,Assoc,Separated,Service,White,Female,50.0,0.184
41.0,Other/Unknown,HS-grad,Single,Professional,White,Male,74.0,0.305
90.0,Other/Unknown,Assoc,Married,White-Collar,White,Male,99.0,0.035
90.0,Private,Prof-school,Separated,Sales,Other,Male,1.0,0.767
17.0,Self-Employed,Bachelors,Single,Professional,White,Female,14.0,0.804
32.0,Private,HS-grad,Widowed,Other/Unknown,Other,Female,41.0,0.802
45.0,Self-Employed,HS-grad,Separated,Sales,White,Male,76.0,0.73
90.0,Private,Prof-school,Widowed,Other/Unknown,Other,Female,99.0,0.9
17.0,Other/Unknown,School,Divorced,Blue-Collar,Other,Male,1.0,0.026
28.0,Private,Assoc,Single,Service,White,Male,20.0,0.267
90.0,Other/Unknown,HS-grad,Married,White-Collar,Other,Female,34.0,0.097
28.0,Private,Assoc,Single,Blue-Collar,White,Male,68.0,0.22
84.0,Other/Unknown,HS-grad,Divorced,Blue-Collar,White,Male,99.0,0.217
17.0,Self-Employed,Bachelors,Widowed,Other/Unknown,White,Male,1.0,0.745
29.0,Private,HS-grad,Single,Sales,Other,Female,20.0,0.743
90.0,Government,Bachelors,Single,Other/Unknown,White,Female,39.0,0.794
17.0,Private,Prof-school,Separated,Sales,White,Female,70.0,0.798
80.0,Private,Prof-school,Single,Other/Unknown,Other,Female,99.0,0.878
17.0,Other/Unknown,School,Divorced,White-Collar,White,Female,1.0,0.038
34.0,Private,Assoc,Single,Blue-Collar,Other,Male,21.0,0.189
48.0,Other/Unknown,Doctorate,Separated,Service,White,Female,42.0,0.237
70.0,Private,Assoc,Single,Blue-Collar,Other,Female,70.0,0.151
90.0,Other/Unknown,HS-grad,Divorced,Professional,Other,Male,99.0,0.165
17.0,Other/Unknown,Doctorate,Divorced,White-Collar,White,Male,1.0,0.038
42.0,Other/Unknown,Masters,Married,Blue-Collar,Other,Female,19.0,0.067
53.0,Other/Unknown,Assoc,Single,Professional,White,Male,40.0,0.13
71.0,Other/Unknown,Masters,Separated,White-Collar,White,Female,70.0,0.091
90.0,Other/Unknown,Assoc,Single,Professional,Other,Male,99.0,0.047
17.0,Other/Unknown,Bachelors,Married,Service,Other,Female,1.0,0.141
90.0,Other/Unknown,Bachelors,Divorced,Sales,White,Male,14.0,0.125
73.0,Other/Unknown,School,Single,Sales,Other,Male,65.0,0.115
17.0,Other/Unknown,Assoc,Separated,White-Collar,White,Male,40.0,0.028
90.0,Private,HS-grad,Married,Blue-Collar,Other,Male,21.0,0.326
32.0,Other/Unknown,Assoc,Single,Blue-Collar,Other,Female,71.0,0.042
47.0,Self-Employed,Prof-school,Separated,Professional,Other,Male,23.0,0.881
17.0,Self-Employed,Prof-school,Single,Sales,White,Female,74.0,0.887
90.0,Self-Employed,Bachelors,Married,Other/Unknown,White,Male,41.0,0.672
83.0,Self-Employed,Prof-school,Separated,Other/Unknown,Other,Male,99.0,0.917
17.0,Other/Unknown,School,Divorced,Service,Other,Female,1.0,0.03
41.0,Other/Unknown,Assoc,Single,Sales,White,Male,19.0,0.151
67.0,Government,Assoc,Married,Service,Other,Male,42.0,0.199
90.0,Private,Assoc,Single,Service,White,Male,73.0,0.196
17.0,Other/Unknown,HS-grad,Separated,White-Collar,White,Male,99.0,0.161
25.0,Self-Employed,Prof-school,Separated,Blue-Collar,White,Female,1.0,0.85
90.0,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,46.0,0.742
17.0,Private,HS-grad,Single,Sales,Other,Male,33.0,0.738
33.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Male,80.0,0.843
17.0,Other/Unknown,Doctorate,Married,Professional,Other,Male,1.0,0.075
17.0,Private,Assoc,Single,White-Collar,White,Female,22.0,0.165
90.0,Other/Unknown,Assoc,Divorced,White-Collar,Other,Male,37.0,0.011
20.0,Private,School,Married,Service,White,Female,71.0,0.196
79.0,Other/Unknown,HS-grad,Single,White-Collar,White,Female,99.0,0.249
17.0,Government,Prof-school,Widowed,Other/Unknown,White,Female,1.0,0.894
90.0,Private,Prof-school,Single,Other/Unknown,White,Male,40.0,0.742
23.0,Self-Employed,Bachelors,Separated,Blue-Collar,Other,Male,26.0,0.724
33.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Male,75.0,0.841
78.0,Private,Prof-school,Single,Sales,Other,Female,99.0,0.858
17.0,Other/Unknown,Masters,Divorced,White-Collar,Other,Female,1.0,0.03
38.0,Private,Assoc,Single,Service,White,Male,19.0,0.263
64.0,Other/Unknown,HS-grad,Married,Service,Other,Female,40.0,0.146
90.0,Private,HS-grad,Single,White-Collar,White,Female,72.0,0.405
17.0,Other/Unknown,Assoc,Divorced,Service,White,Female,99.0,0.085
67.0,Private,Prof-school,Single,Blue-Collar,White,Female,1.0,0.677
17.0,Private,HS-grad,Widowed,Sales,Other,Male,24.0,0.743
46.0,Self-Employed,Prof-school,Separated,Blue-Collar,Other,Male,50.0,0.899
58.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Male,80.0,0.837
37.0,Other/Unknown,Masters,Separated,Blue-Collar,Other,Male,1.0,0.05
17.0,Other/Unknown,Doctorate,Married,White-Collar,White,Female,20.0,0.061
79.0,Private,Some-college,Divorced,Professional,Other,Female,40.0,0.247
17.0,Self-Employed,HS-grad,Single,Professional,Other,Male,1.0,0.845
57.0,Self-Employed,Some-college,Single,Other/Unknown,White,Male,25.0,0.804
90.0,Self-Employed,Prof-school,Married,Professional,White,Male,48.0,0.695
17.0,Self-Employed,Bachelors,Single,Blue-Collar,White,Female,76.0,0.753
80.0,Self-Employed,Some-college,Separated,Other/Unknown,Other,Male,99.0,0.637
17.0,Self-Employed,Prof-school,Separated,Sales,Other,Male,7.0,0.894
68.0,Government,HS-grad,Widowed,Other/Unknown,White,Female,1.0,0.794
80.0,Private,Prof-school,Single,Professional,Other,Female,31.0,0.795
90.0,Self-Employed,HS-grad,Separated,Other/Unknown,White,Male,61.0,0.789
59.0,Private,Prof-school,Widowed,Other/Unknown,Other,Female,99.0,0.91
17.0,Private,Assoc,Separated,Service,White,Male,40.0,0.176
90.0,Other/Unknown,HS-grad,Married,Blue-Collar,Other,Female,21.0,0.126
34.0,Other/Unknown,Assoc,Single,Blue-Collar,Other,Female,70.0,0.042
17.0,Private,Doctorate,Married,White-Collar,Other,Female,1.0,0.184
22.0,Other/Unknown,Assoc,Separated,Sales,White,Male,26.0,0.055
90.0,Other/Unknown,Bachelors,Divorced,Service,Other,Male,48.0,0.059
29.0,Private,Doctorate,Single,White-Collar,White,Male,76.0,0.265
90.0,Other/Unknown,Bachelors,Married,White-Collar,White,Female,99.0,0.177
17.0,Government,Prof-school,Single,Sales,White,Female,1.0,0.87
35.0,Private,HS-grad,Widowed,Other/Unknown,Other,Male,18.0,0.805
64.0,Private,HS-grad,Separated,Sales,Other,Female,38.0,0.728
80.0,Self-Employed,Prof-school,Widowed,Professional,White,Female,68.0,0.823
17.0,Other/Unknown,School,Married,Blue-Collar,Other,Female,1.0,0.043
23.0,Other/Unknown,HS-grad,Separated,White-Collar,White,Male,20.0,0.103
43.0,Private,Assoc,Widowed,Professional,White,Male,42.0,0.241
58.0,Other/Unknown,School,Single,Blue-Collar,Other,Female,69.0,0.1
90.0,Other/Unknown,Assoc,Divorced,White-Collar,White,Male,99.0,0.028
17.0,Private,HS-grad,Divorced,Sales,Other,Male,26.0,0.662
34.0,Private,Some-college,Widowed,Other/Unknown,White,Male,50.0,0.646
42.0,Self-Employed,Bachelors,Married,Sales,White,Male,81.0,0.629
90.0,Private,Prof-school,Single,Other/Unknown,Other,Female,99.0,0.873
90.0,Other/Unknown,Bachelors,Married,Professional,Other,Female,1.0,0.136
17.0,Other/Unknown,Doctorate,Divorced,White-Collar,White,Male,19.0,0.042
25.0,Government,Assoc,Separated,Service,Other,Female,50.0,0.267
52.0,Other/Unknown,Bachelors,Single,Professional,White,Female,75.0,0.304
90.0,Other/Unknown,Assoc,Divorced,White-Collar,Other,Male,99.0,0.016
90.0,Government,Prof-school,Separated,Other/Unknown,White,Female,1.0,0.888
17.0,Private,Prof-school,Single,Professional,Other,Male,14.0,0.808
49.0,Self-Employed,Some-college,Widowed,Professional,Other,Male,40.0,0.571
63.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Male,74.0,0.806
17.0,Government,School,Married,Blue-Collar,Other,Female,1.0,0.367
90.0,Other/Unknown,Assoc,Divorced,White-Collar,White,Male,15.0,0.024
17.0,Other/Unknown,Doctorate,Separated,Service,White,Male,40.0,0.154
36.0,Other/Unknown,Assoc,Single,Professional,White,Male,76.0,0.143
90.0,Other/Unknown,Assoc,Married,White-Collar,White,Female,99.0,0.054
17.0,Other/Unknown,Masters,Divorced,White-Collar,Other,Male,1.0,0.03
27.0,Private,Assoc,Single,Blue-Collar,White,Female,24.0,0.223
71.0,Other/Unknown,School,Married,Service,Other,Male,40.0,0.044
90.0,Private,Assoc,Single,Blue-Collar,White,Female,72.0,0.174
17.0,Other/Unknown,HS-grad,Separated,White-Collar,White,Female,99.0,0.213
17.0,Other/Unknown,School,Divorced,Blue-Collar,Other,Female,1.0,0.026
59.0,Private,Assoc,Single,White-Collar,White,Male,16.0,0.141
69.0,Private,School,Single,Service,White,Female,66.0,0.24
17.0,Other/Unknown,Doctorate,Married,White-Collar,Other,Female,42.0,0.049
90.0,Other/Unknown,Assoc,Widowed,White-Collar,White,Male,99.0,0.043
17.0,Self-Employed,Prof-school,Widowed,Other/Unknown,White,Male,1.0,0.895
17.0,Private,HS-grad,Divorced,Other/Unknown,Other,Female,29.0,0.605
35.0,Private,Prof-school,Widowed,Sales,White,Female,50.0,0.795
50.0,Government,HS-grad,Single,Other/Unknown,White,Female,81.0,0.81
90.0,Private,Prof-school,Divorced,Sales,Other,Male,99.0,0.801
34.0,Private,Assoc,Separated,Service,White,Male,21.0,0.169
51.0,Other/Unknown,Doctorate,Married,White-Collar,Other,Male,41.0,0.044
69.0,Other/Unknown,HS-grad,Single,Blue-Collar,White,Male,71.0,0.31
90.0,Self-Employed,Assoc,Divorced,White-Collar,White,Female,99.0,0.161
71.0,Private,Prof-school,Single,Other/Unknown,White,Female,1.0,0.768
43.0,Self-Employed,Prof-school,Separated,Blue-Collar,Other,Male,50.0,0.899
57.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Male,81.0,0.837
90.0,Private,Bachelors,Single,Sales,Other,Female,99.0,0.732
17.0,Private,School,Divorced,White-Collar,Other,Male,1.0,0.218
47.0,Other/Unknown,HS-grad,Widowed,Service,White,Female,1.0,0.266
62.0,Private,Assoc,Single,Service,White,Male,29.0,0.236
90.0,Other/Unknown,Assoc,Single,White-Collar,White,Female,61.0,0.052
17.0,Other/Unknown,HS-grad,Single,Service,White,Female,99.0,0.281
17.0,Self-Employed,Prof-school,Widowed,Sales,Other,Female,1.0,0.905
17.0,Government,HS-grad,Divorced,Other/Unknown,White,Male,23.0,0.848
33.0,Government,Prof-school,Single,Sales,White,Female,47.0,0.84
37.0,Self-Employed,Bachelors,Divorced,Other/Unknown,White,Male,81.0,0.719
90.0,Government,HS-grad,Single,Other/Unknown,Other,Female,99.0,0.849
17.0,Private,Masters,Divorced,White-Collar,White,Female,1.0,0.253
18.0,Other/Unknown,Assoc,Single,Professional,Other,Male,23.0,0.066
40.0,Other/Unknown,Doctorate,Separated,Service,White,Male,46.0,0.155
57.0,Private,Assoc,Single,Professional,White,Female,75.0,0.221
90.0,Other/Unknown,Bachelors,Married,White-Collar,Other,Male,99.0,0.103
